Felis catus	cat
na	Linn Ùr na Cloiche
na	Linntean Ùra na Cloiche
anns	anns an ùine fhada
draughtsman	dealbhaiche
analyst	mion-sgrùdair
stretch	sìn
teicneolas	teicneolas fiosrachaidh
teicneolasan	teicneolasan fiosrachaidh
technology	teicneolas
private	prìobhaideach
wall	mùr
gealbhonn	gealbhonn-gàraidh
gealbhonnan	gealbhonnan-gàraidh
strategy	ro-innleachd
ro	ro-innleachdan
strategic	ro-innleachdail
cairtean	cairtean-cluiche
brush	bruis
welt	balt
use	cleachd
custom	cleachdadh
is	is e an cleachdadh a nì teòma
expert	teòma
used to	cleachdte
eàrr	eàrr-ite
eàrr	eàrr-itean
eàrr	eàrr-ràdh
eàrr	eàrr-ràdhan
related	càirdeach
friendly	càirdeil
effective	èifeachdach
effect	èifeachd
illness	euslaint
miann	miann còmhraig
miannan	miannan còmhraig
conflict	còmhrag
Commonwealth of Nations	Co-fhlaitheas
confederation	co-fhlaitheas
co	co-fhlaitheasan
-in-law	-cèile
athraichean	athraichean-cèile
bràithrean	bràithrean-cèile
màthar	màthar-cèile
màthraichean	màthraichean-cèile
peathraichean	peathraichean-cèile
gnìomhair	gnìomhair taiceil
forestry	coilltearachd
dlighe	dlighe-sgrìobhaidh
dlighean	dlighean-sgrìobhaidh
lawful	dligheach
seachd	seachd-shliosaichean
Universe	Domhan
leanabh	leanabh gille
leanabhan	leanabhan gille
architecture	ailtireachd
beinn	beinn-theine
beanntan	beanntan-teine
volcano	bholcàno
volcanic	bholcànach
curlew	guilbneach
kid	tarraing à
cilemeatair	cilemeatair ceàrnagach
metre	meatair
meatair	meatair ceàrnagach
meatairean	meatairean ceàrnagach
square	ceàrnagach
cho	cho luath sa ghabhas
às	às na ceithir ranna ruadha
figure	figear
digital	figearail
size	meudachd
fetter	dì-leum
glainneachan	glainneachan-grèine
speuclairean	speuclairean-grèine
glasses	speuclairean
seabhag	seabhag-ghorm
seabhagan	seabhagan-gorma
bacadh	bacadh-cadail
bacaidhean	bacaidhean-cadail
doille	doille-fhaclan
dall	dall air faclan
agnostic	neach-adhbharachais
luchd-	luchd-adhbharachais
agnosticism	adhbharachas
causal	adhbharach
cause	adhbharaich
evidence	fianais
witness	neach-fianais
luchd	luchd-fianais
omnipresence	uile-làthaireachd
behead	dì-cheann
beheading	dì-cheannadh
dì	dì-cheannaidhean
a-staigh	an taobh a-staigh a-muigh
caoin	caoin air ascaoin
inner	ascaoin
restless	an-fhoiseil
peaceful	foiseil
bramble	smeur
network	lìonra
mar	mar gum biodh
hyphen	strìoch
hyphen	tàthan
tick	strìochag
einnseanan	einnseanan-smàlaidh
latha	latha a bha seo
discharge	dì-luchdaich
load	luchdaich
mar	mar as fheàrr as urrainn do
perforation	tolladh
tyre	taidhr
honour	onair
respect	urram
company	companaidh
handsome	eireachdail
ionadan	ionadan-còmhnaidh
cliathan	cliathan-bogsa
courageous	misneachail
leaden	luaidheach
gun	gun luaidh
uisgeachan	uisgeachan-beatha
weir	cairidh
box	bucas
buabhallan	buabhallan Ceap
bun	bun-sgoiltean
bailiff	bàillidh
maor	maor-cladaich
fiadh-	fiadh-bheatha
wild	fiadh-
fiadh-	fiadh-ubhal
fiadh	fiadh-ùbhlan
side	sliosach
elephant	ailbhean
appendix	aipeandaig
choose	tagh
choice	taghadh
iomairt	iomairt taghaidh
ridge	iomair
effort	iomairt
taghadh	taghadh coitcheann
taghaidhean	taghaidhean coitcheann
aghaidh	aghaidh ri aghaidh
questionnaire	ceisteachan
busybody	gobaire
glas	glas-ghuib
glasan	glasan-guib
whiting	cùiteag
king	Deòrsa
maor	maor-obrach
factor	seumarlan
cluaran	cluaran-deilgneach
cluaran	cluaran-leana
meadow	lèana
cluaran	cluaran-òir
fòghnan	fòghnan-soilleir
fòghnan	fòghnan-breac
fòghnain	fòghnain-bhrice
cluaran	cluaran-cruaidh
corn thistle	aigheannach
mustard	sgeallan
coirce	coirce Innseanach
peacock	peucag
kingfisher	biorra-crùidein
maor	maor-coille
slippery	sleamhainn
cranberry	muileag
suitable	freagarrach
suitable	iomchaidh
conference	còmhdhail
gospel	soisgeul
castrate	spoth
castration	spothadh
bury	adhlaic
large	cluasach
gene	gine
fo	fo-thiotalan
roinnean	roinnean tìde
ochd	ochd-shliosaichean
maor	maor-sìthe
native speaker	fileantach
air	air an dàrna làimh
an-dràsta	an-dràsta 's a-rithist
bark	comhart
breadth	leud
doctor	ollamhan
maor	maor-eaglaise
maor	maor-coimhid
harpoon	morghath
iomchaidh	iomchaidh gu leòr
cha	cha mhò
march	caismeachd
shake	crath
jolt	crathadh
sandwich	ceapaire
under	fa-near
lèine	lèine-T
lèintean	lèintean-T
beò	beò-ghlacaidhean
uilt	uilt chinnteach
pepper	piobar
strap	iall
shoelace	barrall
global	domhanta
domhan	domhan-fhad
domhan	domhan-leud
domhan	domhan-loidhne
an	Domhan Ùr
Domhain	Domhain Ùra
Domhan	Treas Domhan
seabhag	seabhag-mhòr-na-seilge
seabhagan	seabhagan-mòra-na-seilge
an	an-asgaidh
gift	asgaidh
gift	tiodhlac
cowardice	geilt
juniper	aiteann
hillock	sìthean
suggest	cuir an aire
quarterly	ràitheachan
season	ràith
cruth	cruth-clò
cruthan	cruthan-clò
shape	cruth
yoga	iòga
shame	nàire
ionadan	ionadan-thaighean
uisgeachan	uisgeachan-coisrigte
lionntan	lionntan-ubhal
ge	ge be
ge be	ge be àite
ge be	ge be cuin
ge be	ge be uair
ge be	ge be cò
ge be	ge be dè
discrimination	leth-bhreith
kite	iteileag
bogsa	bogsa piàna
piano	piàna
bogsa	bogsa-phutan
bogsaichean	bogsaichean-phutan
barefoot	casruisgte
lack	gainne
lack	gainnead
kayak	caidheag
typography	clò-ghrafachd
attractive	tarraingeach
weir	eileach
envious	farmadach
Tuile Ruaidhe	Tuil Ruadh
miracle	mìorbhail
miraculous	mìorbhaileach
chain	cuibhreach
renewable	ath-nuadhachail
mealladh	mealladh-dùil
meallaidhean	meallaidhean-dùil
jeans	dìnichean
on the spot	anns a' bhad
paradox	paradacs
dubh	dubh-fhacal
dubh	dubh-fhaclan
reindeer	fiadh Lochlannach
fèidh	fèidh Lochlannach
fiadh	fiadh-sneachda
maoimean	maoimean-sneachda
autumnal	fogharach
decade	deichead
cruth	cruth-tìre
cruthan	cruthan-tìre
cruthannan	cruthannan-tìre
Ordnance Survey	Suirbhidh Òrdanais
survey	suirbhidh
ordnance	òrdanais
fo	fo-chlàsan
fùdaran	fùdaran-gunna
pùdaran	pùdaran-gunna
fèathan	fèathan nan eun
rock pipit	gabhagan
meadow pipit	snàthag
tree pipit	riabhag-choille
coille	riabhagan-coille
mica	mìoca
quarrelsome	connsachail
argue	connsaich
argument	connsachadh
operation	opairèisean
exciseman	gàidsear
yacht	gheat
translate	eadar-theangaich
interpretation	eadar-theangachadh
eadar	eadar-theangachaidhean
eadar	eadar-theangairean
abbreviate	giorraich
abbreviation	giorrachadh
an	an latha eile
parliament	pàrlamaid
Member of Parliament	Ball Pàrlamaid
infantile	naoidheanta
translation	tionndadh
an	Tionndadh Gnìomhachais
ionadan	ionadan-gnìomhachais
candidate	tagraiche
Dr	Oll
vice president	iar-cheann-suidhe
suffix	iar-mhìr
suffix	iar-leasachan
affix	leasachan
prefix	ro-leasachan
iar	iar-mhìrean
bit	mìr
fragment	mìrean
mion	mion-fhacal
mion	mion-fhaclan
reel	ruidhle
audio	claisneach
draft	dreach
fall in love	gabh gaol air
gabhalaichean	gabhalaichean gaol air
gille	gille-cruidh
gillean	gillean-cruidh
cruel	mì-chneasta
cruelty	mì-chneastachd
cruel	neo-thruacanta
cruelty	neo-thruacantachd
neo-	neo-thruacantachdan
compassionate	truacanta
pity	truacantas
urine	mùn
deas	deas-bhriathrach
peacefulness	sàmhchair
peacefulness	ciùineas
disagreement	mì-chòrdadh
disagree	mì-chòrd
clò	clò eadailteach
Italian	Eadailteach
type	clò-sgrìobh
typescript	clò-sgrìobhadh
typewriter	clò-sgrìobhadair
typist	clò-sgrìobhaiche
writer	sgrìobhaiche
Jan	Faoi
Feb	Gear
Apr	Gibl
May	Cèit
Jun	Ògmh
Jul	Iuch
Aug	Lùn
Sep	Sult
Oct	Dàmh
Nov.	Samh
Dec	Dùbh
come around	thig gu
faint	rach an neul
burden	eallach
saobh	saobh-chràbhaidhean
red	flann
blood-red	cruan
gann	gann de
proud	moiteil
sheriff	siorram
petition	athchuinge
bliadhna	bliadhna ionmhais
literacy	litearrachd
literate	litearra
litir	litir-leannanachd
courtship	leannanachd
aig	aig a' char as lugha
aig	aig a' char as miosa
quarrelsome	connspaideach
dispute	connspaid
uèir	uèir bhiorach
wire	uèir
imrich	imrich a-steach
às	às-imrich
Mon	Dil
Wed	Dic
Thu	Diar
Fri	Dih
Sun	Did
Miss	Bh-uas
Mrs	Bh-ph
etc	msaa
mar	mar sin air adhart
no.	àir.
p	td
pp	tdd
taobh	taobh-duilleige
taobhan	taobhan-duilleige
flannel	flanainn
pìos	pìos ìosal a' ghuib
piece	pìos
maxilla	pìos àrd a' ghuib
wattle	cluigean
chin	smiogaid
scraping	sgròban
urinary bladder	aotroman
side	slios
backside	màs
bàrr	bàrr a' chinn
barran	barran a' chinn
cloak	cleòc
le	beò-ghlacte le
captivating	beò-ghlacail
helmet	clogaid
clogaid	clogaid-bhualaidh
blow	bualadh
mechanic	meacanaig
nervous	nearbhach
presenter	neach-lìbhrigidh
luchd-	luchd-lìbhrigidh
delivery	lìbhrigeadh
deliver	lìbhrig
boot	bòtann
crios	crios-sàbhailteachd
criosan	criosan-sàbhailteachd
crios	crios-sàbhalaidh
criosan	criosan-sàbhalaidh
companas	companas-catharra
companasan	companasan-catharra
civil	catharra
companionship	companas
skin	cneas
bargain	bargan
will	tiomnadh
testament	Tiomnadh
an	Seann Tiomnadh
an	Tiomnadh Nuadh
nan	Leabhar Ghnìomharan nan Abstol
plot	gnìomhadh
rach	rach an aghaidh
fad	fad às
preach	searmonaich
preacher	searmonaiche
sermon	searmon
anchor	acair
acre	acaire
sturdy	brogach
boyish	balachail
balachan	balachan-sgoile
stripling	proitseach
robe	ròb
skeleton	cnàimhneach
tissue	maothran
boy	laochan
ban-	ban-diathan
vocative case	'ille
come of age	thig gu ìre
prìosanach	prìosanach-chogaidh
prìosanach	prìosanach-cogaidh
prisoner	prìosanach
a	a bheil Gàidhlig agad
a	a bheil Gàidhlig agaibh
sinner	peacach
elder	èildear
elder	foirfeach
lore	seanchas
genitive	slòigh
shoal	sgaoth
gaoth	gaoth-ghrèine
gaothan	gaothan-grèine
nominative	gualainn
shoulder	slinnean
cnàmhan	cnàmhan-slinnein
cnàimhean	cnàimhean-slinnein
scapular	slinneanach
sgiath	sgiath mhealltach
sgiathan	sgiathan mealltach
false	mealltach
dàrna	dàrna ite sgèith
dàrna	dàrna itean sgèith
prìomh	prìomh ite sgèith
prìomh	prìomh itean sgèith
ite	ite gàirdeanach
arm	gàirdeanach
cathair	cathair-ghàirdeanach
cathraichean	cathraichean-gàirdeanach
wax	cèirich
waxy	cèireach
nostril	cuinnean
eun	eun-creiche
làrach	làrach coise
làrach	làrach spòig
làraichean	làraichean spòig
làraichean	làraichean coise
perch	spiris
bocsa	bocsa guir
nap	norrag
turrach	turrach-air-tharrach
episcopal	easbaigeach
Episcopal	Easbaigeach
bishop	easbaig
rag	rag-mhuinealach
necked	muinealach
neck	muineal
neck	amhach
a-muigh	a-muigh no a-mach
refuse	diùlt
refusal	diùltadh
denial	àicheadh
clach	clach às an adhar
mar	mar chloich às an adhar
Faroe Islands	Eileanan Fàro
Faroese	Fàrothach
Faroese	Fàrothais
dè	dealanan-dè
cìrean	cìrean na tuile
autonomy	fèin-ùghdarras
fèin	fèin-ùghdarrasan
self-	fèin-
ùr	ùr-nodha
modern	nodha
shipping	luingeas
referendum	reifreann
gabh	gabh brath
press	coitich
persuasion	coiteachadh
geàrr	geàrr-ùine
innis	innis-mhuir
innsean	innsean-muir
innseachan	innseachan-muir
iceberg	eigh-bheinn
eigh	eigh-bheanntan
ice	eigh
glacier	eigh-shruth
eigh	eigh-shruthan
brù	brù-dhearg
flock	ealt
nominative	ealta
warbler	ceileiriche
iolair	iolair-uisge
iolair	iolair-iasgaich
iolairean	iolairean-iasgaich
iolairean	iolairean-uisge
sum	suim
na	Aonadh na h-Eòrpa
na	Aonaidh na h-Eòrpa
union	aonadh
Europe	Eòrpa
seafaring	cuantach
surrender	gèilleadh
drunkard	drongair
onion	uinnean
ladder	fàradh
suburb	fo-bhaile
bank	bruach
tributary	fo-abhainn
disciple	deisciobal
hemp	cainb
saliva	seile
citizenship	saoranachd
citizen	saoranach
hockey	hocaidh
hocaidh	hocaidh-deighe
Finnish	Fionnlainnis
Finn	Fionnlainneach
seirbheis	seirbheis chatharra
seirbheisean	seirbheisean catharra
service	seirbheis
distant	iomallach
tar	teàrr
glue	bìth
crime	eucoireachd
ignition	adhnaidh
dòigh	dòigh-smaoineachaidh
dòighean	dòighean-smaoineachaidh
think	smaoinich
mark	saoile
thought	smaoin
wintry	geamhradail
iolair	iolair-mhara
iolairean	iolairean-mara
gem	neamhnaid
campa	campa bàis
take place	gabh àite
pulpit	cùbaid
bann	bann-leathann
zoo-	ainmh-
siren	dùdach
làmh	làmh-thuagh
làmh	làmh-thuaghan
axe	tuagh
travel	taisteal
traveller	taistealaiche
no	no mar sin
mac	mac-an-aba
complex	co-thoinnte
twisted	toinnte
forefinger	sgealbag
middle finger	gunna fada
then	a-rèist
ma	ma tha
ceremony	deas-ghnàth
latha	latha de na làithean
shed	seada
birdcage	eunadan
taigh	taigh-faire
taighean	taighean-faire
dung	buachar
canary	canèiridh
glaisean	glaisean-stiallach
glaiseanan	glaiseanan-stiallach
striped	stiallach
sedge warbler	glaisean
glaisean	glaisean-daraich
glaiseanan	glaiseanan-daraich
aviary	eunlann
ornithologist	eun-eòlaiche
eun	eun-eòlaichean
ornithology	eun-eòlas
fence	callaid
eun	eun-grunnachaidh
wade	grunnaich
bòrd	bòrd-eun
fo	fo-laghannan
fo	fo-rèilichean
taigh	taigh-eun
taighean	taighean-eun
cearc	cearc-ghur
cearcan	cearcan-gur
cearc	cearc-ghuir
cearcan	cearcan-guir
plaosgan	plaosgan-uighe
lèine	lèine bhàn
ankle	adhbrann
shiny	dearrsach
vow	bòid
demand	iarrtas
beginner	neach-tòiseachaidh
start	tòiseachadh
luchd-	luchd-tòiseachaidh
biona	biona-stùir
bionaichean	bionaichean-stùir
bin	biona
biona	biona-sgudail
bionaichean	bionaichean-sgudail
Newfoundland	Talamh an Èisg
free will	saor-thoil
volunteer	saor-thoileach
taigh	taigh-airm
taighean	taighean-airm
taigh	taigh-altraim
taighean	taighean-altraim
temporary	sealach
an dèidh	an dèidh làimhe
as dèidh	as dèidh làimhe
as dèidh	as dèidh sin
bun	bun-os-cionn
rathad	rathad-iarainn
rathaidean	rathaidean-iarainn
some	badeigin
skilful	sgileil
perfect	foirfe
dubh	dubh dorch
altar	altair
pagan	pàganach
paganism	pàganachd
clach	clach-mhìle
clachan	clachan-mìle
amar	amar-eun
amaran	amaran-eun
warble	ceileir
twitter	ceilear
Paul	Pòl
slat	slat-tomhais
slatan	slatan-tomhais
winter	geamhraich
food	geamhrachadh
cairt	cairt-aithne
cairtean	cairtean-bidhe
cairtean	cairtean-creideis
cairtean	cairtean-iasaid
cairtean	cairtean-iùil
cairtean	cairtean-puist
censorship	caisgireachd
censor	caisgire
check	casg
casg	casg-fala
stage	àrd-ùrlar
desk	deasg
amadan	amadan-mòintich
peat moss	mòinteach
eun	eun-an-t-sneachda
mean	mean air mhean
an	an impis
imminence	impis
emigrant	eilthireach
emigration	eilthireachd
concrete	rudail
at first glance	air a' chiad sealladh
type	taidhp
seòladh	seòladh-lìn
seòlaidhean	seòlaidhean-lìn
làraichean	làraichean-lìn
headword	ceannfhacal
atharrachadh	atharrachadh aimsir
cadal	cadal-geamhraidh
Swiss	Eilbheiseach
Switzerland	Eilbheis
photograph	tog dealbh
grammar	gràmar
liver	adha
liver	grùthan
caitheamh	caitheamh a' ghrùthain
caitheamhan	caitheamhan a' ghrùthain
leth-	leth-chruinne
leth	leth-chruinnean
moustache	mustais
ceann	ceann-suidhe
republic	poblachd
brù	brù-gheal
gaoithe	gòbhlanan-gaoithe
gobhlanan	gobhlanan-gaoithe
snail	seilcheag
dormouse	dallag
dearc	dearc-luachrach
dearcan	dearcan-luachrach
berry	dearc
dearcan	dearcan-fraoich
luachair	luachair-bhog
microphone	microfòn
co-dhiù	co-dhiù no co-dheth
a'	Cogadh a' Cheusair
German	Ceusair
rumour	fathann
Middle Ages	Meadhan-aoisean
bùth	bùth-leabhraichean
bùthan	bùthan-leabhraichean
muc	muc-mhara
mucan	mucan-mara
satisfaction	sàsachadh
regular	cunbhalach
fill	sàth
call	gairm
chapter	caibideil
ecological	eag-eòlach
introduction	ro-ràdh
ro-	ro-ràdhan
vowel	fuaimreag
fricative	suathach
preaspiration	ro-analachadh
diphthong	dà-fhoghar
dà-	dà-fhogharan
dè	dè 'n t-ainm a tha ort
dè	dè 'n t-ainm a tha oirbh
dè	dè an t-ainm a tha oirbh
dè	dè an t-ainm a tha ort
cìs	cìs luach-leasaichte
cìsean	cìsean luach-leasaichte
improvement	leasachadh
cìs	cìs air teachd-a-steach
teachd	teachd-a-steach
a-steach	teachdan-a-steach
Dèagh	Dùn Dèagh
Dè	Dùn Dè
primary	prìomhail
primary	prìomh-
girl	inghean
six	seisear
lusan	lusan dà bhliadhnail
empty	caoch
drinking-horn	còrn
gu	gu dìreach
mar	mar as trice
mar	mar bu trice
crois	crois-bhogha
crois	crois-bhoghachan
ionadan	ionadan-bhùthan
occur	buail an ceann
clement	iochdmhor
willing	deònach
renew	nuadhaich
alien	deòradh
cream cheese	càis-uachdrach
uisgeachan	uisgeachan-adhair
reef	riof
aodach	aodach-leapa
aodaichean	aodaichean-leapa
gille	gille-ruadh
gillean	gillean-ruadh
tuairmse	tuairmse sìde
tuairmsean	tuairmsean sìde
weather	sìde
guess	tuairmse
bride	bean na bainnse
fear	fear na bainnse
wedding ring	fàinne-pòsaidh
recycling	ath-chuairteachadh
circulation	cuairteachadh
defile	bealach
owl	comhachag
cailleachan	cailleachan-oidhche
colony	tuineachas
helm	failm
helm	falmadair
conversion	iompachadh
gràin	gràin-cinnidh
guidance	stiùireadh
lonely	uaigneach
chiffchaff	caifean
caffeine	caifein
porpoise	peileag
porpoise	puthag
bèistean	bèistean-gorm
mucan	mucan-biorach
killer whale	mada-chuain
hardly	air èiginn
teanntachd	teanntachd-cuim
teanntachdan	teanntachdan-cuim
annoy	cuir dragh air
be	gabh dragh de
comhachag	comhachag-bhàn
comhachagan	comhachagan-bàna
comhachag	comhachag-dhonn
comhachagan	comhachagan-donna
comhachag	comhachag-chluasach
comhachagan	comhachagan-cluasach
comhachag	comhachag-adharcach
comhachagan	comhachagan-adharcach
background	cùl-fhiosrachadh
cùl	cùl-fhiosrachaidhean
back	cùlaibh
behind	air cùlaibh
cailleach-oidhche	cailleach-oidhche-mhòr
reform	ath-leasaich
reform	ath-leasachadh
an	Ath-leasachadh
reformed	ath-leasaichte
caol	caol-shràid
caol	caol-shràidean
cleachdaiche	cleachdaiche deireannach
user	cleachdaiche
ionadan	ionadan-obrach
chestnut	castan
craobh	craobh-geanmchno
craobhan	craobhan-geanmchno
craobh-geanmchno	craobh-geanmchno-fhiadhaich
craobhan	craobhan-geanmchno-fhiadhaich
hardcover	còmhdach cruaidh
softcover	còmhdach bog
còmhdaichean	còmhdaichean boga
còmhdaichean	còmhdaichean cruaidh
cover	còmhdach
upholstery	còmhdachadh
luchd	luchd-seinn
mnathan	mnathan-seinn
Flanders	Flannras
disgust	sgreamhaich
disgust	sgreamh
sharp	sgaiteach
bit	bloigh
bloigh	bloigh dheicheach
bloigh	bloigh chumanta
decimal	deicheach
ionad	ionad deicheach
ionaid	ionaid dheicheach
truaill	truaill-chainnt
pollute	truaill
pollution	truailleadh
choke	tachd
suffocation	tachdadh
os	os ìosal
os	os làimh
know	is aithne do
ionadan	ionadan-seallaidh
ionadan	ionadan-beachd
beachd	beachd-smaoin
beachd	beachd-smaointean
beachd	beachd-smuain
beachd	beachd-smuaintean
part-time	pàirt-ùine
keep up with	cum suas ri
withstand	cum ri
filial	macail
preposition	roimhear
continual	sìor
gu	gu sìor
thuige	thuige seo
cho	sona ri bròg
numerical	àireamhach
early	mocheirigh
erection	èirigh
saorsa	saorsa nam meadhanan
biography	beath-eachdraidh
inertia	do-mhùthadh
change	mùthadh
change	mùth
tunnel	tunail
search	sireadh
eun	brìd-eun
gille	gille-brìghde
oystercatcher	trìlleachan
whistle	feadag
mosquito	mosgìoto
suicide	fèin-mhurt
fèin	fèin-mhurtair
murderer	murtair
coinneamh	coinneamh choitcheann bhliadhnail
subject	cùisear
web hosting	òstaireachd
landlord	òstair
anxious	iomagaineach
anxiety	iomagain
birch	beith
beith	beith bheag
beith	beith dhubhach
sad	dubhach
Manxmen	Manainnich
shortcut	aithghearr
peninsula	leth-eilean
aon	aon chuid
an	dara cuid
an	dà chuid
ram	rùda
knuckle	rùdan
polysyllabic	ioma-lideach
multilingual	ioma-chànaineach
polyglot	ioma-chànanach
labyrinth	ioma-shlighe
browse	brabhsaich
browser	brabhsair
download	luchdaich a-nuas
upload	luchdaich a-nìos
ask	faighnich
enquiry	faighneachd
bark	tabhannaich
offer	tathainn
yelp	tathann
coordinate	co-òrdaich
coordination	co-òrdachadh
meanbh	meanbh-fhrìde
insect	frìde
insect	biastag
mathematician	matamataigear
mathematical	matamataigeach
mathematics	matamataig
coalition	co-bhanntachd
legend	fionnsgeul
fìor	fìor-uisge
dubh	dubh-cheist
trom	trom-laighe
decline	tuisealaich
declension	tuisealachadh
conjugate	co-naisg
conjugation	co-nasgadh
bind	naisg
conjunction	naisgear
bearded	feusagach
feusag	feusag dhùinte
ionaid	ionaid-dìon nàdair
cuidheall	cuidheall-shnìomha
wheel	cuidheall
fork	gobhal
spice	spìosradh
fear-	fear-tàileisg
definition	comharrachadh
eun	eun-bealltainne
May Day	Bealltainn
guilbneach	guilbneach-beag
masturbation	brodadh
masturbation	fèin-bhrodadh
qualifying	càileach
predicative	aisneiseach
buadhair	buadhair aisneiseach
buaidh	buaidh-aithriseach
buadhair	buadhair buaidh-aithriseach
ask after	gabh naidheachd
riochdair	riochdair seilbheach
trawler	tràlair
cellulose	ceallalos
cealla	cealla-sìl
cell	cealla
cogadh	cogadh nan trainnsichean
trench	trainnse
Ypres	Ieper
craobh	craobh-shloinntearachd
fois	fois-losgaidh
seirbheis	seirbheis nàiseanta
die	bàsaich
death	eug
change	caochail
change	caochladh
rioga	rioga ola
rig	rioga
bàta	bàta-tumaidh
submarine	bàt'-aigeil
sea bed	aigeal
clàr	clàr-bìdhe
martyr	martair
martyrdom	martarachd
guarantee	barrantaich
guarantee	barrantachd
na	Cogadh na Croise
na	Cogaidhean na Croise
brownie	ùraisg
muileann	muileann-uisge
muileann	muileann-pàipeir
muileann	muileann-gaoithe
muileann	muileann-sàbhaidh
muileann	muileann-pronnaidh
saw	sàbh
present	bithidh
bruise	pronnadh
small change	airgead pronn
airgid	airgid phruinn
buntàta	buntàta pronn
steel	stàilinn
part-time	pàirt-thìde
làn	làn-thìde
làn	làn-ùine
average	cuibheasach
average	cuibheas
average	cuibheasachd
sreath	sreath chèile
sreath	an sreath a chèile
miaow	miamha
oink	gnosd
cock-a-doodle-doo	gog-a-ghuidhe-ghaoidhe
hee-haw	u i o hòmh
hee-haw	hi homh homh
querulous	gearanach
condition	coingheall
gluttonous	craosach
Dia	Dia leat
hypercorrect	os-cheart
hypercorrectness	os-cheartachadh
memorial	cuimhneachan
remember	bi cuimhne aig
roinn	roinn phrìobhaideach
roinn	roinn phoblach
depopulation	fàsachadh
bun	bun-reachd
collective noun	ainmear trusaidh
truss	trus
dàimh	dàimh phoblach
relationship	dàimh
cask	togsaid
bòrd	bòrd-stiùiridh
ath-	an-ath-bhliadhna
ath	an ath bhliadhna
Pole	Pòlainneach
Polish	Pòlainnis
Pòlainne	Pòlainn
rid	cuidhteas
get rid of	faigh cuidhteas
faigh	faigh cuidhte agus
faigh	faigh cuidhte is
faigh	faigh cuidhte 's
còta	còta-leapa
còta	còta-bàn
còta	còta-froise
còta	còta-geàrr
còta	còta-mòr
fras	fras cluarain
congregation	coitheanal
appetite	càil
prepare	ullaich
welcome	cuir fàilte air
dram	dràm
seann	seann-phàrant
buille	buille chulturail
buille	buille chultarail
coileach	coileach-Frangach
cearc	cearc-Fhrangach
edge	iomall
bùth	bùth-obrach
bùth	bùth-oibre
Ulster	Ultach
firm	seasmhach
self	fèin-aithne
allow	leig le
cultural	cultarail
cultural	cultarach
culture	cultar
cùirtear	cùirtear iarainn
an	Cùirtear Iarainn
curtain	cùirtear
Moscow	Mosgo
a bharrachd air	a bharrachd air sin
a thuilleadh air	a thuilleadh air sin
air	a thuilleadh air
a bharrachd	a bharrachd air
cho	a cheart cho
hereabouts	a-bhos
hither	a-nall
air	air an rathad eile
seann	seann-nòs
custom	nòs
hazel	calltainn
cnò	cnò challtainn
coppice	preasarlach
rotten	lobhte
doras	doras mòr
multitude	mòr-sluagh
oxide	ogsaid
oxygen	ogsaidean
carbon	carbon dà-ogsaid
exercise	eacarsaich
carragh	carragh-triantanachaidh
pillar	carragh
triangulation	triantanachadh
triangular	triantanach
triangulate	triantanaich
youth hostel	ostail òigridh
hostel	ostail
bog	boglach
inneal	inneal-tomhais
inneal	inneal-ciùil
musical instrument	ionnsramaid
apprentice	preantas
apprentice	foghlamaiche
apprentice	tàilleabhach
apprenticeship	tàilleabhachd
apprenticeship	preantasachd
dealbhadh	dealbhadh-bhailtean
compass	combaist
inneal	inneal-GPS
bogsa	bogsa a' chiad-fhuasglaidh
bogsaichean	bogsaichean a' chiad-fhuasglaidh
ciad	ciad-fhuasgladh
caol	caol-dùirn
coisiche	coisiche monaidh
coiseachd	coiseachd monaidh
walk	coiseachd
bonn	bonn a-staigh
ola	ola ana-chuileag
climber	streapadair
nominative case	tuiseal ainmneach
nominative	ainmneach
nomenclature	ainmeachadh
cricket	criogaid
fear-	fear-bàire
goal	bàir
post	post-bàire
referee	rèitear
garrison	gearastan
leth	leth mar leth
airgead	airgead-calpa
airgead	airgead-pòcaid
airgead	airgead-beò
capitalistic	calpach
capitalism	calpachas
capitalist	calpaire
concise	pongail
pattern	pàtran
dath	dath-uisge
watercolour	dealbh dath-uisge
peanta	peanta dath-uisge
paint	peanta
paint	peant
rider	marcach
heirship	oighreachd
string	sreang
about	mu dheidhinn
about	mu mo dheidhinn
about	mu do dheidhinn
about	mu deidhinn
about	mu ar deidhinn
about	mu ur deidhinn
about	mu an deidhinn
poaching	poidseadh
poach	poidsig
poacher	poidsear
mu	mu chuairt
mu	mu chuairt air
air	air ghleus
ready	gleusta
cho	cho math ri sin
hairy	molach
anniversary	cuimhneachan bliadhnail
cuimhneachan	cuimhneachan nan ceud bliadhna
bursary	bursaraidh
port	port-adhair
port	acarsaid
stàile	stàile-leabhraichean
stall	stàile
wisdom	gliocas
ceann	ceann-daoraich
drunkenness	daorach
intoxicating	daorachail
tippler	pòitear
drinking	pòitearachd
comparative	na bu
comparative	na b'
superlative	a b'
superlative	a bu
strong	treun
employ	fastaidh
charter	fastachadh
employer	fastaidhear
chimney	similear
idiomatic	gnàthasach
leac	leac-eighre
standing stone	tursa
crackling	bragadaich
fiodh	fiodh-fillte
block	sgonn
armful	ultach
bluster	bòilich
coughing	casadaich
cough	dèan casad
clinking	gliogadaich
eavesdropping	farchluais
eavesdrop	dèan farchluais
air	air bàrr teangaidh
deoch	deoch-lag
steal	goid
deoch	deoch-slàinte
