August	august
everyone	igaüks
room	ühikas
bus station	bussijaam
bus station	autobussijaam
terminal	lõppjaam
tangerine	mandariin
vaccine	vaktsiin
papillary	papillaarne
invasion	invasioon
grasp	hoomama
French	prantsuse keel
complex	kompleksne
regime	režiim
sergeant first class	veebel
fireteam	pooljagu
ensign	lipnik
stink	lehkama
stink	lehk
ring	ringmängulaul
infantry	jalavägi
staff	staap
miss	preili
lover	armuke
limiter	piiraja
siege	piiramine
limitation	piirdumine
restrictedness	piiratus
restriction	piirang
short short story	mininovell
screen	ekraan
quail	vutt
tree sparrow	põldvarblane
triolet	triolett
sonnet	sonett
sticker	kleeps
tõbi	Ménière'i tõbi
proton	prooton
proton pump	prootonipump
proton pump inhibitor	prootonipumba inhibiitor
inhibitor	inhibiitor
dance	tantsusamm
step	samm
short illative	tantsusammu
lie	valetama
burrow	tuhnima
tee	tee-ise
hymn	hümn
cacodemon	kakodeemon
olukorrad	olukord
meditsiinilised	meditsiiniline
meditsiinilised olukorrad	meditsiiniline olukord
animatronics	animatroonika
km	käibemaks
cloudberry	rabamurakas
self	enesepiiramine
battle	piiramislahing
siege engine	piiramismasin
besiege	piiramisrõngas
state of siege	piiramisseisukord
siege tower	piiramistorn
time limit	ajapiirang
speed limit	kiiruspiirang
speed limit	kiirusepiirang
traffic	liikluspiirang
movement	liikumispiirang
operational	tegevuspiirang
restriction	toimingupiirang
customs	tollipiirang
age limit	vanusepiirang
razor blade	žilett
genocide	genotsiid
garden	aiapiire
hoe	kõblas
breath	hingus
mycelium	niidistik
Chinese	hiina
excuse me	vabandage mind
excuse me	vabandage
you're welcome	pole tänu väärt
zoo	loomaaed
purpose	eesmärk
finance	rahandus
general	üldine
television	televiisor
ecosystem	ökosüsteem
business	äri
surprise	üllatus
sale	müük
unfortunately	kahjuks
schoolteacher	kooliõpetaja
bull	sõnn
credit card	krediitkaart
armchair	tugitool
hood	kapuuts
path	teekond
meet	tutvuma
meeldiv	meeldiv tutvuda
pleasant	meeldiv
good afternoon	tere päevast
language	keeleõpe
water supply	veevarustus
