maggot	𐌼𐌰𐌸𐌰
compare	𐌲𐌰𐌻𐌴𐌹𐌺𐍉𐌽
please	𐌲𐌰𐌻𐌴𐌹𐌺𐌰𐌽
answer	𐌰𐌽𐌳𐌰𐍅𐌰𐌿𐍂𐌳𐌹
sea	𐌼𐌰𐍂𐌴𐌹
lamp	𐌻𐌿𐌺𐌰𐍂𐌽𐌰𐍃𐍄𐌰𐌸𐌰
priest	𐍀𐌰𐍀𐌰
Viliaric	𐍅𐌹𐌻𐌾𐌰𐍂𐌹𐌸
necessity	𐌽𐌰𐌿𐌳𐌹𐌸𐌰𐌿𐍂𐍆𐍄𐍃
eat	𐌼𐌰𐍄𐌾𐌰𐌽
lie	𐌻𐌹𐌲𐌰𐌽
send	𐍃𐌰𐌽𐌳𐌾𐌰𐌽
send	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐍃𐌰𐌽𐌳𐌾𐌰𐌽
send	𐌲𐌰𐍃𐌰𐌽𐌳𐌾𐌰𐌽
send	𐌹𐌽𐍃𐌰𐌽𐌳𐌾𐌰𐌽
send	𐌼𐌹𐌸𐌹𐌽𐍃𐌰𐌽𐌳𐌾𐌰𐌽
send	𐌿𐍃𐍃𐌰𐌽𐌳𐌾𐌰𐌽
sprinkling	𐌿𐍆𐌰𐍂𐍂𐌰𐌽𐌽𐌴𐌹𐌽𐍃
subjugation	𐌿𐍆𐌷𐌽𐌰𐌹𐍅𐌴𐌹𐌽𐍃
swelling	𐌿𐍆𐍃𐍅𐌰𐌻𐌻𐌴𐌹𐌽𐍃
self-abasement	𐌿𐌽𐍆𐍂𐌴𐌹𐌳𐌴𐌹𐌽𐍃
disbelief	𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃
unburdensomeness	𐌿𐌽𐌺𐌰𐌿𐍂𐌴𐌹𐌽𐍃
supplication	𐌿𐍃𐌱𐌻𐍉𐍄𐌴𐌹𐌽𐍃
food	𐌿𐍃𐍆𐍉𐌳𐌴𐌹𐌽𐍃
fulfillment	𐌿𐍃𐍆𐌿𐌻𐌻𐌴𐌹𐌽𐍃
salvation	𐌿𐍃𐌻𐌰𐌿𐍃𐌴𐌹𐌽𐍃
salvation	𐌿𐍃𐌻𐌿𐌽𐌴𐌹𐌽𐍃
engendering	𐌿𐍃𐍃𐌰𐍄𐌴𐌹𐌽𐍃
proof	𐌿𐍃𐍄𐌰𐌹𐌺𐌽𐌴𐌹𐌽𐍃
bodily	𐌿𐍃𐌸𐍂𐍉𐌸𐌴𐌹𐌽𐍃
collapse	𐌿𐍃𐍅𐌰𐌻𐍄𐌴𐌹𐌽𐍃
evangelization	𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌴𐌹𐌽𐍃
blasphemy	𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌴𐌹𐌽𐍃
bearing witness	𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌴𐌹𐌽𐍃
when	𐍈𐌰𐌽
whither	𐍈𐌰𐌳𐍂𐌴
whither	𐍈𐌰𐌸
how	𐍈𐌴
alone	𐌰𐌹𐌽𐌰𐌱𐌰𐌿𐍂
firstborn	𐍆𐍂𐌿𐌼𐌰𐌱𐌰𐌿𐍂
barn	𐌱𐌰𐌽𐍃𐍄𐍃
bosom	𐌱𐌰𐍂𐌼𐍃
blaspheme	𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌾𐌰𐌽
evangelize	𐍅𐌰𐌹𐌻𐌰𐌼𐌴𐍂𐌾𐌰𐌽
Pharaoh	𐍆𐌰𐍂𐌰𐍉
Nebuchadnezzar	𐌽𐌰𐌱𐌿𐌺𐌰𐌿𐌳𐌰𐌿𐌽𐌰𐌿𐍃𐌰𐌿𐍂
track	𐌻𐌰𐌹𐍃𐍄𐍃
follow	𐌻𐌰𐌹𐍃𐍄𐌾𐌰𐌽
tax	𐌼𐍉𐍄𐌰𐍃𐍄𐌰𐌸𐍃
preparedness	𐌼𐌿𐌽𐍃
hate	𐍆𐌹𐌾𐌰𐌽
bless	𐌸𐌹𐌿𐌸𐌾𐌰𐌽
help	𐌷𐌹𐌻𐍀𐌰𐌽
help	𐌲𐌰𐌷𐌹𐌻𐍀𐌰𐌽
lest	𐌹𐌱𐌰𐌹
live	𐌻𐌹𐌱𐌰𐌽
live	𐌼𐌹𐌸𐌻𐌹𐌱𐌰𐌽
sit	𐍃𐌹𐍄𐌰𐌽
sit down	𐌲𐌰𐍃𐌹𐍄𐌰𐌽
sit up	𐌿𐍃𐍃𐌹𐍄𐌰𐌽
neighbour	𐌱𐌹𐍃𐌹𐍄𐌰𐌽
seize	𐌳𐌹𐍃𐍃𐌹𐍄𐌰𐌽
disturbed	𐌰𐌽𐌳𐍃𐌹𐍄𐌰𐌽
un-	𐌰𐌽𐌳-
forbid	𐍅𐌰𐍂𐌾𐌰𐌽
cane	𐍂𐌰𐌿𐍃
evildoer	𐍅𐌰𐌹𐌳𐌴𐌳𐌾𐌰
now then	𐌽𐌿𐌽𐌿
lake	𐌼𐌰𐍂𐌹𐍃𐌰𐌹𐍅𐍃
create	𐌲𐌰𐍃𐌺𐌰𐍀𐌾𐌰𐌽
creation	𐌲𐌰𐍃𐌺𐌰𐍆𐍄𐍃
four	𐍆𐌹𐌳𐌿𐍂𐌳𐍉𐌲𐍃
anyone	𐌰𐌹𐌽𐍃𐌷𐌿𐌽
hour	𐍈𐌴𐌹𐌻𐍉𐌷𐌿𐌽
ever	𐍈𐌰𐌽𐌷𐌿𐌽
anyone	𐍈𐌰𐍃𐌷𐌿𐌽
anyone	𐌼𐌰𐌽𐌽𐌰𐌷𐌿𐌽
freedom	𐍆𐍂𐌴𐌹𐌷𐌰𐌻𐍃
depart	𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽
abandon	𐌱𐌹𐌻𐌴𐌹𐌸𐌰𐌽
pass by	𐌷𐌹𐌽𐌳𐌰𐍂𐌻𐌴𐌹𐌸𐌰𐌽
enter	𐌹𐌽𐌽𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽
enter	𐌼𐌹𐌸𐌹𐌽𐌽𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽
co-	𐌼𐌹𐌸-
desolate	𐌰𐌹𐌽𐌰𐌺𐌻𐍃
alone	𐌰𐌹𐌽𐌰𐌼
simple	𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐍃
simply	𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐌰𐌱𐌰
simplicity	𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐌴𐌹
every	𐌰𐌹𐌽𐍈𐌰𐍂𐌾𐌹𐌶𐌿𐌷
each	𐌰𐌹𐌽𐍈𐌰𐌸𐌰𐍂𐌿𐌷
grow	𐌰𐌻𐌰𐌽
older	𐌰𐌻𐌸𐌹𐌶𐌰
-est	-𐌹𐍃𐍄𐍃
wretched	𐌰𐍂𐌼𐍉𐍃𐍄𐍃
almighty	𐌰𐌻𐌻𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃
ambassador	𐌰𐌹𐍂𐌹𐌽𐍉𐌽
earlier	𐌰𐌹𐍂𐌹𐍃
earlier	𐌰𐌹𐍂𐌹𐌶𐌰
born	𐌰𐌹𐍂𐌸𐌰𐌺𐌿𐌽𐌳𐍃
born	-𐌺𐌿𐌽𐌳𐍃
nature	𐍅𐌹𐍃𐍄𐍃
lawyer	𐍅𐌹𐍄𐍉𐌳𐌰𐍆𐌰𐍃𐍄𐌴𐌹𐍃
regard	𐌰𐌹𐍃𐍄𐌰𐌽
empty	𐌻𐌰𐌿𐍃
profitless	𐌰𐌺𐍂𐌰𐌽𐌰𐌻𐌰𐌿𐍃
endless	𐌰𐌽𐌳𐌹𐌻𐌰𐌿𐍃
godless	𐌲𐌿𐌳𐌰𐌻𐌰𐌿𐍃
lawless	𐍅𐌹𐍄𐍉𐌳𐌰𐌻𐌰𐌿𐍃
lose	𐍆𐍂𐌰𐌻𐌹𐌿𐍃𐌰𐌽
lost	𐍆𐍂𐌰𐌻𐌿𐍃𐌽𐌰𐌽
war	𐌰𐌽𐌳𐍅𐌰𐌹𐌷𐌰𐌽𐌳𐍉
shameful	𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌽
shame	𐌰𐌹𐍅𐌹𐍃𐌺𐌹
disgrace	𐌲𐌰𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌽
eternity	𐌰𐌾𐌿𐌺𐌳𐌿𐌸𐍃
together	𐌰𐌻𐌰𐌺𐌾𐍉
humanity	𐌰𐌻𐌰𐌼𐌰𐌽𐍃
free	𐌰𐍂𐍅𐌾𐍉
cornfields	𐌰𐍄𐌹𐍃𐌺
want	𐌰𐌻𐌰𐌸𐌰𐍂𐌱𐌰
pearl	𐌼𐌰𐍂𐌹𐌺𐍂𐌴𐌹𐍄𐌿𐍃
iron	𐌴𐌹𐍃𐌰𐍂𐌽𐌴𐌹𐌽𐍃
cleverness	𐍃𐌽𐌿𐍄𐍂𐌴𐌹
buy	𐌱𐌿𐌲𐌾𐌰𐌽
work	𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽
strew	𐍃𐍄𐍂𐌰𐌿𐌾𐌰𐌽
strew	𐌿𐍆𐍃𐍄𐍂𐌰𐌿𐌾𐌰𐌽
flight	𐌸𐌻𐌰𐌿𐌷𐍃
𐌵𐌴𐌸𐌿𐌽	𐌵𐌴𐌸𐌿𐌽𐌿𐌷
𐌵𐌰𐌸	𐌵𐌰𐌸𐌿𐌷
𐌵𐌹𐌸𐌰	𐌵𐌹𐌸𐌿𐌷
𐌵𐌹𐌸𐌹𐌸	𐌵𐌹𐌸𐌹𐌳𐌿𐌷
𐌵𐌹𐌸𐌰𐌽	𐌵𐌹𐌸𐌰𐌽𐌿𐌷
bethink	𐌱𐌹𐌸𐌰𐌲𐌺𐌾𐌰𐌽
𐌹𐌳𐌳𐌾𐌴𐌳𐌿𐌽	𐌹𐌳𐌳𐌾𐌴𐌳𐌿𐌽𐌿𐌷
𐌹𐌳𐌳𐌾𐌰	𐌹𐌳𐌳𐌾𐌿𐌷
𐌹𐌼𐌼𐌰	𐌹𐌼𐌼𐌿𐌷
hate	𐌷𐌰𐍄𐌾𐌰𐌽
hate	𐌷𐌰𐍄𐌰𐌽
quickly	𐍃𐍀𐍂𐌰𐌿𐍄𐍉
steal	𐌷𐌻𐌹𐍆𐌰𐌽
steal	𐍃𐍄𐌹𐌻𐌰𐌽
furnace	𐌰𐌿𐌷𐌽𐍃
old age	𐌰𐌻𐌳𐍉𐌼𐌹𐌽
olives	𐌰𐌻𐌴𐍅𐌾𐌰
different	𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃
kin	𐍃𐌰𐌼𐌰𐌺𐌿𐌽𐍃
otherwise	𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐍃
otherwise	𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉
differently	𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐌽
zealous	𐌰𐌻𐌾𐌰𐌽𐍉𐌽
elsewhere	𐌰𐌻𐌾𐌰𐌸
completely	𐌰𐌻𐌻𐌰𐌽𐌳𐌾𐍉
perfect	𐌰𐌻𐌻𐌰𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌰
sincerity	𐌰𐌻𐌻𐌰𐍅𐌴𐍂𐌴𐌹
common	𐌲𐌰𐌼𐌰𐌹𐌽𐍃
partake	𐌲𐌰𐌼𐌰𐌹𐌽𐌾𐌰𐌽
fellowship	𐌲𐌰𐌼𐌰𐌹𐌽𐌴𐌹
fellowship	𐌲𐌰𐌼𐌰𐌹𐌽𐌳𐌿𐌸𐍃
money	𐍀𐌿𐌲𐌲𐍃
command	𐌰𐌽𐌰𐌱𐌹𐌿𐌳𐌰𐌽
drunk	𐌰𐌽𐌰𐌳𐍂𐌹𐌲𐌺𐌰𐌽
approach	𐌰𐌽𐌰𐌲𐌰𐌲𐌲𐌰𐌽
take hold	𐌰𐌽𐌰𐌷𐌰𐌱𐌰𐌽
approach	𐌳𐌿𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽
present	𐌰𐌽𐌰𐌷𐌰𐌹𐌼𐌴𐌹𐍃
invoke	𐌰𐌽𐌰𐌷𐌰𐌹𐍄𐌰𐌽
get dressed	𐌰𐌽𐌰𐌷𐌰𐌼𐍉𐌽
lay down	𐌰𐌽𐌰𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽
impart	𐌰𐌽𐌰𐌹𐌽𐍃𐌰𐌺𐌰𐌽
present	𐌹𐌽𐍃𐌰𐌺𐌰𐌽
dispute	𐍃𐌰𐌺𐌰𐌽
overburden	𐌰𐌽𐌰𐌺𐌰𐌿𐍂𐌾𐌰𐌽
burden	𐌺𐌰𐌿𐍂𐌾𐌰𐌽
burdensome	𐌺𐌰𐌿𐍂𐌿𐍃
read	𐌰𐌽𐌰𐌺𐌿𐌽𐌽𐌰𐌽
reading	𐌰𐌽𐌰𐌺𐌿𐌽𐌽𐌰𐌹𐌽𐍃
wooden	𐌰𐌽𐍃
lay	𐌰𐌽𐌰𐌻𐌰𐌲𐌾𐌰𐌽
lay	𐌻𐌰𐌲𐌾𐌰𐌽
both	𐌱𐌰𐌹
prevent	𐌰𐌽𐌰𐌻𐌰𐍄𐌾𐌰𐌽
secrecy	𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌴𐌹
secret	𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐍃
secretly	𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌹𐌱𐌰
likewise	𐌰𐌽𐌰𐌻𐌴𐌹𐌺𐍉
force	𐌱𐌰𐌹𐌳𐌾𐌰𐌽
hill	𐌱𐌰𐌹𐍂𐌲𐌰𐌷𐌴𐌹
keep	𐌱𐌰𐌹𐍂𐌲𐌰𐌽
both	𐌱𐌰𐌾𐍉𐌸𐍃
quickly	𐍃𐌽𐌹𐌿𐌼𐌿𐌽𐌳𐍉
urgently	𐍃𐌽𐌹𐌿𐌼𐌿𐌽𐌳𐍉𐍃
tool	-𐍃𐌽𐌰
tyranny	𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐍃
wrong	𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐌾𐌰𐌽
surmising	𐌰𐌽𐌰𐌼𐌹𐌽𐌳𐍃
dare	𐌰𐌽𐌰𐌽𐌰𐌽𐌸𐌾𐌰𐌽
trouble	𐌰𐌽𐌰𐍀𐍂𐌰𐌲𐌲𐌰𐌽
quiet	𐌰𐌽𐌰𐌵𐌰𐌻
come upon	𐌰𐌽𐌰𐌵𐌹𐌼𐌰𐌽
blasphemy	𐌰𐌽𐌰𐌵𐌹𐍃𐍃
denounce	𐌰𐌽𐌰𐌵𐌹𐌸𐌰𐌽
fall asleep	𐌰𐌽𐌰𐍃𐌻𐌴𐍀𐌰𐌽
cease	𐌰𐌽𐌰𐍃𐌹𐌻𐌰𐌽
visible	𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐍃
wish	𐍅𐌰𐌹𐌽𐌴𐌹
element	𐍃𐍄𐌰𐍆𐍃
easier	𐌰𐌶𐌴𐍄𐌹𐌶𐌰
easily	𐌰𐌶𐌴𐍄𐌰𐌱𐌰
work	𐌰𐍂𐌱𐌰𐌹𐌳𐌾𐌰𐌽
toil	𐌼𐌹𐌸𐌰𐍂𐌱𐌰𐌹𐌳𐌾𐌰𐌽
work	𐌸𐌰𐌹𐍂𐌷𐌰𐍂𐌱𐌰𐌹𐌳𐌾𐌰𐌽
ease	𐌰𐌶𐌴𐍄𐌹
Pharisee	𐍆𐌰𐍂𐌴𐌹𐍃𐌰𐌹𐌿𐍃
hearken	𐌰𐌽𐌳𐌷𐌰𐌿𐍃𐌾𐌰𐌽
show	𐌰𐌿𐌲𐌾𐌰𐌽
reason	𐌴𐌹𐌸𐌰𐌽
-let	-𐌴𐌹𐌽
male	𐌲𐌿𐌼𐌴𐌹𐌽
foul	𐍆𐌿𐌻𐍃
run	𐌸𐍂𐌰𐌲𐌾𐌰𐌽
run	𐌱𐌹𐌸𐍂𐌰𐌲𐌾𐌰𐌽
future	𐌰𐌽𐌰𐍅𐌰𐌹𐍂𐌸𐍃
keep quiet	𐍃𐌻𐌰𐍅𐌰𐌽
quiet down	𐌰𐌽𐌰𐍃𐌻𐌰𐍅𐌰𐌽
build	𐍄𐌹𐌼𐍂𐌾𐌰𐌽
build	𐌰𐌽𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽
build	𐌲𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽
build	𐌼𐌹𐌸𐌲𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽
press	𐌰𐌽𐌰𐍄𐍂𐌹𐌼𐍀𐌰𐌽
mar	𐌰𐌽𐌰𐍅𐌰𐌼𐌼𐌾𐌰𐌽
stain	𐍅𐌰𐌼𐌼
equanimity	𐌰𐌽𐌰𐍅𐌹𐌻𐌾𐌴𐌹
concordant	𐌲𐌰𐍅𐌹𐌻𐌾𐌹𐍃
voluntary	𐍃𐌹𐌻𐌱𐌰𐍅𐌹𐌻𐌾𐌹𐍃
eyewitness	𐍃𐌹𐌻𐌱𐌰𐍃𐌹𐌿𐌽𐌴𐌹𐍃
anathema	𐌰𐌽𐌰𐌸𐌰𐌹𐌼𐌰
enslave	𐌰𐌽𐌰𐌸𐌹𐍅𐌰𐌽
subjugate	𐌲𐌰𐌸𐌹𐍅𐌰𐌽
spirit	𐌰𐌽𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽
break	𐌰𐌽𐌰𐍈𐌴𐌹𐌻𐌰𐌽
rest	𐍈𐌴𐌹𐌻𐌰𐌽
ransom	𐌰𐌽𐌳𐌰𐌱𐌰𐌿𐌷𐍄𐍃
redemption	𐍆𐌰𐌿𐍂𐌱𐌰𐌿𐌷𐍄𐍃
sell	𐍆𐍂𐌰𐌱𐌿𐌲𐌾𐌰𐌽
buy	𐌿𐍃𐌱𐌿𐌲𐌾𐌰𐌽
punishment	𐌰𐌽𐌳𐌰𐌱𐌴𐌹𐍄
reply	𐌰𐌽𐌳𐌰𐌷𐌰𐍆𐍄𐍃
confession	𐌰𐌽𐌳𐌰𐌷𐌰𐌹𐍄
slander	𐌱𐌹𐌷𐌰𐌹𐍄
promise	𐌲𐌰𐌷𐌰𐌹𐍄
convoke	𐌲𐌰𐌷𐌰𐌹𐍄𐌰𐌽
foretell	𐍆𐌰𐌿𐍂𐌰𐌲𐌰𐌷𐌰𐌹𐍄𐌰𐌽
summon	𐌰𐍄𐌷𐌰𐌹𐍄𐌰𐌽
express	𐍆𐌰𐌹𐍂𐌷𐌰𐌹𐍄𐌰𐌽
thanks	𐌸𐌰𐌲𐌺𐍃
provoke	𐌿𐍃𐌷𐌰𐌹𐍄𐌰𐌽
recompense	𐌰𐌽𐌳𐌰𐌻𐌰𐌿𐌽𐌹
opposite	𐌰𐌽𐌳𐌰𐌽𐌴𐌹𐌸𐍃
acceptable	𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐍃
taking	𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐌴𐌹𐌲𐍃
taking	𐌰𐌽𐌳𐌰𐌽𐌿𐌼𐍄𐍃
abominable	𐌰𐌽𐌳𐌰𐍃𐌴𐍄𐍃
opponent	𐌰𐌽𐌳𐌰𐍃𐍄𐌰𐌸𐌾𐌹𐍃
late	𐍃𐌴𐌹𐌸𐌿𐍃
meat	𐌼𐌹𐌼𐌶
openly	𐌰𐌽𐌳𐌰𐌿𐌲𐌹𐌱𐌰
openly	𐌰𐌽𐌳𐌰𐌿𐌲𐌾𐍉
purchase	𐌰𐌽𐌳𐌰𐍅𐌰𐌹𐍂𐌸𐌹
livelihood	𐌰𐌽𐌳𐌰𐍅𐌹𐌶𐌽𐍃
countenance	𐌰𐌽𐌳𐌰𐍅𐌻𐌴𐌹𐌶𐌽
day laborer	𐌰𐍃𐌽𐌴𐌹𐍃
parent	𐌱𐌴𐍂𐌿𐍃𐌾𐍉𐍃
sensible	𐌰𐌽𐌳𐌰𐌸𐌰𐌷𐍄𐍃
prayer	𐌰𐍅𐌹𐌻𐌹𐌿𐌸
give	𐌰𐍅𐌹𐌻𐌹𐌿𐌳𐍉𐌽
dawn	𐌿𐌷𐍄𐍅𐍉
loosen	𐌰𐌽𐌳𐌱𐌿𐌽𐌳𐌽𐌰𐌽
divest	𐌰𐌽𐌳𐌷𐌰𐌼𐍉𐌽
investigate	𐌰𐌽𐌳𐌷𐍂𐌿𐍃𐌺𐌰𐌽
either	𐌰𐌽𐌳𐌹𐌶𐌿𐌷
dispute	𐌰𐌽𐌳𐍂𐌹𐌽𐌽𐌰𐌽
fientive	-𐌽𐌰𐌽
grow	𐌰𐌿𐌺𐌽𐌰𐌽
image	𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐍃
disturbance	𐌳𐍂𐍉𐌱𐌽𐌰
𐌰𐌽𐌳	𐌰𐌽𐌳𐌿𐌷
𐌰𐌽𐌰𐌺𐌿𐌼𐌱𐌴𐌹	𐌰𐌽𐌿𐌷𐌺𐌿𐌼𐌱𐌴𐌹
acquire	𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐌰𐌽
supply	𐌰𐌽𐌳𐍃𐍄𐌰𐌻𐌳𐌰𐌽
supply	𐌰𐌽𐌳𐍃𐍄𐌰𐌻𐌳
blessed	𐌰𐌿𐌳𐌰𐌲𐍃
luck	𐌰𐌿𐌳𐌰𐌲𐌴𐌹
cornerstone	𐍅𐌰𐌹𐌷𐍃𐍄𐌰𐍃𐍄𐌰𐌹𐌽𐍃
lip	𐍅𐌰𐌹𐍂𐌹𐌻𐍉
higher	𐌰𐌿𐌷𐌿𐌼𐌰
highest	𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐍃
glorious	𐍅𐌿𐌻𐌸𐌰𐌲𐍃
-y	-𐌲𐍃
witness	𐍅𐌴𐌹𐍄𐍅𐍉𐌸𐍃
testimony	𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹
testimony	𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌴𐌹
testify	𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌾𐌰𐌽
denominative	-𐌾𐌰𐌽
dys-	𐍄𐌿𐌶-
decade	𐍄𐌹𐌲𐌿𐍃
measure	𐌼𐌹𐍄𐌰𐌽
wickedness	𐌱𐌰𐌻𐍅𐌰𐍅𐌴𐍃𐌴𐌹
misdeed	𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌸𐍃
good	𐍅𐌰𐌹𐌻𐌰𐌳𐌴𐌸𐍃
rain	𐍂𐌹𐌲𐌽
rain	𐍂𐌹𐌲𐌽𐌾𐌰𐌽
few	𐍆𐌰𐌿𐍃
fewer	𐍆𐌰𐍅𐌹𐌶𐌰
speak	𐌰𐌽𐌳𐍃𐌰𐌺𐌰𐌽
despise	𐌰𐌽𐌳𐍃𐍀𐌴𐌹𐍅𐌰𐌽
pity	𐌰𐍂𐌼𐌰𐌽
murmur	𐌰𐌽𐌳𐍃𐍄𐌰𐌿𐍂𐍂𐌰𐌽
cold	𐌺𐌰𐌻𐌳𐍃
tomorrow	𐌲𐌹𐍃𐍄𐍂𐌰𐌳𐌰𐌲𐌹𐍃
tax	𐌲𐌹𐌻𐍃𐍄𐍂
hold	𐌰𐌽𐌳𐍄𐌹𐌻𐍉𐌽
present	𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐍃
gift	𐌼𐌰𐌹𐌸𐌼𐍃
how	𐍈𐌰𐌹𐍅𐌰
covenant	𐍄𐍂𐌰𐌿𐍃𐍄𐌹
lay	𐌰𐍄𐌻𐌰𐌲𐌾𐌰𐌽
descend	𐌰𐍄𐍃𐍄𐌴𐌹𐌲𐌰𐌽
climb	𐍃𐍄𐌴𐌹𐌲𐌰𐌽
fall	𐌰𐍄𐌳𐍂𐌹𐌿𐍃𐌰𐌽
indeed	𐌰𐌿𐍆𐍄𐍉
boldly	𐌱𐌰𐌻𐌸𐌰𐌱𐌰
law	𐍂𐌰𐌲𐌹𐌽
footstool	𐍆𐍉𐍄𐌿𐌱𐌰𐌿𐍂𐌳
be	𐌰𐍄𐍅𐌹𐍃𐌰𐌽
be	𐌿𐍆𐌰𐍂𐍅𐌹𐍃𐌰𐌽
male	𐌲𐌿𐌼𐌰𐌺𐌿𐌽𐌳𐍃
female	𐌵𐌹𐌽𐌰𐌺𐌿𐌽𐌳𐍃
throw	𐍅𐌰𐌹𐍂𐍀𐌰𐌽
cast	𐌿𐍃𐍅𐌰𐌹𐍂𐍀𐌰𐌽
morning	𐌼𐌰𐌿𐍂𐌲𐌹𐌽𐍃
deluge	𐌼𐌹𐌳𐌾𐌰𐍃𐍅𐌴𐌹𐍀𐌰𐌹𐌽𐍃
greatly	𐌼𐌹𐌺𐌹𐌻𐌰𐌱𐌰
greatness	𐌼𐌹𐌺𐌹𐌻𐌴𐌹
magnitude	𐌼𐌹𐌺𐌹𐌻𐌳𐌿𐌸𐍃
become	𐌼𐌹𐌺𐌹𐌻𐌽𐌰𐌽
make	𐌼𐌹𐌺𐌹𐌻𐌾𐌰𐌽
arrogant	𐌼𐌹𐌺𐌹𐌻𐌸𐌿𐌷𐍄𐍃
haughty	𐌷𐌰𐌿𐌷𐌸𐌿𐌷𐍄𐍃
nouns	-𐌳𐌿𐌸𐍃
rule	𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍉𐌽
serve	𐍃𐌺𐌰𐌻𐌺𐌹𐌽𐍉𐌽
rule	𐌲𐌰𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍉𐌽
denominative	-𐍉𐌽
otherness	𐌰𐌽𐌸𐌰𐍂𐌻𐌴𐌹𐌺𐌴𐌹
otherwise	𐌰𐌽𐌸𐌰𐍂𐌻𐌴𐌹𐌺𐍉
𐌰𐌽𐌸𐌰𐍂𐌹𐍃	𐌰𐌽𐌸𐌰𐍂𐌹𐌶𐌿𐌷
𐌰𐌽𐌸𐌰𐍂𐌰𐌽𐌰	𐌰𐌽𐌸𐌰𐍂𐌰𐌽𐌿𐌷
take	𐌰𐍄𐌽𐌹𐌼𐌰𐌽
run	𐌰𐍄𐍂𐌹𐌽𐌽𐌰𐌽
run	𐌳𐌿𐌰𐍄𐍂𐌹𐌽𐌽𐌰𐌽
care	𐌺𐌰𐍂𐍉𐌽
care	𐌲𐌰𐌺𐌰𐍂𐍉𐌽
woven	𐍃𐌽𐍉𐍂𐌾𐍉
woven	𐍃𐍀𐍅𐍂𐌴𐌹𐌳𐌰
acknowledge	𐌰𐍄𐌺𐌿𐌽𐌽𐌰𐌽
know	𐌿𐍆𐌺𐌿𐌽𐌽𐌰𐌽
subject	𐌲𐌰𐌺𐌿𐌽𐌽𐌰𐌽
spurn	𐍆𐍂𐌰𐌺𐌿𐌽𐌽𐌰𐌽
uproar	𐌰𐌿𐌷𐌾𐍉𐌽
Roman	𐍂𐌿𐌼𐍉𐌽𐍃
room	𐍂𐌿𐌼
Rome	𐍂𐌿𐌼𐌰
draw	𐌰𐍄𐌸𐌹𐌽𐍃𐌰𐌽
form	𐍆𐌰𐍂𐍅𐌰
answer	𐌰𐌽𐌳𐍅𐌰𐌿𐍂𐌳𐌾𐌰𐌽
wet	𐌽𐌰𐍄𐌾𐌰𐌽
farmland	𐌸𐌰𐌿𐍂𐍀
harder	𐌷𐌰𐍂𐌳𐌹𐌶𐌰
hope	𐍅𐌴𐌽𐍃
better	𐌹𐌿𐍃𐌹𐌶𐌰
sequence	𐍅𐌹𐌺𐍉
