free	gratis
part-time	paruh waktu
East Asia	Asia Timur
local	dinas pemadam kebakaran
bug	triase
masturbate	ngocok
CH₄	metana
near miss	KNC
polyglot	multibahasawan
monoglot	ekabahasawan
diglot	dwibahasawan
circular letter	surat edaran
group	gugus
kementerian	K/L
Timor Timur	Timor Timur
Maladewa	Maladewa
desa pakraman	awig-awig
Balinese	balai bengong
castle	wisata puri
nangka	nangka belanda
tropical	sirsak
goal	tujuan
hok lo pan	hok lo pan
reliable	andal
entrepreneurship	kewirausahaan
academic year	tahun akademik
signing in	titip absen
usaha	UMKM
resource	sumber daya
intercity	antarkota
shuttle	antar jemput
power supply	catu daya
hour meter	meter jam
durian	durian belanda
fresh water	air tawar
raw water	air mentah
boiled	air matang
kapal	KRI
head	perbekel
sag	andongan
self-explanatory	cukup jelas
prenuptial agreement	perjanjian pranikah
widowed	cerai mati
divorced	cerai hidup
electricity	tarif dasar listrik
disturbance	gangguan
certificate	tanda daftar perusahaan
register	tanda daftar
basic	tarif dasar
premium	tarif premi
flat rate	tarif tetap
limited	persekutuan perdata
general partnership	persekutuan firma
trading	persekutuan dagang
foreign investment	penanaman modal asing
privately	akta bawah tangan
authorizer	pemberi kuasa
attorney	penerima kuasa
planting	penanaman
army	prajurit
test	jurit malam
transmitter	pemancar
leader	acarya
register	buku induk
permit	perkenan
sun bear	beruang madu
annoy	kesal
labor	tenaga kerja
old maid	jomlo
old maid	jomblo
lens	suryakanta
sock	kaus kaki
geocentric	geosentrik
update	pemutakhiran
planner	perencana
plan	rancangan
percent	prosen
percent	perseratus
percent	seperseratus
traditional art	seni tradisional
propaganda	daayah
clarifying	penerangan
lock	pintu air
additional	tambahan
complement	pelengkap
complement	komplemen
follow-up	susulan
whisper	berbisik
computerise	mengomputerisasi
computerization	komputerisasi
Eid al-Fitr	Lebaran
net	jaring
element	elemen
deliverer	pengantar
staple	palawija
labyrinth	labirin
note	catatan
squat	jongkok
marker pen	spidol
apostolic	apostolik
pure	murni
Scorpius	Akrab
wheel	kincir
residence	hunian
voter	pemilih
examine	memeriksa
process	memproses
contain	memuat
mine	menambang
engaged	bertambangan
reach	mencapai
prevent	mencegah
raise	mengangkat
dry	mengeringkan
make	menyukseskan
form	bentuk
have	berdampak
based	berdasarkan
swim	berenang
diminish	berkurang
farm	bertani
fight	bertempur
growing	selumbuh
contact	menelepon
answer	menjawab
sibling	saudara kandung
accept	menerima
divider	pembatas
joke	bercanda
teared	koyak
thermoplastic	termoplastik
hit	mengeprek
cash	menguangkan
jenever	jenewer
have	beragama
child	beranak
hunting	berburu
promise	berjanji
bell	setoples
disappeared	lenyap
limousine	limusin
consortium	konsorsium
repatriation	repatriasi
incident	insiden
event	peristiwa
general	jalur umum
direct	jalur prestasi
respected	nyai
single	bujang
backbite	gibah
dickhead	palkon
Chinatown	pecinan
whore	sundal
unravel	kasyaf
Christian	Serani
bribe	suap
etc.	dan sebagainya
intrigue	kongkalikong
tingkat	TPAK
tingkat	TPT
brothel	suhian
permit	ongji
immoral	asusila
rainbow	arkus
cap	cepiau
tuberous	ketela
Manihot esculenta	kasava
anesthesia	bius
revenue	anggaran pendapatan dan belanja
condolences	belasungkawa
cardinal direction	mata angin
synchronous	sinkron
synchronization	sinkronisasi
corner	penjuru
sashimi	sasyimi
ghost	momok
traffic	lalu lintas
provincial	pengadilan tinggi
district	pengadilan negeri
Java	kewedanaan
provincial	kota raya
chief executive	kota madya
Ménière's disease	penyakit Ménière
proton pump	pompa proton
hindrance	penghambat
proton pump inhibitor	penghambat pompa proton
chief executive	kota praja
civil servant	pamong praja
20	jicap
grocery	kelontong
soup	kimlo
verandah	langkan
clove	cengkih
Chinese	kuntau
satin	kuntuan
other man	orang ketiga
prostitute	loktong
bankrupt	loksek
dry	loksun
Chinese	tepo
money	teyan
underwear	dalaman
wet cough	batuk berdahak
hemoptysis	batuk darah
whooping cough	batuk rejan
warehouse	tekoh
lockdown	kuncitara
pounce	terkam
deem	mempersalahkan
smoker	perokok
exact science	eksakta
public limited company	perseroan terbatas
extemporaneously	improvisasi
consonance	harmonik
harmonic	harmonis
non	jabatan fungsional
gain	akuisisi
administrative law	hukum administrasi
rudimentary	rudimenter
older	ayunda
mother	ibunda
permit	surat izin
person	penyanyi
bequest	wakaf
referee	wasit
plain	wajar
reference	referensi
secret agent	agen rahasia
flight	kelompok terbang
direction	jurusan
gas	mengegas
family doctor	dokter keluarga
populism	kerakyatan
Nelumbo nucifera	pekaja
Nelumbo nucifera	teratai
courgette	zukini
advertisement	adpertensi
tourist	wisatawan
Psalms	Zabur
nurse	juru rawat
prevent	blokir
rice	tungkas
elbow bump	salam siku
skyscraper	pencakar langit
talon	cakar
self-isolation	isolasi mandiri
taxable income	penghasilan kena pajak
taxpay	wajib pajak
tidy	kemas
shallot	bawang merah
onion	bawang bombai
shake	kocok
slipper	selop
binoculars	teropong
colonizer	penjajah
explore	jajah
broiler	ayam pedaging
branch	cabang
band	lingkar
document	surat perintah penggeledahan
search warrant	surat izin penggeledahan
surat	surat perintah
general	rumah sakit umum
regional	rumah sakit umum daerah
central	rumah sakit umum pusat
mother	rumah sakit ibu dan anak
cereal	sereal
adverse	KIPI
think tank	lembaga pemikir
think tank	wadah pemikir
health	protokol kesehatan
settlement	pemukiman
Aceh	gampong
presidency	presidensi
calculation	perhitungan
reference	buku rujukan
reference	buku acuan
reference	buku referensi
player	gol bunuh diri
linguistics	linguistik
LPG	elpiji
bundle	gabung
home-and-away	kandang dan tandang
pool	genangan
limit	hingga
about	kira-kira
purification	pemurnian
open house	gelar griya
open door	pintu terbuka
cost	berharga
drying	pengeringan
scraper	pengeruk
producer	penghasil
reverence	penghormatan
draining	pengurasan
landfill	pengurukan
filter	saring
half	sebelah
since	sejak
as long as	selagi
finished	selesai
newest	terbaru
psychotropic	psikotropika
return	mengembalikan
waste	jelantah
bathroom	kamar mandi
whole	imparsial
partial	parsial
paper	prosiding
incontinence	ompol
pensioner	kartu identitas pensiun
opium	jicing
aviation fuel	bahan bakar penerbangan
pangolin	trenggiling
methamphetamine	paket hemat
sparkling	cemerlang
Mr.	Sdr.
foreign currency	valuta asing
hardness	kekerasan
quarter	triwulan
term	caturwulan
bar	terali
sound	kerosak
smuggled	selundupan
intelligence	kecerdasan
aged	lanjut
worksheet	lembar kerja
working	kertas kerja
constitution	tata negara
technical	teknis
squat	menongkrong
dokter	dokter jawa
collection	pindapata
remains	puntung
protect	melindungi
intended	sengaja
pilgrimage	ziarah
agreed	sepakat
enclosure	penyekatan
surrounding	seputar
year	setahun
proven	terbukti
recorded	tercatat
hahaha	wkwkwk
stand up	terdiri
youngest	termuda
connected	tersambung
type	mengetik
commerce	perdagangan
commerce	perniagaan
balance of trade	neraca perdagangan
neraca	neraca ekspor-impor
balance of payments	neraca pembayaran
demonstration	unjuk rasa
demonstration	tunjuk perasaan
back	balikan
balance sheet	lembaran neraca
traditional market	pasar tradisional
traditional market	pasar rakyat
self-service	toko modern
self-service	toko swalayan
businessman	pelaku usaha
compensation	ganti rugi
cauldron	belanga
sweetheart	pujaan hati
golden rule	kaidah emas
uncivilized	biadab
optical fibre	serat optik
glass fiber	serat kaca
emptiness	kekosongan
monitor lizard	menyawak
rights issue	hak memesan efek terlebih dahulu
lotus	merah padam
indehiscent	buah keras bersayap
hard	buah keras
indehiscent	buah kurung
fruit	buah bumbung
bring	membawa
genesis	genesa
mineral genesis	genesa bahan galian
mineral	bahan galian
falsehood	fabrikasi
achievement	capaian
individual	perseorangan
custom	adat istiadat
imprisonment	paksa badan
convalescent plasma	plasma konvalesen
adverse	kejadian ikutan pascaimunisasi
avoidance	penghindaran
resistivity	tahanan jenis
resistance	hambatan
electrical resistance	hambatan listrik
demolish	penghancuran
aeration	penganginan
causative	per- -kan
capacity	kapasitit
capacity	kapasiteit
urban planning	planologi
curriculum	rencana pelajaran
supermodel	adiperagawan
eloquence	adiwicara
geriatric	adiyuswa
restored	akelit
aged	alfuil
crane	bangau
ruang kelas	RKB
rencana	RAB
francization	pemerancisan
Germanization	penjermanan
sinicization	pencinaan
minor	kejahatan kecil
petty crime	kejahatan ringan
competence	wewenang
authority	kewenangan
competence	wewenang-wewenang
crime	delik aduan
certificate	surat keterangan domisili
notice	surat ketetapan pajak
bill of lading	surat muatan
distress warrant	surat paksa
notice	surat pemberitahuan
utilization	pendayagunaan
compliance	kepatuhan
lawmaker	pembuat undang-undang
employment	surat penawaran kerja
indicative offer	surat penawaran indikatif
work order	surat perintah kerja
foreign	perwakilan negara asing
enact	menetapkan
provision	ketentuan
face	komuk
fishing	penangkapan ikan
intentionality	kesengajaan
culpa	kealpaan
absolute	delik biasa
attempt	percobaan
stuck	tertempel
small	alngilin
pitch black	alokai
taxable	kena pajak
jasa	JKP
barang	BKP
tax	pemberitahuan impor barang
tax	surat setoran pajak
disbursement	surat perintah pencairan dana
considering	menimbang
remember	mengingat
construction	ambaks
weathered	ambataron
marriage	ambekara
helpful	ambekdarma
unafraid	ambekpati
take	ambil hari
side	ambir
finely	ambu-ambu
lighter	ambyang
jump	ambyur
continuous	amesureng
wide-spread	amiug
microblogging	kicauan
impressum	impresum
carnivore	karnivor
carnivore	karnivora
secondary	kekasih gelap
white-collar	kerah putih
oximeter	oksimeter
mocktail	moktail
videographer	videografer
blue-collar	kerah biru
letter	surat tugas
al-Qaeda	Al-Kaidah
scattered	tepar
ragged	amoh
water buffalo	ampal
diarrhoea	ampet-ampet
self	ampikale
house	amplokan
sharp	ampor
ash	amporang
wrapped	amporo
furry	anak bulu
invite	anaheha
udara	pendingin udara
kapok	asakue
asisten	asops
asisten	aslog
atase	atud
atase	atdikbud
small	arwer
panting	anggong
extend	memperpanjang
shorten	memperpendek
fight	memperjuangkan
country	keamiran
position	kesyahan
position	kebupatian
affirmation	afirmasi
lean	anggrang
regent	wali penguasa
proclaim	memproklamasikan
niece	anak belai
family	anak rona
family	anak wina
highest	anakia
Arius	manyung
giant trevally	kuwe
Atlas moth	kupu-kupu gajah
twist drill	mata bor
grass	rumput bebek
grass	rumput pangola
general	pemandangan umum
management	pimpinan
small intestine	anakompo
young	anangkela
parking attendant	juru parkir
stepchild	anau
stepchild	anak tiri
clay	anapaso
sweat	ancok
bamboo	ancuan
useless	ancumcum
chest	andeman
midday	andostorang
boil	andurabian
know	anehe
analisis	anev
evaluation	evaluasi
analisis	anevlap
soul patch	anfakah
angkutan	angad
voucher	voucer
army	angkatan darat
angkutan	angair
bite	anggus
hairpin	anghengar
clearing	angkat meja
fly	angki
flyover	jalan layang
social engineering	rekayasa sosial
social engineering	permesinan sosial
cardboard	angkrok
angkutan	angkub
sweet	anglek
disabled	difabel
social	bangunan sosial
non-governmental organization	lembaga swadaya masyarakat
genealogical	silsilah
radiographic	rontgen
radiographic	ronsen
photoelectric cell	fotosel
high seas	laut lepas
ant	kelengkiak
tree	anak pohon
cover letter	surat pengantar
round	baja tulangan polos
deformed	baja tulangan sirip
reinforcing	baja tulangan
three-way	pertigaan
filling station	pompa bensin
angkutan darat	angratmil
burn	angsung
black magic	angwain
first	aniwui
pay	anjeng
anchor	anjar
big	anjul
precipitated	ankanan
place	ano rawi
ano	ano siyep
you	antum
wooden	antang-antang
gourd	antanik
between	antarbahasa
between	antardesa
interplayer	antarpemain
baby	antolong
start	antrap
aparatur	apintel
Sam	Abang Sam
shining	kinclong
pulley	luncur gantung
people	arambasi
artileri pertahanan udara	arhanudber
air	artileri pertahanan udara
asisten	asintel
tonal	bahasa tonal
berat	BBLR
public	jaksa penuntut umum
laboratorium	labfor
laboratorium	labkrim
peraturan pemerintah	perpu
administrative	peraturan pemerintah
semester	ujian akhir semester
fast	gercep
statement	petunjuk pelaksanaan
foot	bajan kaki
force	balim
catch	balobe
grass	balobo
float	baloh
supervisory board	dewan pengawas
overseer	pengawas
breastfeed	balugut
soldiership	kewiraan
body	balur badan
decorative	bantal kursi
decorative	bantal sofa
first gentleman	bapak negara
Sasak	bebetok
bath	bedak mandi
perbekalan	bekangdam
haved	berakhiran
use	berbaterai
many	berbidang-bidang
wear	berbisban
many	bergelas-gelas
illustrated	berilustrasi
pembinaan	binawas
cultivation	pembinaan
oversight	pengawasan
pembinaan	binhankamnas
pembinaan	binjas
body	jasmani
pembinaan	binjasmil
pembinaan	binmas
pembinaan	bintaldam
badan	BNN
bahasa	BIPA
badan	BSNP
many	berkarton-karton
use	berkompor
having	berkonteks
containing	berkristal
sharp-tongued	berlidah tajam
possess	berlidah
laze	bermalas-malas
possess	bermental
possess	bermental baja
possess	bermodel
introspect	bermuhasabah
introspect	berintrospeksi
badmouth	bermulut pedas
badmouth	bermulut tajam
have	berokupansi
possess	berongga-rongga
many	berpaya-paya
possess	berpelocok
containing	berpelumas
possess	berpengaduk
stirrer	pengaduk
play	berpingpong
possess	berserep
use	bersilet
have	bersuasana
possess	bertangki
many	bertangki-tangki
possess	bertarget
possess	bertato
have	bertungku
take	bervideo
use	beterpal
canvas	terpal
biocosmetic	biokosmetik
mass	boikot massal
boycott	boikot
massive	massal
Acehnese	bubur kanji rumbi
fixed	bunga tetap
injury	bungsut
wrap	bungkus
herpes zoster	cacar api
herpes zoster	cacar ular
hand lotion	calir tangan
humiliation	celaan fisik
humiliation	celaan
deeply	cinta mati
wage	upah
komandan	dandenma
komandan	dandenmin
komandan	dandenpol
police	kepolisian
komandan	dandenzipur
komandan	danjen
komandan	dankiban
komandan	dankibeng
komandan	dankikes
komandan	dankimas
komandan	dankipal
komandan	danpos
komandan	danpus
komandan	danpusdikpassus
komandan	danran
komandan	danru
related	debitur grup
detasemen	denpal
detasemen	denpol
detasemen	denzi
pendidikan	dikdasmil
pendidikan	diklantas
pendidikan	diklatjemen
training	pelatihan
train	latih
documenter	dokumentalis
documentation	dokumentasi
vast	dokumentografi
exhibitor	ekshibitor
explication	eksplikatif
fasilitas	faskon
fasilitas	faslan
anchorage	pangkalan
fasilitas	fastel
movable	furnitur lepasan
removable	lepasan
graduate	lulusan
graduate	tamatan
product	keluaran
action	gadai ulang
measuring cup	gelas takar
being	gila perempuan
hairpin	gondang-gondang
gugus	gusgas
molar	hamil anggur
pertahanan	hanud
pertahanan	hanwil
competition	kompetisi
korupsi	KKN
collusion	kolusi
merchant navy	mualim I
navigator	mualim
second mate	mualim II
third mate	mualim III
fourth mate	mualim IV
chief steward	jenang kapal
chief engineer	kepala kamar mesin
welder	juru las
prime	suku bunga dasar kredit
prime	suku bunga utama
dancer	ilopasia
thumb index	indeks jari
result	intipan
jasmani	jasmil
jasa	jastip
jeruk nipis	jeniper
bay window	jendela rongga
bay window	jendela teluk
video	jimi jib
cotton	jujutan
wireless operator	markonis
penerjun	junpur
elder	kakak ipar
bathroom	kamar mandi kering
bathroom	kamar mandi basah
keamanan	kamla
imported	kasus impor
kejuaraan	kejurda
kejuaraan	kejurnas
herd immunity	kekebalan kelompok
blind date	kencan buta
online dating	kencan daring
dating	kencan
women	kenken
fun	keseruan
kompi	kimas
komando	kohanud
komando	kohanwil
komando	kokamla
ball pit	kolam bola
sandpit	kolam pasir
komando	koserse
permanent	kompor tanam
komando	kopas
peaberry	kopi jantan
peaberry	kopi lanang
flat berry	kopi betina
diplomatic corps	korps diplomatik
military	korps musik
kurikulum	KTSP
angora	kucing angora
strong	mantap
wild	kucing garong
master key	kunci sentral
armchair	kursi berlengan
armchair	kursi bersandaran
chair	kursi telur
cover	lampak
Batak	pustaha
pangkalan	lantama
pangkalan	lantamal
pangkalan	lantamil
latihan	latpur
strong	mantab
palm	lempir
length	lenjer
longer	lanjar
警防	pertahanan rakyat
statement	surat pernyataan tanggung jawab mutlak
strict	tanggung jawab mutlak
sincere	nasehat
marketplace	lokapasar
lembaga	LPMP
markas	mabesal
markas	mabesau
air force	angkatan udara
court martial	mahkamah militer
mahkamah militer	mahmilgung
living thing	makhluk hidup
markas	makodal
markas	makodim
markas	mapolda
markas	mapolres
markas	mapolsek
markas	mapolsekta
markas	mapolwil
membranophone	membranofon
ferment	memfermentasikan
welcome	marhaban
praise	marhabanan
create	memola
linesman	hakim garis
chargé d'affaires	kuasa usaha
drink	glek glek
cicada	kret kret kret
pendidikan	penjasorkes
seni	senbud
nuance	nuansa
underwriter	penjamin emisi efek
pendidikan	PLH
pembelajaran	PJJ
penerimaan	PNBP
surat keterangan	SKCK
mid	ujian tengah semester
pendidikan	PAUD
mental disorder	orang dengan gangguan jiwa
negligence	delik kulpa
pemerintah	pemkab
pemerintah	pemkot
pemerintah	pemprov
make	memperburuk
make	memperkeruh
make	diperkeruh
wet market	pasar basah
pasar	pasar kering
papan	papan kerani
sistem	SAKIP
state-owned enterprise	perusahaan negara
pondok	ponpes
sign language	bahasa isyarat
place	loka-
make	memperkokoh
make	diperkokoh
power	kekuasaan
literature	kesusastraan
overflow	luap
call	imbau
guerrilla	gerilyawan
beruang	beruang es
cold	malirin
upper	sampir
clothing	sandang
object	menyanggah
bile	empedu
do it yourself	swakriya
startup	perusahaan rintisan
radius	jari-jari
catch	menangkap
gamble	berjudi
napas	henti napas
stop	memberhentikan
pemerintah	pemda
note	mencatat
cumulative	kumulatif
casuistics	kasuistik
situational	situasional
confirmation	konfirmasi
reinforcement	penguatan
extension	perpanjangan
see	memantau
spread	menyebar
accidental	tersebar
public hearing	dengar pendapat
cohabitation	kumpul kebo
gather	kumpul
left	tertinggal
perilaku	PHBS
consideration	konsiderasi
disturb	meragu
inspire	membangunkan
awake	membanguni
radicalization	radikalisasi
say	mengatakan
tinggi	pendidikan tinggi
educator	tenaga pendidik
teaching	tenaga kependidikan
principle	prinsip
fundamental	prinsipiel
polisi	polisi militer
interpreter	juru bahasa
jump	melompat
rehabilitation	rehabilitasi
priority	prioritas
shopping centre	pusat perbelanjaan
accomplice	penyertaan
legal	yuris
flatten	memapar
explanation	pemaparan
explain	memaparkan
force	paksaan
putih	emas putih
intensification	intensifikasi
pertolongan	P3K
pegawai	PPPK
pemutusan	PHK
sweetened	teh obeng
robber	rampok
rob	merampok
sharpen	mengasah
shave	bercukur
cry	menjerit
search	geledah
send	mengirim
necklace	kalung
stab	tikam
higher education	perguruan tinggi
school	perguruan
break	mematahkan
ugly	odoh
stomach	waduk
water tower	menara air
weave	menenun
food court	pujasera
hall	paseban
World Wide Web	Waring Wera Wanua
badan	Bareskrim
admit	mengakui
claim	mengaku
robbed	kecolongan
audit	pemeriksaan
illicit	obat terlarang
present	kekinian
hump	bungkuk
mix	mencampurkan
share	bagi pakai
carry out	melaksanakan
study	pembelajaran
infect	menular
regional	kantor wilayah
protection money	uang keamanan
pinjaman	pinjol
appeal	rayuan
tuberous	akar umbi
articles of association	anggaran rumah tangga
statutory	statuter
prepare	bersedia
surat	surat perintah penahanan
compatriot	kawanua
garis	garis tengah
petroleum	bahan bakar minyak
clockwise	arah jam
plough	beluku
young	janur kuning
exemplar	panutan
target	sasaran
symmetric	simetris
symmetry	simetri
write	menyurat
furious	geregetan
mu'min	mukmin
dim	redup
little finger	kelingking
rancangan	RUU
Milky Way	Bima Sakti
lobby	serambi
saddle	pelana
expert	undagi
alteration	alterasi
statistician	ahli statistik
dumpling	coipan
adjustment	penyesuaian
cession	penyerahan
Buginese	abbarumbung
sauce	aemono
soloist	anggana sekar
white wine	anggur putih
hold	ampet
separation anxiety	ansietas pisah
current asset	aset lancar
accentuate	beraksen
conjunction	datau
conjunction	dan/atau
ground meat	daging cincang
saddle	daging pelana
white meat	daging putih
consonant cluster	deret konsonan
vowel	deret vokal
explanation	eksplanasi
procedure	tata cara
makeup	tata rias
use	tata guna
procedure	prosedur
Malay	komedi stambul
kroncong	stambul
junk food	makanan sampah
legal	tata hukum
paragliding	paralayang
initial public offering	penawaran umum perdana saham
jungle	jenggala
pinch	jepit
hit	hantam
strike out	hantam kromo
wedding ring	acaram
fried chicken	ayam goreng
make	membikin
Before Christ	Sebelum Masehi
Czech Republic	Ceko
appeal	naik banding
deep	seikirei
darah	tekanan darah
pressing	tekanan
food	lumbung pangan
stop	mogok
training	pendadaran
young	pelonco
struggle	berontak
disappear	kebut
chaste	perawan
cautious	waspada
instruction	wejangan
advice	wejang
terms and conditions	syarat dan ketentuan
terms and conditions	S&K
condition	syarat
arms	embargo militer
policy	kebijakan
