how	en
ointment	smyrsl
cotoneaster	mispill
nipple	nippill
unrefined	simpill
scrap	snepill
cursor	bendill
drummer	trymbill
drum	trumba
merman	marbendill
wren	rindill
weakling	gauð
prude	tepra
prude	pempía
errand boy	sendill
a little	soldill
spindle	spindill
suitor	biðill
medium	miðill
group	riðill
note	bleðill
stylus	griffill
turbine	hverfill
turbine	túrbína
trace	snefill
pillow	svæfill
avatar	gengill
overhang	slúta
pendulum	hengill
stick	slegill
haemophilia	dreyrasýki
haemophiliac	blæðari
orange	órans
Christ	Kristí
annul	rifta
bickering	nagg
creek	spræna
berserk	berserkur
pole	heimskaut
microscope	smásjá
electron microscope	rafeindasmásjá
anatomical	uppskurður
frozen	freri
preparation	undirbúningur
ogress	grýla
ogress	Grýla
oaf	lúði
father	Leppalúði
ragged	tötralegur
rag	tötur
rag	larfur
clumsy	luralegur
boorish	durgslegur
boorish	lúðalegur
clumsy	klunni
clumsy	stirðlegur
clumsy	klaufalegur
hoof	klauf
lump	kleppur
clod	klepri
hem	brydding
rapidly	ótt
can	brúsi
can	dunkur
handicraft	föndur
handicraft	föndra
the	hið
absolute rule	alræði
a bird in the hand is worth two in the bush	betri er einn fugl í hendi en tveir í skógi
politician	stjórnmálamaður
fermentation	gerjun
completely	gjörla
behaviour	framferði
strong	þefur
smell	þefja
snort	frýsa
snort	frýs
together	ásamt
Thessaly	Þessalía
sage	þulur
fresh	kaldi
strong	strekkingur
maple	hlynur
clog	hnallur
mash	kássa
club	barefli
plough	arður
cowardly	blauður
cowardice	bleyði
cowardice	hugleysi
pack	klyf
foam	löður
brim	barð
tearful	klökkur
strength	veigur
alcoholic	áfengur
wander	eigra
wander	ráfa
wander	rangla
float	sveima
wandering	sveim
wandering	ráf
wandering	rangl
wanderer	flakkari
confusion	brengl
confusion	ruglingur
confuse	brengla
swinging	dingl
poem	diktur
rattle	hringl
rattle	hrygla
suffocation	köfnun
snore	snörla
sob	snökta
sob	snökt
betrayed	svikinn
cheat	svikahrappur
impostor	hrappur
deceitfulness	sviksemi
deceitful	sviksamur
deceitful	svikull
deceitful	svikóttur
unreliable	óáreiðanlegur
unreliability	óáreiðanleiki
reliable	áreiðanlegur
swindle	svindl
sob	kjökra
sob	kjökur
sediment	syrja
dreggy	syrjóttur
dirt	óhreinindi
ground	mulningur
Arctostaphylos uva-ursi	sortulyng
dark	syrta
darken	sortna
hydatid	sullur
flimsy	hröngl
divine	guðlegur
fitted sheet	teygjulak
god	hjáguð
elasticity	teygjanleiki
elastic	teygjanlegur
bungee jumping	teygjustökk
slingshot	teygjubyssa
sugar cube	sykurmoli
breadcrumb	brauðmoli
stretch	togna
strain	tognun
joint	liðamót
bent	bogna
eddy	flaumur
joyful	glaumur
playboy	glaumgosi
frivolity	léttúð
mind	úð
frivolity	alvöruleysi
earnestness	alvara
frivolous	alvörulaus
loose	léttúðugur
carelessness	kæruleysi
careless	kærulaus
negligent	hirðulaus
carelessness	hirðuleysi
carelessness	gáleysi
careless	gálaus
carelessness	óvarkárni
careless	óvarkár
care	varkárni
hectic	erilsamur
coming and going	erill
busy	annríki
promiscuity	lauslæti
promiscuous	lauslátur
crack	glufa
promiscuous	glyðra
daring	djarfur
daring	djörfung
courage	áræði
daring	þor
daring	áræðinn
nano-	nanó-
daring	kjarkmikill
dare	áræða
courage	dirfska
daring	dirfð
tasteful	smekklegur
kilogram	kílógramm
kilo-	kíló-
shy	styggur
shyness	fælni
morose	önugur
morose	stirfinn
bad-tempered	skapvondur
spawner	hrygna
worse	hnigna
decline	hnignun
referendum	þjóðaratkvæðagreiðsla
referendum	þjóðaratkvæði
vote	atkvæðagreiðsla
lie	ósannindi
lie	skrök
fabrication	uppspuni
spinning	spuni
calm	ládauður
fool	galgopi
merry	gamansamur
mirth	gamansemi
joke	spauga
zealous	ákafur
furious	æstur
eagerness	ákefð
waddle	keifa
twist	snurða
twist	snúður
haughty	reigingur
tilt	reigja
haughty	snúðugur
arrogance	yfirlæti
bump	ójafna
trouble-free	snurðulaus
wonder	undrun
thin	glundur
generator	rafall
collision	árekstur
assertion	fullyrðing
assertion	staðhæfing
assert	staðhæfa
log	drumbur
minor	lumpa
bad	ólund
blogger	bloggari
onomastics	nafnfræði
astrology	stjörnuspeki
democratic	lýðræðislegur
quant pole	stjaki
embroidery	útsaumur
embroidery	ísaumur
hurry	flaustur
haste	flýtir
poorly	óvandaður
trouble	kröggur
difficulty	torveldi
difficult	torvelda
difficult	torveldur
toil	basl
snowflake	flyksa
scrap	slitur
tuft	tjása
tufty	strý
rag	lufsa
tuft	hárlýja
bundle	hneppi
bunch	búnt
neologism	nýyrði
neology	nýyrðasmíð
food	meðlæti
prosperity	velgengni
boxing	hnefaleikar
boxer	hnefaleikari
punch	hnefahögg
handful	hnefafylli
duel	einvígi
fort	vígi
clod	hnaus
piece	toddi
tuft	togi
Indian	Indverji
port	púrtvín
shorn	reyfi
tuft	lagður
strangulation	kyrking
stunted	kyrkingur
heavy	kafald
thin	skæni
canyon	gljúfur
sheer	þverhníptur
option	valkostur
pile	valköstur
roaming	vafur
hardware	vélbúnaður
Internet	lýðnet
smartphone	snjallsími
tablet computer	spjaldtölva
toil	puð
toil	púl
toil	puða
toil	púla
toil	strita
toil	erfiða
move	juða
rubbing	nudd
rubbing	núningur
importunity	kvabb
nag	kvabba
nagging	rell
ask	þrábiðja
repeated	þrábeiðni
pottering	dútl
pottering	dund
potter about	dunda
amble	rápa
stroll	rölta
amble	rjátla
strolling	rjátl
disarray	tætingur
tear up	tæta
corrosion	tæring
conscious	meðvitaður
agile	fimur
handy	laginn
obligingness	lipurð
character	lunderni
nature	skaplyndi
cold	kalsi
high spirits	gáski
shiver	nötra
chain	fjötra
encouragement	örvun
impulse	hvöt
encouragement	hvatning
quick	hvatur
shivering	titringur
brusque	byrstur
normal distribution	normaldreifing
rough	hastur
relief	fróun
brace	spöng
span	spönn
shaving	spónn
passerine	tittlingur
common redpoll	auðnutittlingur
brambling	fjallafinka
Acanthis hornemanni	hrímtittlingur
anthrax	miltisbrandur
snow bunting	snjótittlingur
wanderer	flækingur
meadow pipit	þúfutittlingur
bossy	ráðríkur
Armenian	Armeni
hoodie	hettupeysa
wood alcohol	tréspíri
stone	grýta
haematology	blóðfræði
registered partnership	staðfest samvist
motivation	aðgerðaáætlun
Quaker	kvekari
start	kvikna
apathy	deyfð
ellipse	sporbaugur
protrude	skaga
numbness	doði
numbness	dofi
deaf	heyrnarlaus
lethargy	drungi
only	einasti
pseudoscience	hjáfræði
soon	hvað úr hverju
Antioch	Antíokkía
quadrilateral prism	ferstrendingur
triangular prism	þrístrendingur
quadrangular	ferhyrndur
aardwolf	jarðúlfur
smartwatch	snjallúr
sober	allsgáður
fanbelt	viftureim
SIM card	SIM-kort
kilometre	kílómetri
stock market	hlutabréfamarkaður
Christmas Island	Jólaeyja
dog catcher	hundafangari
exactly	einmitt
fault	veila
deed	gustuk
lieutenant	lautinant
pregnant	þunguð
pregnant	þungað
gully	skorningur
idol	skurðgoð
cross section	þverskurður
point	skurðpunktur
operating table	skurðarborð
ditchdigging	skurðgröftur
excavator	skurðgrafa
navigable	skipaskurður
cut	niðurskurður
dissection	líkskurður
greased	smurður
ditch	kíll
weakness	veiklun
decay	lasna
wail	kveina
wail	kvein
tickling	kitl
quarrel	kífa
quarrel	kíf
prime number	frumtala
bishop's pawn	biskupspeð
queen's pawn	drottningarpeð
rook's pawn	hrókspeð
king's pawn	kóngspeð
knight's pawn	riddarapeð
amused	kíminn
portliness	gildleiki
Iceland	Suðurland
höfuðborgarsvæði	Höfuðborgarsvæðið
capital district	höfuðborgarsvæði
assistant	aðstoðarforstjóri
age	aldursmunur
fundamental	eðlismunur
exchange rate	gengismunur
difference	greinarmunur
difference	gæfumunur
difference	mismunur
progress report	áfangaskýrsla
Halloween	hrekkjavaka
pine cone	greniköngull
disguise	dulargervi
food	fæði
function	undirforrit
computer	rafreiknir
picket fence	rimlagirðing
fence	stakket
Celtic	keltneskur
Roman	rómverskur
northerly	norðurlega
sister city	vinabær
existence	tilvera
jabber	þusa
yew	ýviður
time zone	tímabelti
southwest	suðvestur
northwest	norðvestur
northeast	norðaustur
southeast	suðaustur
Scots	skoska
Limburgish	limburgíska
Uzbek	úsbekíska
Hawaiian	hawaiíska
Malagasy	malagasíska
Luxembourgish	lúxemborgíska
Burmese	búrmíska
Tajik	tadsjikíska
Indonesian	indónesíska
Croatian	króatíska
Azeri	aserbaídsjanska
Catalan	katalónska
Bosnian	bosníska
Occitan	oksítanska
Walloon	vallónska
Maltese	maltneska
Serbian	serbneska
Turkmen	túrkmenska
Corsican	korsíkanska
Gothic	gotneska
Macedonian	makedónska
Galician	galisíska
Belarusian	hvítrússneska
Cantonese	kantónska
Lao	laoska
Taiwanese	tævanska
Bengali	bengalska
Welsh	velska
Iceland	Vesturland
Iceland	Vestfirðir
Iceland	Suðurnes
demand	krefjast
Moldavian	moldavíska
Chechen	téténska
Fijian	fídjíska
Vietnamese	vietnamska
Venetian	venetíska
Asturian	astúríska
spendthrift	eyðslukló
Iceland	Austurland
computer game	tölvuspil
videocassette recorder	myndbandstæki
awfully	voðalega
drag	slæða
favor	eftirlæti
garbage can	öskutunna
fairly	þokkalegur
password	lykilorð
dramatization	leikgerð
director	leikstjóri
TV	sjónvarpsskjár
wig	hárkolla
cerebral palsy	heilalömun
tweet	tíst
14th	14.
15th	15.
air	loftvarnir
group	hópferð
Navajo	navajóíska
Ido	ídó
Scottish Gaelic	skosk-gelíska
Sorbian	sorbneska
Pashto	pasjtó
Marathi	marathí
Zulu	súlú
Hausa	hása
ugh	úff
exhaust	púst
break	mölva
collision	ákeyrsla
conflict	átök
Khmer	kambódíska
Tigrinya	tígrinja
Tamil	tamílska
symbol	tákngervingur
national	þjóðartákngervingur
16th	16.
17th	17.
18th	18.
19th	19.
30th	30.
40th	40.
50th	50.
60th	60.
70th	70.
80th	80.
90th	90.
romantic	rómantískur
pregnant	ólétt
positron	jáeind
hearsay	afspurn
wipe out	afmá
self-defense	sjálfsvörn
defense	málsvörn
union	bandalag
trade union	stéttarfélag
platonic	andlegur
Gujarati	gújaratí
ballot	kjörseðill
Iceland	Norðurland eystra
Iceland	Norðurland vestra
democratic	lýðræðisríki
amniotic fluid	legvatn
catcher	grípari
pitcher	kastari
fielder	vallarleikmaður
batter	kylfingur
central processing unit	miðverk
American football	amerískur fótbolti
Nazi	nasisti
Nazi	nasískur
mid-	mið-
Thanksgiving	þakkagjörð
hourglass	stundaglas
Saturn	Satúrnus
Uranus	Úranus
lepton	létteind
muon	mýeind
slalom	svig
biathlon	skíðaskotfimi
objective	hlutveruleiki
ekki	ekki með sjálfum sér
highly	kasólétt
political party	stjórnmálaflokkur
flexible	liðka
fuse	vartappi
mile	míla
fuse	kveikiþráður
i.e.	þ.e.
karlkyn	kk.
kvenkyn	kvk.
hvorugkyn	hk.
hvorugkyn	hvk.
forliður	forl.
Alexander the Great	Alexander mikli
archaeology	fornleifafræði
archaeologist	fornleifafræðingur
blind	blindhæð
traffic sign	umferðarmerki
railway	svefnklefi
Ferris wheel	parísarhjól
steel	stálnagli
musical	söngleikur
female	knattspyrnukona
reynd	reyndur
LP	breiðskífa
bile duct	gallgöng
female	þingkona
democratically	lýðræðislega
virgin	jómfrú
New Zealand	nýsjálenskur
Ingushetia	Ingúsjetíja
tau	táeind
parliament	þinghús
chemical weapon	efnavopn
Syrian	Sýrlendingur
doorway	gætt
socialism	sósíalismi
feminism	femínismi
trans man	transmaður
trans woman	transkona
South Dakota	Suður-Dakóta
North Dakota	Norður-Dakóta
Pennsylvania	Pennsylvanía
Mexíkó	Nýja Mexíkó
beautifully	fallega
socialist	sósíalisti
capitalism	kapítalismi
neuron	taugafruma
central nervous system	miðtaugakerfi
socialist	sósíalískur
paternal grandfather	föðurfaðir
maternal grandfather	móðurfaðir
paternal grandmother	föðurmóðir
maternal grandmother	móðurmóðir
vulnerable	viðkvæmur
evergreen	sígrænn
country code	þjóðarlén
top-level domain	rótarlén
computer science	tölvunarfræði
theater	leikfélag
slavery	þrælkun
child labor	barnaþrælkun
servitude	ánauð
transgression	lögbrot
G major	G-dúr
D major	D-dúr
C major	C-dúr
footprint	fótspor
út	út af sporinu
pass	setja lög
repeal	nema lög úr gildi
matter	efamál
reluctant	dræmur
markup language	ívafsmál
economist	hagfræðingur
Western Asia	Vestur-Asía
fountain	gosbrunnur
free	frítt
balloon	loftbelgur
masterly	snilldarlegur
boss	endakarl
contract	kaupbréf
beak	fuglsnef
mail	póstleggja
more or less	hálfvegis
Anguilla	Angvilla
Trøndelag	Þrændalög
state	ríkishryðjuverk
Palmyra	Palmýra
whispering	pískur
lake	stöðuvatn
ivory gull	ísmávur
glaucous gull	hvítmávur
strawberry	jarðarberjasulta
electrical engineering	rafmagnsverkfræði
American	bandarískur
expected value	væntigildi
Guaraní	gvaraní
date of birth	fæðingardagur
date	dauðadagur
alcohol	alkóhól
fish	plokkfiskur
development	viðgangur
macro	fjölvaskipun
Filipendula	mjaðjurt
whistle-blower	uppljóstrari
House of Representatives	Fulltrúadeild
acetylation	asetýling
soft drink	gosdrykkur
stratigraphy	jarðlagafræði
potato chip	kartöfluflaga
bok choy	blaðkál
handwriting	rithönd
photocopy	ljósrit
fruit juice	ávaxtasafi
do the dishes	vaska upp
surfing	brimbrettabrun
parachuting	fallhlífastökk
quaternion	fertala
octonion	áttundatala
sedenion	sextándatala
kindness	greiði
disservice	bjarnargreiði
damage	ógreiði
plutocracy	auðveldi
well-made	sterklegur
Argentine	argentínskur
Japanese encephalitis	japönsk heilabólga
Tatar	tatarskur
Maori	maóríska
privet hawk moth	markasvarmi
airliner	farþegaflugvél
folk rock	þjóðlagarokk
geographer	landfræðingur
given name	-bur
canton	kantóna
powerful	voldugur
fat	holdugur
in addition to	auk þess
Lysimachia	sandlæðingur
lungwort	læknajurt
shine	gljái
cowardice	kjarkleysi
Syrian	sýrlenskur
autonomous	sjálfstjórnarsvæði
federation	fylkjasamband
self-government	sjálfstjórn
density	þéttleiki
mountain	fjallahérað
charter	stofnskrá
crowd	mannfjöldi
Mesopotamia	Mesapótamía
Syriac	fornsýrlenska
Kurdistan	Kúrdistan
reference	tilvísun
loosely	lauslega
superficial	lauslegur
tribe	þjóðflokkur
refresh	hressa
Romansch	retórómanska
Bashkir	basjkíriska
cuisine	matargerð
staple	hráefni
processed	unninn
given	gefinn
missing	horfinn
infomercial	sjónvarpsörlýsing
historically	sögulega
foodstuff	matvæli
capital	fjármagn
millilitre	millilítri
game	villibráð
centilitre	sentilítri
centimetre	sentimetri
kiwifruit	kívíflétta
stratovolcano	eldkeila
millisecond	millisekúnda
kilowatt	kílóvatt
kilowatt-hour	kílóvattstund
grandson	dóttursonur
riot	óeirð
worldly	veraldlegur
vulva	kvensköp
crystal	kristallur
agriculture	akuryrkja
seventy	sjötugur
sixty	sextugur
thirty	þrítugur
gunwale	borðstokkur
actinide	aktiníð
Georgian	georgískur
real	raunverulegur
obtainable	fáanlegur
air terminal	flugstöð
shaving	rakstur
rather	fremur
starch	sterkja
smoke-curing	reyking
settlement	landnám
abuse	valdníðsla
accusation	ákæra
takeoff	flugtak
út	út úr kortinu
censorship	ritskoðun
censor	ritskoða
uncensor	óritskoða
undesirable	óæskilegur
eaten	borðaður
European	evrópskur
in general	yfirleitt
kelp	þang
sea trout	urriði
insulating tape	einangrunarband
narrow	einbreiður
regime	stjórnarfar
independence	sjálfstæði
commonwealth	þjóðveldi
yeller	gellir
estate	óðal
fearless	óttalaus
halitosis	andfýla
willow	píll
environmental protection	umhverfisvernd
slumber	mók
expand	rýmka
informal	óformlegur
intercourse	mök
filler	hikorð
palpable	bersýnilegur
practical	hentugur
falter	hvika
sling	fatli
guilty	brotlegur
weekday	vikudagur
Wednesday	óðinsdagur
Friday	frjádagur
brassiere	brjóstahaldari
miniskirt	mínípils
grass skirt	strápils
neutral	hlutlaus
gender studies	kynjafræði
hint	tæpa
up	frameftir
kingside	kóngsbiskup
queenside	drottningarbiskup
queenside	drottningarriddari
kingside	kóngsriddari
kingside	kóngshrókur
queenside	drottningarhrókur
humpback whale	hnúðurbakur
time period	tímabil
drunkard	fyllibytta
putrefaction	rotnun
putrid	úldinn
putrefy	úldna
independent	utanflokka
psychologist	sálfræðingur
psychological	sálfræðilegur
sea level	sjávarmál
satiation	saðning
satiation	mettun
privateer	kapari
milliard	milljarður
rabbit	rabítur
poliomyelitis	mænusótt
stack	stakka
cassette	kassetta
creak	ískra
extreme	hjari
synthetic	gerviefni
Montenegrin	svartfellska
writer	skrifari
fencing	skylming
antibody	mótefni
little auk	haftyrðill
introduce	innleiða
rupee	rúpía
Acehnese	aseníska
micro-	ör-
theremin	þeremín
pregnancy	meðganga
microbiology	örverufræði
pyramid	píramídi
doorkeeper	dyravörður
drunkard	róni
incurable	ólæknanlegur
curable	læknanlegur
cunning	slóttugur
divisiveness	sundurlyndi
telepathy	hugskeyti
Alsatian	alsatíska
speculator	spákaupmaður
dealer	verðbréfasali
second-hand	fornsala
powerful	máttugur
despair	örvænting
refreshing	hressilegur
scoundrel	fúlmenni
center of gravity	þyngdarpunktur
pity	vorkenna
obscure	torkenna
hold out	hinkra
ruler	jöfur
tycoon	auðjöfur
prefabricate	forvinna
bottleneck	stútur
church	fríkirkja
winter	vetrardagur
Yule Lad	jólasveinn
dull	bitlaus
think	þenkja
brawl	slást
fight	berjast
tape player	kassettutæki
how	hversu
sauna	sána
Slovene	slóveníska
Manx	manskur
proper noun	sérnafn
Turk	Tyrki
Manx	manska
idle	iðjulaus
whistling	blístur
right-angled	rétthyrndur
perpendicular	hornréttur
strap	þvengur
Chuvash	tsjúvasjíska
foolish	glannalegur
Uyghur	úýgúríska
Northern Sami	norðursamíska
Coptic	koptíska
common	samkyn
ladybird	maríuhæna
Old Church Slavonic	fornkirkjuslavneska
dual	tvítala
puppet	leikbrúða
passion	ástríða
pierce	nísta
placebo	lyfleysa
calorie	kaloría
kilocalorie	kílókaloría
mightless	máttlaus
megawatt	megavatt
kilobyte	kílóbæti
megabyte	megabæti
gigabyte	gígabæti
giga-	gíga-
decilitre	desilítri
gigalitre	gígalítri
hectolitre	hektólítri
hecto-	hektó-
hectometre	hektómetri
number plate	númeraplata
square metre	fermetri
modern	nútímalegur
modernize	nútímavæða
modernization	nútímavæðing
electric car	rafmagnsbíll
Cherokee	tsjerókíska
gígawatt-hour	gígavattstund
overachiever	dúx
radiation	geislun
radioactivity	geislavirkni
radioactive	geislavirkur
electromagnetic radiation	rafsegulgeislun
electromagnet	rafsegull
timeless	tímalaus
background radiation	bakgrunnsgeislun
hectopascal	hektópaskal
background	bakgrunnur
electric toothbrush	rafmagnstannbursti
printing press	prentvél
freedom of the press	prentfrelsi
launcher	ræsiforrit
plug-in	tengiforrit
main	aðalforrit
library	forritasafn
ministry	klerkdómur
jigsaw puzzle	púsluspil
blizzard	hríðarbylur
hypothermia	ofkæling
fiction	skáldskapur
furniture	mubla
dot matrix printer	punktaprentari
windscreen wiper	rúðuþurrka
headlight	ökuljós
carmaker	bílaframleiðandi
kingdom	konungdómur
wisdom	vísdómur
wisdom tooth	vísdómstönn
atlas	kortabók
gear shift	gírskipting
cistern	vatnskassi
exhaust pipe	púströr
carburetor	blöndungur
carburetor	karbúrator
speedometer	hraðamælir
measurement	mæling
car	bíllykill
meter	mælir
voice	mæli
dot matrix printer	nálaprentari
Inari Sami	enaresamíska
Gagauz	gagaúsíska
Mirandese	mirandíska
symmetrical	samhverfur
wonderful	dásamlegur
ghostly	draugalegur
recipe	uppskrift
luxury	óþarfi
women	kvenfólk
inaction	aðgerðaleysi
verbal	munnlegur
inexplicable	óskiljanlegur
sympathetic	viðkunnanlegur
professional	faglegur
beached	hvalreki
dead	látinn
seahorse	sæhestur
that is	nefnilega
police state	lögregluríki
programmable	forritanlegur
watchmaker	vopnasmiður
watchmaker	úrsmiður
glassmaker	glersmiður
boatbuilder	bátasmiður
washbasin	handlaug
likable	geðslegur
ungodly	óguðlegur
dull	dauflegur
storytelling	sagnagerð
documentation	skjölun
document	skjala
accurately	nánar
hideous	ófrýnilegur
youthful	unglegur
brusque	stuttaralegur
gamma radiation	gammageislun
elderly	gamalmenni
compression	þjöppun
vaguely	ráma
tachometer	snúningshraðamælir
compass	kompás
quarantine	sóttkví
find	fundvís
drawer	skúffa
timing belt	tímareim
hubcap	hjólkoppur
substantial	efnislegur
undamaged	heillegur
compass	áttaviti
biography	ævisaga
lifetime	lífstíð
blood loss	blóðlát
hemorrhage	blóðfall
quantum mechanics	skammtafræði
bloodless	blóðlaus
dusk	rökkvi
dark	rökkva
mesh	möskvi
spirit	döngun
laser printer	leysiprentari
police car	lögreglubíll
police	lögregluumdæmi
nipple	brjóstvarta
police	lögregluskóli
handcuff	handjárn
handcuff	handjárna
linguist	málamaður
eternally	eilíflega
classic	klassískur
clarinetist	klarinettuleikari
guitarist	gítaristi
mistress	hjákona
Darth Vader	Svarthöfði
lightsaber	geislasverð
Star Wars	Stjörnustríð
boy	dengsi
airspeed	flughraði
flight	flugkennari
foresee	getspakur
constitutional	þingbundinn
always	ætíð
chosen	kjörinn
usually	jafnaðarlega
silent	hljóðna
significant	marktækur
hash	kjötkássa
jumble	samtíningur
previous	síðastliðinn
accessible	aðgengilegur
party	málsaðili
poignant	átakanlegur
mutual	sameiginlegur
flying school	flugskóli
actually	eiginlega
honeydew	hunangsdögg
landowner	jarðeigandi
grumble	tuða
logging	skógarhögg
clear	greinilegur
acceptance	þega
inside	innanbrjósts
worsen	hríðversna
distract	fipa
Altai	altaíska
contemptible	lítilmótlegur
mandrake	alrúna
reinsurance	baktrygging
simplicity	látleysi
sunbeam	sólargeisli
support	framfærsla
conic section	keilusnið
conical	keilumyndaður
pianist	píanisti
cellist	sellóleikari
intermediary	milliliður
root mean square	ferningsmeðaltal
disgusting	viðbjóðslegur
milk tooth	barnatönn
blackhead	fílapensill
highland cudweed	fjandafæla
restaurant	matsölustaður
cute	krúttlegur
dumbbell	handlóð
Luxembourgish	lúxemborgískur
xylophone	sílófónn
sportswoman	íþróttakona
yucca	pálmalilja
sports car	sportbíll
winding	bugðóttur
rationalize	hagræða
abortion	fóstureyðing
destruction	eyðing
memorial	sorgarathöfn
work	athafna
chiffchaff	gransöngvari
big	stóreygur
nuclear bomb	kjarnasprengja
Leach's storm petrel	sjósvala
childlike	barnalegur
keyboarding	innsláttur
grass	slægja
equally	jafnvígur
dashing	föngulegur
tomato	tómatmauk
Sicilian	sikileyska
divine	guðdómlegur
buttonhole	hnappagat
floating	flotkví
sporty	sportlegur
hotelier	hótelstjóri
hotel	hótelherbergi
tourism	ferðamennska
visa	vegabréfsáritun
passport	vegabréfaeftirlit
marathon	maraþon
cyclist	hjólreiðamaður
commode	kommóða
condor	kondór
oncologist	krabbameinslæknir
carcinogen	krabbameinsvaldur
music video	tónlistarmyndband
closely	grannt
funfair	tívolí
vulture	gammur
dashboard	mælaborð
amusement park	skemmtigarður
visible	sýnilegur
First Lady	forsetafrú
calculation	útreikningur
bug	böggur
orphaned	munaðarlaus
ash	eskiviður
Nahuatl	astekíska
workable	nýtanlegur
machine gun	vélbyssa
thermos	hitakanna
Ursa Major	Stóribjörn
sexualization	klámvæðing
schoolboy	skólastrákur
schoolgirl	skólastúlka
school psychologist	skólasálfræðingur
schoolday	skóladagur
schoolchild	skólabarn
taxi stand	leigubílastöð
taxi driver	leigubílstjóri
malaria	malaría
chloroform	klóróform
taximeter	gjaldmælir
malaria	mýrakalda
nurse	hjúkrunarfræðingur
mercy	vægð
tick	stórmaur
garden warbler	garðsöngvari
Eurasian scops owl	skopugla
apprentice	lærlingur
catalogue	efnisskrá
nightjar	náttfari
drawing	hlutkesti
poetic	skáldlegur
fireball	eldhnöttur
globe	hnöttur
uncomfortable	óþægilegur
typewriter	ritvél
decision	ákvörðun
modesty	lítillæti
flavor	bragðefni
religion	átrúnaður
golden age	gullöld
golf cart	golfbíll
golf course	golfvöllur
grey-headed woodpecker	gráspæta
deeply	innilega
product	afurð
original	upphaflegur
satire	satíra
satire	háðsádeila
comedy	kómedía
comedy	gamanleikur
eager	áfjáður
meteoroid	geimsteinn
thumbtack	teiknibóla
dispute	kappræða
counted	teljast
fascinating	hugnæmur
attractive	eigulegur
lesser black-backed gull	sílamávur
black-winged pratincole	stepputrítill
clone	klón
Catholic	kaþólikki
protocol	prótókollur
Roman Catholic	rómversk-kaþólskur
ninety	níræður
parachuting	fallhlífarstökk
drake	andarsteggur
sex symbol	kyntákn
gravity	þyngdarafl
magnificent	höfðinglegur
White's thrush	foldþröstur
Ladin	ladínska
crafty	lævíslegur
ignorance	fáviska
ignorance	þekkingarleysi
albumen	eggjahvíta
drug	fíkniefni
freelance	lausamennska
compound word	samsetning
muzzle	múll
sailing	sigling
rent	húsaleiga
invigorating	hressandi
perishable	forgengilegur
marsh warbler	seljusöngvari
tempting	fýsilegur
calm	stilltur
offspring	afsprengi
landlord	leigusali
warfare	hernaður
opposite	andstæða
predecessor	forveri
famine	harðæri
labia	skapabarmur
profound	spekingslegur
sorry	hryggilegur
slender	rennilegur
utopia	útópía
seal	kobbi
high	háspenna
spiritualism	spíritismi
gearbox	gírkassi
senile	elliær
satisfactory	sómasamlegur
left-winger	vinstrimaður
adopt	kjörbarn
exist	vera til
rash	útbrot
mute	mállaus
candidate	frambjóðandi
centralization	miðstýring
activist	aðgerðasinni
plumber	pípulagningamaður
general average	samtjón
surname	eftirnafn
forklift	gaffallyftari
Chamorro	tsjamorríska
Trinidad and Tobago	Trínidad og Tóbagó
minaret	bænaturn
freight	farmgjald
parachute	fallhlíf
electric guitar	rafmagnsgítar
typo	prentvilla
avenue	breiðstræti
dominate	dómínera
soft palate	gómfilla
feathers	fiður
useful	þarfur
form tutor	aðalkennari
dermis	leðurhúð
attendance	mæting
lunate bone	mánabein
consistency	samkvæmni
website	vefsetur
bull	þjór
western marsh harrier	brúnheiðir
neat	snyrtilegur
Proto-Germanic	frumgermanska
Germanic	germanskur
Proto-Indo-European	frumindóevrópska
Proto-Norse	frumnorræna
sound wave	hljóðbylgja
lazy	letiblóð
headache	hausverkur
meteor	stjörnuhrap
Romance	rómanskur
Indo-European	indóevrópskur
callous	tilfinningalaus
callousness	tilfinningaleysi
emotional	tilfinningalegur
sentimental	tilfinningasamur
sensitive	tilfinninganæmur
doubt	efasemd
changeable	hvikull
torn	slitinn
fickle	óstöðugur
fickle	hverflyndur
fickle	hviklyndur
ephemeral	hverfull
fickleness	hverflyndi
fickleness	hviklyndi
annulment	riftun
driving	rekstur
settlement	uppgjör
freeze	krókna
sadism	kvalalosti
Islamic	íslamskur
godless	guðlaus
complete	algerlegur
courage	guggna
operational	rekstrarlegur
discover	uppgötva
distraction	fjarhygli
son	sonarsonur
brotherly	bróðurlegur
torpedo	tundurskeyti
nuclear reactor	kjarnakljúfur
chain reaction	keðjuverkun
repay	endurgjalda
desperate	örvilnaður
heroism	hetjuskapur
axolotl	tálknamandra
ascorbic acid	askorbínsýra
vitamin	vítamín
thiamine	þíamín
tolerance	umburðarlyndi
archenemy	erkióvinur
monster	bestía
refugee	flóttamaður
flight	flótti
nervous	flóttalegur
wolf	ylfingur
destruction	tortíming
homeschooling	heimakennsla
livestock	búpeningur
mistrust	vantraust
throw	grjótkast
pneumonia	lungnabólga
terrible	voðalegur
earlobe	eyrnasnepill
will	erfðaskrá
striptease	nektardans
concert hall	tónleikasalur
impeccable	óaðfinnanlegur
threat	hótun
sexual	kynferðislegur
sex	kynferði
rabies	hundaæði
colourless	litlaus
Christmas Eve	aðfangadagskvöld
poetry	ljóðagerð
autism	einhverfa
autistic	einhverfur
duglegur	þjarkur
robot	vélmenni
