1	౧
halting	మకాము
seed	విత్తు
oil	జిడ్డు
sexual intercourse	దెంగడం
killing	చంపడం
iguana	ఉడుము
pull	గుంజు
shell	కుడక
mutter	గొణుగు
mutter	గొణగు
powder	గుండ
collect	కుప్పించు
bullet	గుండు
deformity	కురూపము
loan	అరువు
tax	అరి
tassel	కుచ్చు
supreme	పరమానందం
gold	అపరంజి
dacoity	బందిపోటు
cockleshell	ఆలచిప్ప
Mura	మురారి
house	ఇల్లరి
single	ఒంటరి
patient	ఓర్పరి
Vishnu	కైటభారి
Vishnu	కైటభుడు
rat	ఎలిక
Jesus	యేసు
hole	కంత
blind	కబోది
tar	తారు
elephant	మదపుటేనుగు
proud	మదించు
cat	మార్జారము
trunk	తొండము
bee-eater	పచ్చరెక్క
drinking water	తాగునీరు
drinking water	త్రాగునీరు
composition	కైత
composition	కయిత
chew the cud	నెమరువేయు
cud	నెమరు
harmful	హానికరమైన
harmful	హానికరము
danger	అపాయము
water	అర్ణము
sea	అర్ణవము
sea	ఉదధి
bathe	ఓలాడు
play	ఓలలాడు
Roman nose	గద్దముక్కు
black eagle	అడవినల్లగద్ద
honey buzzard	తేనెగద్ద
short-toed snake eagle	పాములగద్ద
Circus macrourus	పిల్లిగద్ద
Spilornis cheela	నల్లపాములగద్ద
white scavenger vulture	తెల్లగద్ద
white scavenger vulture	పీతిరిగద్ద
ocean	సింధువు
thing	ద్రవ్యము
retail	చిల్లర
cash	రొక్కము
Sujata	సుజాత
guava	జేమ
drumstick	మునగకాడ
god	దైవికము
accidental	దైవికముగా
Ahalya	అహల్య
ancestral	పిత్రార్జితము
thunderbolt	పిడుగు
handful	ఎరుక పిడికెడు ధనము
hillman	ఎరుకు
gypsy	ఎరుకులవాడు
woman	ఎరుకులసాని
know	ఎరుగు
nectar	ఓష్ఠామృతము
dowry	ఓలి
Brahma	అంగిరసుడు
celebration	రజతోత్సవము
celebration	వజ్రోత్సవము
celebration	స్వర్ణోత్సవము
convocation	స్నాతకోత్సవము
creeper	లతిక
creeper	వల్లి
creeper	వల్లిక
byheart	వల్లించు
Saleem	సలీం
vine	నాగవల్లి
Vallisneria	నాచు
Sun	అరుణుడు
Uddalaka	అష్టావక్రుడు
awry	వక్రము
diphthong	వక్రతమములు
crookedness	వక్రత్వము
equivoque	వక్రోక్తి
err	వక్రించు
mouth	వక్త్రము
Ganesha	వక్రతుండుడు
parrot	వక్రతుండము
parrot	రాచిలుక
neck	గ్రీవము
radio	రేడియో
drum	డప్పు
chapter	ప్రకరణము
public	ప్రకటము
publication	ప్రకటన
publication	ప్రకటనము
promulgated	ప్రకటితము
proclaim	ప్రకటనచేయు
male	యువకుడు
height	ప్రకోపము
stem	ప్రకాండము
forearm	ప్రకోష్ఠము
forearm	ముంజెయ్యి
forearm	ముంగేలు
nasal	అనునాసికము
nose	నాస
fully	నిండా
full	నిండైన
fullness	నిండుట
margosa	నింబము
house	నికేతనము
demon	నికష
drop	బొట్టు
spot	నట్టు
betraying	రట్టు
lull	జోకొట్టు
pledge	తాకట్టు
step	మెట్టు
wife	ఇల్లుటాలు
compare	పోలుచు
likeness	సామ్యము
communism	సామ్యవాదము
speaking	వాదోడు
ant-hill	పుట్ట
mushroom	పుట్టకూడు
camel	లొట్టిపిట్ట
dog	శ్వానము
dog	వేపి
mystory	మత్కథ
six	షట్
six	షడ్రుచులు
sixty	షష్టి
sixth	షష్ఠము
sixth	షష్ఠ్యంతములు
language	భాషాశాస్త్రము
speaking	భాషణము
speaking	మాటాడుట
brother-in-law	భావుకుడు
spoken	భాషితము
commentary	భాష్యము
maxim	సుభాషితము
speak	భాషించు
future	భావి
imagine	భావించు
love	ఈషణము
three	ఈషణత్రయము
thou	ఈవు
this side	ఈవల
desire	ఇషణము
kid	మేకపిల్ల
unbleached	కోరా
money	పెట్టుబడి
close	కనుమూయు
pair	కనుదోయి
couple	దోయి
sling	ఉట్టి
command	శాసించు
man	శాస్త్రి
ox	ఉక్షము
calcium	సున్నము
powder	సున్ని
sweet	సున్నుండ
sleep	సుప్తి
sleep	సుప్తుడు
scholar	సుధి
Kumaraswami	సుబ్రహ్మణ్యుడు
Maitreya	మైత్రేయుడు
bran	చిట్టు
cock	ఛాపు
covering	ఛాదనము
covering	కప్పుట
Sun	ఛాయాదేవి
Hindu	ఛాయాపుత్రుడు
plagiarist	ఛాయాచోరకవి
by means of	గుండా
vulgar	అగ్రామ్యము
head office	ప్రధాన కార్యాలయం
room	కార్యాలయము
office	కార్యస్థానము
secretary	కార్యదర్శి
left and right	ఎడాపెడా
burst	చితుకు
fire	రగులు
veena	మహతి
greatness	మహత్తు
great	మహనీయుడు
great	మహర్షి
greatness	మహాత్మ్యము
greatness	మహత్వము
great	మహోత్సవము
great	గొప్పవాడు
great	మహత్తైన
great	మహోదధి
Indra	మహేంద్రుడు
greater	మహత్తరము
almirah	బీరువా
father	బాపు
current	జారీ
antelope	జింకరవుతు
brilliancy	జిగి
adulterer	జారుడు
slipping	జారుట
slip away	జారిపోవు
slip	జార్చు
obstruction	అడ్డంకి
slip	జారుచు
die	గిట్టు
bard	భట్టు
crest	జుట్టు
stem	కాండము
evil	గండము
old time	గతకాలం
spoon	గంటె
spoon	గరిటె
vow	గండ
ichneumon	బభ్రువు
pride	గర్వము
wild	ఏకలము
unanimously	ఏకగ్రీవముగా
unanimous	ఏకగ్రీవము
wild	ఏకలీడు
monogamist	ఏకపత్నీవ్రతుడు
stone	టెంక
line	చార
line	చారిక
indefinite	చాల
suffice	చాలు
harvest time	కోతకాలము
mere	ఉత్త
mere	వట్టి
flutter	రివ్వు
suddenly	రివ్వున
paw	కాలుద్రవ్వు
belligerent	కాలుదువ్వు
throat	గళము
voice	గళరవము
voice	కంఠధ్వని
wearing	ధరించుట
eating	భుజించుట
enter	చొచ్చు
sacrifice	మఖము
plough	హాలము
wine	హాల
peace	హాయి
fire	అంగారము
charcoal	అంగారకము
where does this bus go	ఈ బస్సు ఎక్కడికి పోతుంది
flute	మురళి
board	పాళి
quarter	పావులా
total eclipse	సంపూర్ణ గ్రహణము
obtained	సంప్రాప్తము
well	సంఫుల్లము
down	దిగ
deceit	దగా
deceive	దగాచేయు
fraud	మోసము
deceiving	మోసగించుట
void	రిక్తము
burnt	దగ్ధము
milk	దుగ్ధము
mummy	దట్టము
agitation	దడ
swiftly	దడదడ
palpitate	దడదడమను
cleverness	దక్షత
kindness	దాక్షిణ్యము
girdle	కాంచి
see	కాంచు
rounded	ఆణిముత్తెము
excellence	మేలిమి
paragon	మేలుబంతి
ductless	వినాళ
awaken	మేలుకొలుపు
awaken	నిద్రలేపు
transparent	నిర్మలము
transparent	స్వచ్ఛము
clean	శుద్ధము
dulcet	శ్రావ్యమైన
internal	అంతర్గర్భితము
internal	అంతర్గతము
last	అంత్యము
rhyme	అంత్యనియమము
final	అంతిమ
deformed	అందహీనము
blind	గుడ్డిగా
nearness	అందుపాటు
undesired	అకాంక్షితము
sinless	అకలుషము
without	అకారణముగా
dug	ఖాతము
countless	అగణితము
untouched	అచుంబితము
unparalleled	అద్వితీయము
cross	అడ్డమైన
unfit	అనర్హము
proper	అర్హము
deaf	బధిరము
deaf	బధిరుడు
impure	అపవిత్రము
forlorn	అనాథ
uncertain	అనిశ్చయము
unjust	అన్యాయముగా
look	అన్వేషించు
searched	అన్వేషితము
unripe	అపక్వము
mature	పక్వము
ripe	పక్వమగు
new	అభినవము
humpbacked	కుబ్జము
warmth	కాక
crow	కాకాక్షిన్యాయము
sin	కలుషము
bearing	కలితము
prettiness	కలికితనము
harsh	కర్కశము
cruel	కర్కోటకము
harshness	కరకు
graceful	కమనీయము
tawny	కపిలము
smallest	కనీసము
strict	కచ్చితము
one-eyed	కాణము
extreme	గాఢము
swallowed	గళితము
pinch	గిల్లు
pinching	గిల్లుడు
argument	పూర్వపక్షము
commencement	పూర్వరంగము
ancestors	పూర్వులు
eastern	పూర్వాద్రి
heart disease	గుండెజబ్బు
eye doctor	నేత్రవైద్యుడు
physician	ప్రసూతివైద్యుడు
labour	ప్రసూతి
dentist	దంతవైద్యుడు
monkey	కోతివన్నె
monkey	క్రోతి
monkey	శాఖామృగము
tree	శాఖి
monkey	మ్రానుద్రిమ్మరి
monkey	కొండత్రిమ్మరి
monkey	గట్టుత్రిమ్మరి
monkey	చెట్టుత్రిమ్మరి
monkey	తరులమెకము
monkey	ప్లవగము
black	మసికోతి
monkey	వనౌకసము
believe it or not	నమ్ము నమ్మక పో
sage	ఋషిమూలము నదీమూలము
cheek	ఒక చెంప కొట్టితే పాలు, వక చెంప కొట్టితే నీళ్లు
gnat	మశకము
slap	చెంపకాయ
Ganges	గంగలో ములిగినా కాకి హంస అవుతుందా
selling	గంధము అమ్మిన చోట కట్టెలు అమ్మినట్టు
stick	కట్టె
donkey	గంధపొడి మోశే గాడిదెవలె
dark	ధూసరము
juice	పసరు
green	పసరుచాయ
ox gall	పింగ
color	కెంజాయ
fair	గౌరము
bevy	కాపోతము
tawny	కడారము
scarlet	తొగరు
yellow	పసుపుచాయ
ass	గాడిదె గాడిదే, గుర్రము గుర్రమే
stupid	మొద్దుగా
blunt	మొద్దుపోవు
kiss	ముద్దిచ్చు
kiss	ముద్దుపెట్టు
nipple	స్తనాగ్రము
mango	చూతము
open	ఇప్పు
cap	టోపీ
cap	టోపీపెట్టు
cap	టోపీవేయు
push	తోయు
pushing	త్రోయుట
pushing	తోయుట
lizard	అందరికీ శకునము చెప్పే బల్లి కుడితితోట్టెలో పడ్డట్టు
palankin	అందరూ అందలము యెక్కితే, మోశేవారు యెవరు
sister	అక్క మనది అయితే, బావ మనవాడా
అక్క మనది అయితే, బావ మనవాడా	బావ
fortune	అదృష్టం కలిశివస్తే, ఆలు పెండ్లామవుతుంది
plate	పళ్ళెము
month	అత్త చచ్చిన ఆరు మాసాలకు కోడలి కంట నీరు వచ్చినదట
food	అన్నమయం ప్రాణమయం
village	అదే వూరు అయితే, కోళ్లు కుయ్యవా
inhibitor	నిరోధకము
inhibitory	నిరోధక
interdiction	నిరోధము
interdict	నిరోధించు
break	తుంచు
cattle	సొమ్ములు
అన్నము పెట్టినవారిల్లు కన్నము పెట్టవచ్చునా	కన్నముపెట్టు
flavours	అన్ని రుచులూ సరేగాని, అందులో వుప్పు లేదు
taste	చవిచూచు
arsenal	ఆయుధశాల
everything	అన్నీ తెలిశినవాడూ లేడు, యేమీ తెలియనివాడూ లేడు
lie	అబద్ధమాడినా గోడ పెట్టినట్టు వుండవలెను
wall	గోడ
food	అమావాస్య కూడు నిత్యం దొరుకునా
fire	అభిషేకం చేశిన అగ్నివలె వున్నాడు
husband	అయ్య కదురువలె, అమ్మ కుదురువలె
rod	కదురు
awl	ఆరె
sin	అయ్యో అంటే, ఆరు నెలల పాపం వస్తున్నది
pregnancy	అశ్వత్థ ప్రదక్షణము చేసి, కడుపు పట్టి చూచుకొన్నదట
medicine	ఆకలి కాకుండా నీకు ఔషధము యిస్తాను, నీ యింట్లో చద్ది నాకు పెట్టు అన్నాడట
need	ఆకలి
put	పెట్టించు
keep	పెట్టుకొను
sky	ఆకాశం గద్ద తన్నుకొని పోయినది
impurity	ఆచారం ముందర, అనాచారం వెనక
cheat	ఆచార్యునికి ద్రోహము చేశినా, ఆత్మకు ద్రోహం చెయ్యరాదు
traitor	ద్రోహి
sense	ఆడదాని బుద్ధి అపర బుద్ధి
espousal	మారుమనువు
echo	మారుమ్రోత
appearance	మారురూపు
instead	మారుగా
wind	మారుతి
air	మారుతము
Manmatha	మరుడు
parasitic	బదనిక
allowance	బత్తెము
live	బ్రతుకు
stitch	ఆయన వుంటే, విస్తరి అయినా కుట్టును
platter	విస్తరి
approach	కిట్టు
trick	కిటుకు
mustard	ఆవగింజ అట్టె దాచి గుమ్మడి కాయ గుల్లకాసుగా యెంచేవాడు
meekness	ఆవుల సాధుత్వమూ, బ్రాహ్మణుల పేదరికమూ లేదు
repair	మరమ్మతు
repair	బేమరమ్మతు
heir	బేవారసు
Thursday	బేస్తవారము
pregnancy	బైకలు
bargain	బేరమాడు
bargain	బేరముచేయు
Beri	బేరి
prefix	బే-
debt	బేబాకీ
useless	బేజరూరు
chastisement	శాస్తి
carelessly	బేపరాకుగా
desire	ఆశ ఆలి మీద, ఆధారం చాప మీద
festival	ఇచ్చేటప్పుడు కాముని పండగ, పుచ్చుకొనేటప్పుడు దీపావళి పండగ
festival	పండగ
take	పుచ్చుకొను
taking	పుచ్చుకోలు
take	పుచ్చు
rotten	పుచ్చిపోవు
rottenness	పుప్పి
madness	పిచ్చి
madness	పిచ్చ
grease	ఇరుసుకు కందెన పెట్టక, పరమేశ్వరుని బండి అయినా పారదు
ఇరుసుకు కందెన పెట్టక, పరమేశ్వరుని బండి అయినా పారదు	కందెన
house	ఇల్లు కాలినా యిల్లాలు చచ్చినా గొల్లు మానదు
hubbub	గొల్లు
interest	ఈ నెలలో వడ్డీ లేదు, వచ్చే నెలలో మొదలూ లేదు
ఈ నెలలో వడ్డీ లేదు, వచ్చే నెలలో మొదలూ లేదు	వడ్డి
title	కితాబు
flint	కిమిడి
complaint	ఫిర్యాదు
complainant	ఫిర్యాది
lodge	ఫిర్యాదుచేయు
make	నకలుచేయు
cry	మొర
Durga	మారి
Mira	మీరా
this	ఈ పిల్లి ఆ పాలు తాగునా
dish	దొప్ప
butter	ఉట్టిమీద వెన్న వుండగా, వూరెల్లా నేతికి దేవులాడనేల
gem	మిన్న
daughter	ఉన్నది వక కూతురు, వూరెల్లా అల్లుండ్లు
word	ఉపనయనమునాటి మాట వుండక పోదు
washerman	ఉతికేవానికిగాని చాకలి వుతకడు
washerman	చాకలి
wash	ఉతుకు
washed	ఉతికించు
Vajrayudha	ఊర పిచ్చుక మీద వాడి వజ్రాయుధమా
village	ఊరు వున్నది, చిప్ప వున్నది
taunt	దెప్పు
bullock	ఎద్దును యెక్కినవాడే లింగడు, గద్దను యెక్కినవాడే రంగడు
Siva	లింగడు
bullock	ఎద్దును అడిగా గంత కట్టడము
incline	మొగ్గు
bud	మొగ్గ
mouldy	మగ్గు
jump	గంతు
strike	ఎక్కడ కొట్టినా, కుక్కకు కాలు కుంటు
bridle	కళ్లెము
bow	ప్రణామము
liquor	మదిర
bullock	ఎక్కుమంటే యెద్దుకు కోపం, దిగమంటే కుంటివానికి కోపం
rat	ఎలుక యేట్లో పోతేనేమి, పులి బోనున పోతేనేమి
drink	ఏట్లో పారే నీళ్లు యెవరు తాగితే యేమి
musquito	ఏనుగ మీద దోమ వాలితే యెంత బరువు
river	ఏరు అయినా మూడు నేరములు కాస్తుంది
Etam	ఏతాంపాటకు యెదురు పాట లేదు
udder	ఊధస్సు
swing	ఊపు
turmeric	ఒక చేత పసుపు, వక చేత ముసుకు
dog	ఒక్క ప్రొద్దు మాట కుక్క యెరుగునా
blindfolding	కండ్లకు గంతకట్టి అడవిలో వదిలిపెట్టబడ్డ వానివలె
twinkling	నిమిషము
second	సెకండు
today	ఈనాడు
drive	త్రోలు
goldsmith	కంసాలి వద్ద వుండవలె, కుంపట్లో వుండవలె
builder	కట్టినవారు వకరు అయితే, కాపురం చేసేవారు వకరు
forget	కరువున కడుపు కాల్చినమ్మను యెన్నటికీ మరవను
short	కురుచ
osprey	కురరము
hydrocele	కురండము
stone	బెడ్డ
like	తలచుట్టము తోకపగ
besiege	చుట్టుముట్టు
toe ring	మెట్టియ
toe ring	మెట్టె
levelness	చదును
level	చదునుచేయు
blow	ఊదు
blowpipe	ఊదుగొట్టము
stone	కాచిన చెట్టుకు రాళ్ల దెబ్బలు
suffer	దెబ్బలుతిను
beat	దెబ్బలుకొట్టు
die	దేవకము
ibis	దేవరాయికొంగ
spoonbill	తెడ్డుమూతికొంగ
rust	తుప్పు
rust	త్రుప్పు
wool	బొచ్చు
peel	పెచ్చు
model	మచ్చు
ache	నొచ్చు
confide	నచ్చు
worthy	అర్హుడు
twenty	ఏకోనవింశతి
one	ఏకోనము
30	త్రింశత్తు
forty	చత్వారింశత్తు
fortieth	చత్వారింశము
five	పంచప్రాణాలు
borrow	అప్పుచేయు
pose	వృక్షాసనము
pose	ఉత్తానాసనము
advantageously	సప్రయోజనముగా
yours	మీది
closing	కనుమూయుట
pose	శలభాసనము
pose	శవాసనము
triangular	త్రికోణాసనము
check	తడ
time	తడవ
troubled	తడబడు
irresolution	తడబాటు
his	తదీయ
truth	తథ్యము
really	తథ్యముగా
secret	గూఢము
prolapse	గూద
dawn	వేగు
fry	వేచు
thousand	వేగురు
awake	వేగించు
casting	వేత
pain	వెత
brother-in-law	దేవరుడు
many	వేనవేలు
fry	వేయించు
fry	వేపు
frying	వేపుడు
Spring	వసంతుడు
tree	వసంతద్రుమము
cuckoo	వసంతఘోషి
wife	వశ
dependant	వశ్యుడు
submissive	వశ్యురాలు
obedient	వశంవదము
submissive	వశంవదుడు
obedience	వశత్వము
obedience	విధేయత
obedient	విధేయము
obey	విధేయుడు
unheard	వినని
great	విధ్వంసము
thief	చోరుడు
self-willed	స్వాధీనపతిక
subservient	అధీనము
reside	అధిష్ఠించు
face	అధోముఖముగా
surface tension	తలతన్యత
ruby	తలమానికము
water lily	నలినము
red	కెందామర
waste	కృశించు
happy	సుఖించు
venereal disease	సుఖరోగము
happy	సుఖి
goat	అజము
carelessness	అజాగ్రత
careless	అజాగ్రతగా
indigestion	అజీర్ణము
indigestion	అజీర్తి
there	అట
skin	అజినము
pepper	మరీచము
pepper	కోలకము
dance	కోలము
taking	కోలు
carry away	కొనిపోవు
praise	కొనియాడు
bring	కొనివచ్చు
orator	వాగ్మి
Brahma	వాక్పతి
answer	ప్రతివాక్యము
gospel	దైవవాక్యము
blasphemy	దైవదూషణము
quicksand	దొంగయిసుక
unite	మేళవించు
fish	మేవ
consciousness	చేతనము
folk	జనము
population	జనాభా
fully	పూర్తిగా
region	ప్రాంతము
sending	రవాణా
despatch	రవాణాచేయు
ability	అక్షరాస్యత
ligature	జీ
suffix	-జీ
inability	నిరక్షరాస్యత
organization	సంస్థ
individuality	వ్యక్తిత్వము
incarnation	వ్యక్తి
manifest	వ్యక్తము
personification	వ్యక్తీకరణము
personal	వ్యక్తిగతము
proceeding	ప్రచారము
praised	ప్రస్తుతము
praise	ప్రస్తుతించు
Mumbai	బొంబాయి
multitude	బృందము
beginning	తొలుత
signature	సంతకము
continued	నిరంతరము
eradicate	నిర్మూలించు
despair	నిరాశ
fearless	నిర్భయము
ryot	రైతు
ryot	రయితు
peasantry	రైతాంగము
peasantry	రయితాంగము
ryotwari	రయితువారి
join	చేతులు కలుపు
ass	గర్దభము
institution	బ్యాంకు
stanza	సమస్య
enquiry	పరిశోధన
search	శోధన
search	శోధించు
equal	సమానముగా
shine	శోభించు
arrangement	ఏర్పాటు
commencement	ఏరువాక
mere	కేవలము
living	జీవితము
by means of	ద్వారా
from	నుండి
from	నుంచి
eulogium	నుతి
praise	నుతించు
those	అవి
these	ఇవి
acquaintance	పరిచితుడు
excessively	ఎక్కువగా
measure	మాత్రము
lord	స్వామి
Vishnu	మాధవుడు
sweetness	మాధుర్యము
stepdaughter	సవతికూతురు
stepfather	సవతితండ్రి
road	రోడ్డు
wife	శ్రీమతి
happen	చెందు
attain	చెందించు
manage	నిర్వహించు
manager	నిర్వాహకుడు
Mukherjee	ముఖర్జీ
he	ఈయన
list	జాబితా
explanation	వివరణము
pale	వివర్ణము
training	శిక్షణ
creation	ఉత్పత్తి
leaving	విడుదల
produce	ఉత్పత్తిచేయు
occurring	సంఘటన
dancing	నృత్యము
inherent	సహజము
natural	సహజముగా
Sharma	శర్మ
cleverness	నైపుణ్యము
politeness	సభ్యత
councillor	సభ్యుడు
reason	సబబు
author	గ్రంథకర్త
library	గ్రంథాలయము
middle	నడుమ
head	నెత్తి
stammering	నత్తి
newspaper	దినపత్రిక
publication	మాసపత్రిక
publication	వారపత్రిక
publication	పక్షపత్రిక
born	ప్రభవించు
birth	ప్రభవము
end	మితి
glimmering	మిణుకు
recognition	గుర్తింపు
mark	గురుతు
mark	గురి
penis	మగగురి
many	పలువురు
too	సైతము
favourable	అనుకూలంగా
plain	స్పష్టము
distinct	స్పష్టంగా
proper	అనుగుణము
suitable	అనుగుణంగా
resemblance	ప్రతినిధి
oppose	ప్రతిఘటించు
oppose	ఎదిరించు
lunar	ప్రతిపత్తు
sac	గోతము
index finger	తర్జని
representation	ప్రాతినిధ్యము
quiet	నింపాది
gentle	నింపాదిగా
balance	నికరము
chapter	ప్రక్రియ
price	విలువ
palindrome	అనులోమవిలోమశ్లోకము
hearer	శ్రోత
extensive	విస్తృతము
widely	విస్తృతంగా
attempt	ప్రయత్నము
opposite	విరుద్ధము
weapon	శస్త్రము
surgeon	శస్త్రవైద్యుడు
wasteland	బంజరు
halo	పరిధి
member	కార్యకర్త
sovereign	మహారాజు
calf	జంఘ
calculable	గణనీయంగా
property	స్వభావము
dream	స్వప్నము
prose	గద్యము
basketful	గంపెడు
heat	చురుకు
sharply	చురుకుగా
knowledge	సాహిత్యము
raise	ఎత్తు
liability	బాధ్యత
valuable	విలువైన
valuable	విలువయిన
pieces	బద్దలగు
travel	ప్రయాణమగు
pass	పాసగు
equal	సరియగు
become	వెల్లనగు
become	తెల్లనగు
like	మనసగు
becoming	అయిన
venerable	పూజ్యుడైన
venerable	పూజ్యుడు
honourable	మర్యాదైన
repeal	రద్దు
annulled	రద్దైన
shove	నూకు
proof	రుజువు
prove	రుజువుచేయు
proved	రుజువైన
elegance	సొంపు
nice	సొంపైన
hidden	నిగూఢము
forest	కాడు
demand	కోర్కె
read	పఠించు
reading	పఠనము
level	చదునైన
present	హాజరు
lunar mansion	చిత్త
pitch and toss	చిత్తాట
appropriating	స్వీకారము
fit	తగిన
unfit	తగని
live	కలుగు
cause	కలిగించు
produced	సంజాతము
born	కలిగిన
born	పుట్టిన
born	ఉత్పన్నము
useless	పనికిరాని
come	ఆగతము
dead	చచ్చిన
open	వాపుచ్చు
cry	వాపోవు
unsaid	చెప్పని
said	చెప్పిన
spoken	మాటాడిన
eaten	భక్షితము
bent	వంగిన
bend	వంగు
bend	వంచు
killed	నిహతము
abused	తిట్టిన
mansion	హవేలి
moat	అగడ్త
minister	ప్రెగ్గడ
poor	లేనివాడు
mixed	కలిపిన
bearing	కాచిన
snake	గరుత్మంతుణ్ని చూచిన పాము వలె
seeing	చూచిన
large	గాజుపూసల గనిలో ఘనమయిన మణి కలుగునా
wind	గాలి వచ్చినప్పుడుగదా తూర్పార పట్టుకోవలెను
blindman	గుడ్డివాడికి గుడ్డివాడు దారి చూపితే, యిద్దరూ గోతిలో పడతారు
blindman	గుడ్డివాడు
lame	కుంటి
lameness	కుంటితనము
galantry	దిట్టతనము
sluggishness	సోమరితనము
sluggard	సోమరి
blindness	అంధత్వము
theft	చోరత్వము
friendship	మిత్రత్వము
deafness	బధిరత్వము
maidenhood	కన్యాత్వము
motherhood	మాతృత్వము
fatherhood	పితృత్వము
priesthood	అర్చకత్వము
priesthood	పౌరోహిత్యము
granary	కోష్ఠము
Tropic of Cancer	కర్కటరేఖ
Tropic of Capricorn	మకరరేఖ
Earth	భూమధ్యరేఖ
line	రేఖాంశము
geometry	రేఖాగణితము
line spectrum	రేఖావర్ణమాల
describe	వర్ణించు
description	వర్ణన
circular	వర్తులము
commerce	వర్తకము
merchant	వర్తకుడు
pass away	గతించు
past	భూతభవిష్యద్వర్తమానకాలములు
chaat	చాట్
beazle	గాటు
grass	గాదము
darkness	గాఢాంధకారము
tale	గాథ
zygote	సంయుక్తబీజము
wall	కుడ్యము
vertical	నిలువు
volume	ఘనపరిమాణము
viscosity	స్నిగ్ధత
vacuole	రిక్తిక
body	గాత్రము
barn	గాదె
prayer	గాయత్రి
planet	గాము
mortar	గార
affix	గారు
hook	గాలము
grain	గింజ
glean	గింజలేరు
twitch	గింజుకొను
godown	గిడ్డంగి
short	గిడ్డ
hawk	గిడ్డు
virgin	కన్నె
virgin	కన్నియ
deflower	కన్నెరికముతీయు
Canouj	కన్యాకుబ్జము
bull	గిబ్బ
rider	గిబ్బరౌతు
hill	గిరిమల్లిక
Krishna	గిరిధరుడు
camelthorn	గిరికర్ణిక
surround	గిరికొను
lebbeck	గిరిసెము
lebbeck	శిరీషము
giggling	గిలిగింత
pinch	గిల్లుకొను
draw	గీచు
scrape	గీకు
roar	గీక
tear	గీరు
line	గీర
scratching	గీరుడు
Sanskrit	గీర్వాణము
god	గీర్వాణుడు
profit	గుంజాయిషీ
post	గుంజ
obstacle	ప్రతిబంధము
teaching	బోధ
teach	బోధించు
trouble	బాధించు
counsel	బోధన
husk	పొట్టు
emit	చేపు
hand	చేబియ్యము
actor	నటీనటులు
plant	నాటించు
planting	నాటుట
fix	నాటుకొను
Vegi	వేగినాడు
eastern	తూర్పునాడు
Palnad	పలనాడు
plaster	పలాస్త్రి
15	౧౫
16	౧౬
17	౧౭
18	౧౮
19	౧౯
bow	ఫిడేలు
violin	వాయులీనము
gold	కుందనము
jessamine	కుందము
tooth	రదనము
maiden	కుందరదన
chew	నములు
garland	హారి
gardening	తోటపని
gardener	తోటమాలి
pariah	తోటి
grain	గల్లా
glass	గలాసు
lane	గల్లీ
jewel	చూడామణి
ceremony	చూడాకరణము
knot	గ్రంధి
pot	చట్టి
seat	గద్దె
seat	గద్దియ
hamlet	కొటిక
hamlet	కొట్టిక
village	పూడి
plough	మడక
lever	మీట
cultivator	అరకాడు
valley	అరకులోయ
Death Valley	మృత్యులోయ
Buddhist	నలందా
guitar	గిటారు
coriander	కొత్తిమీర
mode	భంగి
how	ఎబ్భంగి
breaking	భంజనము
break	భంజించు
dissipated	భంజితము
break	భంజకము
play	భండించు
lose	పోగొట్టు
dactyl	భగణము
break	భంగము
disappoint	భంగపడు
disappointment	భంగపాటు
disappoint	భంగపరచు
defeat	భంగత
fall	పాటు
Ganges	భగీరథుడు
respectable	భగవతి
servant	భటుడు
inability	అశక్తి
possession	భుక్తి
power	శక్తత
inability	అశక్తత
Shakti	శాక్తేయము
womanpower	స్త్రీశక్తి
dodo	డోడో
solar energy	సౌరశక్తి
thermal energy	ఉష్ణశక్తి
mechanical energy	యాంత్రికశక్తి
Durga	శాక్తుడు
crime	దురితము
cloth	దుస్తు
suburb	శాఖానగరము
curse	శాపగ్రస్తుడు
curse	శపించు
curse	శాపగ్రస్తము
enmity	శాత్రవము
enemy	శాత్రవుడు
turban	పాగా
foe	పగవాడు
workmanship	పనితనము
instrument	పనిముట్టు
servant	పనివాడు
hood	పన్నాగము
servant	పన్న
frame	పన్నా
Chinese	చీనీ
sugar	పంచదార
send	పనుచు
sending	పనుపు
vase	కలశము
adoration	కలశపూజ
pot	కలశి
rich	కలవాడు
butter	వెన్నపూస
cervical vertebra	మెడపూస
conjurer	ఇంద్రజాలికుడు
heart	ఎడద
calamity	ఆపద
calamity	ఆపత్తు
conjurer	ఇంద్రజాలిక
juggling	ఇంద్రజాలము
Mandara	ఇంద్రకీలము
mango	ఆమ్రము
luckless	నిర్భాగ్యుడు
rich	భాగ్యవంతుడు
prosperous	భాగ్యవతి
line	భాగ్యరేఖ
curved	వక్రరేఖ
misinterpret	వక్రీకరించు
proclaim	చాటించు
advertisement	చాటింపు
payment	చెల్లింపు
advertisement	చాటించుట
return	మరలించు
turn	మళ్లు
field	మడి
double jasmine	నవమల్లిక
wild	అడవిమల్లె
father	ఓహో బాబూ కనుక్కొన్నారు అన్నాడట
monkey	కోతి చావు, కోమటి రంకు
sin	కోపం పాపకారణం
long	కోల
shake	కోల ఆడితే, కోతి ఆడును
bought	కొన్నది వంకాయ, కొసరినది గుమ్మడికాయ
fowl	కోడిని గద్ద తన్నుకొని పోయినది
disciple	గురువుకు తగ్గ శిష్యుడు
miss	గురికి జానెడు యెచ్చు తక్కువగా కాల్చేవాడు
