perquisite	gratis
at first glance	na pierwszy rzut oka
have a look	rzucać okiem
glance	rzut oka
agelast	ponurak
announce	komunikować
announce	zakomunikować
coagulate	skrzepnąć
contact	skomunikować
coagulate	zakrzepnąć
hook up	podłączyć
hook up	podłączać
solidify	zestalić
solidify	zestalać
comfort	pokrzepić
comfort	pokrzepiać
condense	skroplić
condense	skraplać
open fracture	złamanie otwarte
amuse	rozśmieszać
amuse	rozśmieszyć
correlate	korelować
promiscuousness	puszczalstwo
experimental	doświadczalny
experimentally	doświadczalnie
safe and sound	cały i zdrowy
one thing led to another	po nitce do kłębka
foundation	podmurówka
najniższy wspólny mianownik	wspólny mianownik
emotion	wzruszenie
harness	zaprząc
master	ujarzmiać
master	ujarzmić
be up to	porabiać
nightgown	koszula nocna
as it were	niejako
hook up	kontaktować
hook up	skontaktować
dirty	splamić
hit	trzepnąć
buzzed	podchmielić
buzzed	podchmielony
face value	wartość nominalna
untie	rozwiązywać
motion	ruchowy
pickle	opresja
stranglehold	ucisk
desecrate	profanować
desecrate	sprofanować
provoke	sprowokować
reek	kurwić
attack	dopierdalać
carelessly	odpierdalać
eat	wpierdolić
stain	upierdalać
squander	przepierdalać
outgrow	przerosnąć
increase	przyrosnąć
settle into	wrosnąć
grow	wzrastać
grow	wzrosnąć
fancy	mieć ochotę
regenerate	odrodzić
dissuade	odradzić
remedy	zaradzać
remedy	zaradzić
beat	nakurwić
eat	wpieprzać
eat	wpieprzyć
piss about	lenić
moult	wylinieć
as long as	o ile
z hak	z hakiem
bicker	użerać
bicker	handryczyć
demand	dopominać
demand	dopomnieć
invite	doprosić
invite	dopraszać
incompatible	nieprzystawalny
compatible	przystawalny
achievable	osiągalny
whistle	świsnąć
down	obciągać
down	obciągnąć
at that	przy tym
waste of time	mitręga
rumple	miętosić
oral candidiasis	pleśniawka
spray	chlustać
spray	chlusnąć
onomatopoeia	dźwiękonaśladownictwo
onomatopoeic	dźwiękonaśladowczy
onomatopoeically	dźwiękonaśladowczo
onomatopoeic	onomatopeiczny
onomatopoeically	onomatopeicznie
imitation	naśladownictwo
imitator	naśladownik
imitate	naśladować
imitative	naśladowczy
imitatively	naśladowczo
model	wzorować
exemplarily	wzorowo
imitate	imitować
parrot	papugować
mock	przedrzeźnić
mocker	przedrzeźniacz
poke fun	naśmiewać
pierce	nabijać
pierce	nabić
stuff	nadziać
stuff	nadziewać
stuffer	nadziewarka
mixer	mieszarka
agitator	mieszadło
aerator	napowietrzacz
plaice	gładzica
scraper	cyklina
compensatory	wyrównawczy
overpowering	przemożny
spray	opryskać
spray	opryskiwać
splash	rozbryzg
splash	rozbryzgać
splash	rozbryzgiwać
splash	bryznąć
splash	obryzgać
splash	obryzgiwać
splash	ochlapywać
splash	ochlapać
splatter	zachlapać
splatter	zachlapywać
drink	zachlać
drunk	zachlany
hammered	uchlany
extension cord	przedłużacz
inebriate	uchlać
inebriate	uchlewać
inebriate	schlać
drunk	schlewać
inebriate	ochlać
inebriate	nachlać
inebriate	ochlewać
inebriate	nachlewać
drunk	nachlany
drink	wychlać
drink to	opić
drink to	opijać
drunk	podpić
drink	zachlewać
loan	dłużyć
splash	wychlapać
splash	wychlapywać
immigrant	imigrantka
daze	zamroczyć
daze	zamraczać
daze	zamroczenie
darken	pociemnieć
glum	posępnieć
glum	sposępnieć
willing	ochotny
willingly	ochotnie
unwilling	nieskory
eagerly	skwapliwie
fundamentalist	fundamentalistka
uninclined	nieskłonny
adult	dorośleć
adult	wydorośleć
serious	poważnieć
osculatory	styczny
serious	spoważnieć
dejected	osowieć
dejectedly	osowiale
cloud over	spochmurnieć
rot	spróchnieć
deject	zasępić
deject	zasępiać
nag	sępić
awkward	niezborny
wash	przemywać
clean	przeczyścić
clean	przeczyszczać
brain	mózgownica
strain	wysilić
strain	wysilać
exert	silić
push-up	pompka
vary	urozmaicić
vary	urozmaicać
attractive	uatrakcyjnić
attractive	uatrakcyjniać
unusual	uniezwyklić
unusual	uniezwyklać
sad	smutnieć
sad	posmutnieć
wholewheat	razowy
sullen	markotnieć
sullen	zmarkotnieć
sullen	markotny
arrant	wierutny
equivalence	ekwiwalent
charmingly	czarująco
deepen	pogłębić
deepen	pogłębiać
turn	lodowacieć
turn	zlodowacieć
tighten	prężyć
prężyć muskuł	prężyć muskuły
slacken	odprężyć
slacken	odprężać
wszędzie dobrze	wszędzie dobrze, gdzie nas nie ma
deform	zniekształcać
deform	zniekształcić
deform	deformować
deform	zdeformować
turn	przekręcać
phone	zatelefonować
turn	przekręcić
maliciously criticize	dosrywać
shit oneself	zesrywać
sock it	przysrać
sock it	przysrywać
crap	zafajdać
be bad	zaszkodzić
at one time	na raz
ziemia niczyj	ziemia niczyja
pod nos	pod nosem
pod wąs	pod wąsem
reconnaissance	rekonesans
especially	w szczególności
na cito	na cito
grade	klasowy
double-edged sword	każdy kij ma dwa końce
fire iron	pogrzebacz
dogcatcher	rakarz
intrude	najść
intrude	nachodzić
intrusion	najście
injured party	pokrzywdzony
knight	raciądz
amortize	umarzać
amortize	umorzyć
overrule	unieważniać
render unpleasant	uprzykrzać
render unpleasant	uprzykrzyć
arachnid	spawęk
arachnid	nogogłaszczkowiec
penetrate	wniknąć
penetrate	wnikać
merchant	kupiecki
orthodontics	ortodoncja
orthodontist	ortodonta
connoisseur	koneserka
orthodontist	ortodontka
cluck	gdaknąć
wash	umywać
wash up	obmyć
wash up	obmywać
wash away	domyć
wash away	domywać
wash	namyć
encroach	podmyć
encroach	podmywać
wash	pomyć
wash	pomywać
confidant	konfidentka
claimant	pretendentka
songster	pieśniarka
coo	gruchać
meow	miauknąć
dot	gruchnąć
dawać drapak	dawać drapaka
cat tree	drapak
approximately	z grubsza
daily	na co dzień
festive	od parady
fast approaching	wielkimi krokami
w duch	w duchu
extraordinary	nietuzinkowy
baby bonus	becikowe
try	mędrkować
dig up	skopywać
dig up	skopać
decorticate	złuszczyć
decorticate	złuszczać
hull	wyłuskać
hull	wyłuskiwać
annoying	wkurwiający
annoyingly	denerwująco
annoyingly	wkurwiająco
w powijak	w powijakach
bathing beach	kąpielisko
incomprehensibly	niezrozumiale
eve	w przededniu
eve	w przeddzień
probably	bodaj
reason	rozumować
head-scratcher	rozkmina
get one's head out of the clouds	schodzić z obłoków
get one's head out of the clouds	zejść z obłoków
go to the dogs	schodzić na psy
go to the dogs	zejść na psy
yap	jadaczka
extinct volcano	wulkan wygasły
extinct	wygasły
formerly	niegdyś
ostatni	ostatnimi czasy
whodunit	kryminał
longitude	długość geograficzna
lick one's wounds	lizać rany
lick one's wounds	wylizać rany
dual	liczba podwójna
orderly	uporządkowany
gwóźdź program	gwóźdź programu
molest	molestować
which way	którędy
hundreds and thousands	posypka
cool	szałowy
in the act	na gorącym uczynku
consonant	spółgłoskowy
vowel	samogłoskowy
wanderer	wędrowniczka
for sake of	przez wzgląd na
flaky	postrzelony
vomit	puścić pawia
vomit	puszczać pawia
crosswise	na krzyż
adminicle	poszlaka
blameless	nieposzlakowany
slander	szkalować
bother	kłopotać
affirm	konstatować
affirm	skonstatować
cape	zarzutka
sell	przepijać
financier	finansjera
behind-the-scenes dealings	konszachty
every last	co do jednego
dance	wywijać
dance	wywinąć
disciplined	zdyscyplinowany
nutty	zwariowany
mathematician	matematyczka
Polish teacher	polonista
Polish teacher	polonistka
caustic	kostyczny
invitable	nieubłagany
stern	niewzruszony
fixed	niezmienny
flimsy	nietrwały
flimsy	niestały
propitiate	przejednać
propitiate	przejednywać
appeal to	ubłagać
appeal to	ubłagiwać
beg	przebłagać
beg	przebłagiwać
beseeching	błagalny
deserve	dostąpić
deserve	dostępować
do for	trudnić
profligate	bezwstydnik
profligate	bezwstydnica
debauchee	rozpustnica
step forward	wykrok
be angry	żurzyć
smoke weed	bakać
soil	kalić
praise to the skies	wynosić pod niebiosa
praise to the skies	wynieść pod niebiosa
rib	przymawiać
rib	przymówić
five times	pięciokroć
six times	sześciokroć
seven times	siedmiokroć
eight times	ośmiokroć
nine times	dziewięciokroć
ten times	dziesięciokroć
a thousand times	tysiąckroć
have	pomawiać
have	pomówić
successor	następczyni
precede	poprzedzić
scare	wystraszyć
scare	wystraszać
hinder	przeszkodzić
jostle	trącać
hurdler	płotkarka
gossip	poplotkować
conlang	język sztuczny
ascent	podejście
empathise	wczuć
empathise	wczuwać
level-headed	opanowany
nosh	przekąszać
nosh	przekąsić
level-headed	zrównoważony
staid	stateczny
staidly	statecznie
statics	statyczny
statically	statycznie
statics	statyka
cold-blooded	zimnokrwisty
warm-blooded	gorącokrwisty
prise	wyważyć
prise	wyważać
give birth	narodzić
grin and bear it	robić dobrą minę do złej gry
grin and bear it	zrobić dobrą minę do złej gry
give rise to	zrodzić
breed true	wrodzić
breed true	wradzać
spit	plunąć
spit	spluwać
owe	zawdzięczać
harry	zadręczać
harry	zadręczyć
gunfighter	rewolwerowiec
errorless	bezbłędny
lifelong	dozgonny
excellent	bombowy
cool	fajowy
first class	pierwszorzędny
secondary	poboczny
do nic	do niczego
on point	w punkt
pettily	małostkowo
pettiness	małostkowość
straw	słomkowy
fall asleep	posnąć
fall asleep	pozasypiać
sleep	pospać
measure out	zmiarkować
reconcile	pojednywać
crossroads	rozdroże
struggle	biedzić
disgrace	blamaż
connive	pobłażać
jodhpurs	bryczesy
painstaking	pieczołowity
snare	sidlić
entirely	na cacy
concord	związek zgody
concord	kongruencja
auscultate	osłuchać
auscultate	osłuchiwać
common	powszednieć
common	spowszednieć
eavesdrop	podsłuchać
hit	wybić
hit	wybijać
hole	powybijać
interest	zajob
massacre	pozabijać
kill	uśmiercić
multitask	poczynić
anyway	mniejsza z tym
inflict	wyrządzać
impute	posądzić
impute	posądzać
litigate	procesować
lubricous	oślizgły
stale	nieświeży
knock over	strącić
knock over	strącać
lubricous	śluzowaty
helical	spiralny
extirpate	wyplenić
extirpate	wypleniać
snort	prychać
sputter	parsknąć
snort	prychnąć
use	zdrobnić
use	zdrabniać
make	zgrubić
make	zgrubiać
elastic	sprężysty
clean up	oporządzać
rocky	głaźny
divide	przedzielać
divide	przedzielić
box off	odgrodzić
box off	odgradzać
bar	zagrodzić
bar	zagradzać
famish	zagłodzić
even out	zagładzić
famish	wygłodzić
all around	w koło
all around	w kółko
pay	opłacić
pay	opłacać
become haughty	hardzieć
become haughty	zhardzieć
appropriateness	stosowność
inappropriateness	niestosowność
fan	wachlować
fan	powachlować
sketch	szkicować
sketch	naszkicować
while	jakiś czas
strictly	do końca
from A to B	od początku do końca
from the beginning	od początku
from the beginning	na nowo
rebel	buntowniczka
strip bare	ogołocić
strip bare	ogołacać
strip bare	ogałacać
impassionedly	namiętnie
pay extra	dopłacić
pay extra	dopłacać
gas	zagazować
gas	zagazowywać
fumigate	gazować
development	rozwojowy
developmentally	rozwojowo
bulletproof	kuloodporny
pollute	skazić
call	buntować
call	zbuntować
restorer	odnowicielka
smuggle	przeszmuglować
tighten	sprężyć
tighten	sprężać
contraband	kontrabanda
ductile	ciągliwy
elastic	prężny
killer	zabójczyni
grasp	chapnąć
snap	kłapać
snap	kłapnąć
plop down	klapać
plop down	klapnąć
shrill	piskliwy
unfit	niezdatny
eliminate	wyeliminować
eliminate	eliminować
neutralise	neutralizować
neutralise	zneutralizować
reprocessing	utylizacja
reprocess	utylizować
reprocess	zutylizować
-ise	-yzować
piec	-ł
babble	pogaworzyć
emptily	czczo
insulting	obelżywy
squirrel around	buszować
bore	zanudzać
bore	zanudzić
humiliate	poniżyć
incalculable	nieobliczalny
predictable	obliczalny
incalculable	niepoliczalny
hurry	pośpieszyć
hurry	pośpieszać
devilishly	diabelsko
push apart	rozpychać
push apart	rozepchać
push apart	rozepchnąć
exhaust	wycieńczać
exhaust	wycieńczyć
scrap iron	żelastwo
because	dlatego że
boon	dobrodziejstwo
work up	napocić
sweat	spocić
throw one's weight around	panoszyć
trouble	trudzić
distend	rozdąć
folktale	klechda
two	dwulatek
three	trzylatek
four	czterolatek
five	pięciolatek
six	sześciolatek
seven	siedmiolatek
eight	ośmiolatek
nine	dziewięciolatek
ten	dziesięciolatek
eleven	jedenastolatek
twelve	dwunastolatek
thirteen	trzynastolatek
fourteen	czternastolatek
fifteen	piętnastolatek
sixteen	szesnastolatek
seventeen	siedemnastolatek
two	dwulatka
three	trzylatka
four	czterolatka
five	pięciolatka
six	sześciolatka
seven	siedmiolatka
eight	ośmiolatka
nine	dziewięciolatka
ten	dziesięciolatka
eleven	jedenastolatka
twelve	dwunastolatka
thirteen	trzynastolatka
fourteen	czternastolatka
fifteen	piętnastolatka
sixteen	szesnastolatka
seventeen	siedemnastolatka
eighteen	osiemnastolatka
nineteen	dziewiętnastolatka
vicenarian	dwudziestolatka
tricenarian	trzydziestolatka
eightteen	osiemnastolatek
nineteen	dziewiętnastolatek
vicenarian	dwudziestolatek
tricenarian	trzydziestolatek
assassin	skrytobójczyni
assassin	skrytobójczo
consultation	konsultacja
consultation	konsultacyjny
on-message	lojalnie
consult	konsultować
consult	skonsultować
bien pensant	prawomyślny
usage	wykorzystanie
bien pensant	praworządny
reliability	spolegliwość
dependability	niezawodność
fallibility	zawodność
jointly responsible	współodpowiedzialny
joint responsibility	współodpowiedzialność
consult	zasięgać
consult	zasięgnąć
area	areał
cooperate	współdziałać
cooperation	współdziałanie
cooperation	kooperacja
cooperate	kooperować
cooperation	kooperacyjny
cooperator	kooperant
cooperate	współpracować
synergism	synergizm
synergistic	synergiczny
synergistically	synergicznie
commonality	wspólność
cooperator	kooperantka
law-abiding	praworządnie
law-abiding	praworządność
legalism	legalizm
loyalism	lojalizm
loyalist	lojalista
legalist	legalistka
legitimism	legitymizm
legitimist	legitymista
loyalist	lojalistka
legitimist	legitymistka
dilute	rozrzedzać
dilute	rozrzedzić
hundred	paręset
law-abiding	prawomyślność
shoe	podkuć
shoe	podkuwać
tie	zapętlać
tie	zapętlić
outbid	podkupić
outbid	podkupywać
adorn	okuć
adorn	okuwać
metal fitting	okucie
reforge	przekuć
reforge	przekuwać
at arm's length	na wyciągnięcie ręki
deep into	w głąb
sing	odśpiewać
sing	odśpiewywać
clean out	wysprzątać
distinguishing	rozpoznawanie
clear up	uprzątać
clear up	uprzątnąć
absorb	zaprzątywać
absorb	zaprzątnąć
gobble up	wtrząchać
gobble up	wtrząchnąć
clutter up	bałaganić
disparage	ubliżać
disparage	ubliżyć
rock crystal	kryształ górski
crystal	kryształowy
macroscopic	makroskopowy
macroscopically	makroskopowo
macroscopy	makroskopia
polish	polerować
in full	w pełni
buffer	polerka
diamond cutter	szlifierz
grinder	szlifierka
band	taśmowy
completeness	zupełność
completeness	całkowitość
completeness	kompletność
one hundred percent	stuprocentowy
one hundred percent	stuprocentowo
do grunt	do gruntu
absolutely	do spodu
wholly	w zupełności
much	nie bardzo
piously	nabożnie
pious	nabożny
devoutly	pobożnie
religiously	religijnie
very cleanly	na glanc
very cleanly	na glans
wakening	budzenie
pious	zbożny
piously	zbożnie
galosh	gumiak
galosh	gumowiec
actress	amantka
throb	tętnić
rumble	dudnić
rumble	zadudnić
populate	zaludnić
populate	zaludniać
forge	wkuć
forge	wkuwać
absurdity	niedorzeczność
eleven	paręnaście
twenty	parędziesiąt
lick	liznąć
chicken out	tchórzyć
chicken out	stchórzyć
bow	kulić
bow	skulić
outspeed	prześcigać
outspeed	prześcignąć
cower	przycupnąć
cower	przykucnąć
cower	przykucać
lap	chlipać
lap	chlipnąć
start crying	zapłakać
cry	zapłakiwać
become dearer	zdrożeć
become dearer	podrożeć
become cheaper	stanieć
become cheaper	potanieć
bad atmosphere	smrodek
stink	sztynk
smelly	śmierdliwy
break wind	prukać
break wind	pruknąć
fillip	prztyczek
shoo	a kysz
howl	skomleć
bellyache	biadolić
bellyache	biadać
bitch	psioczyć
dance	zatańczyć
dance	potańczyć
fillip	pstryczek
bow	podkurczać
bow	podkurczyć
lament	lamentować
self-made card	laurka
add color	podkolorować
add color	podkolorowywać
stain	barwić
dye	farbować
reweigh	przeważyć
emphasis	ależ
reweigh	przeważać
piece	pyza
moan	jęknąć
be scared	zlęknąć
relieve	wyręczyć
relieve	wyręczać
Mammuthus primigenius	mamut włochaty
guarantee	uręczać
guarantee	uręczyć
be scared	przelęknąć
purr	mruknąć
groan	stęknąć
guarantee	gwarantować
guarantee	zagwarantować
guarantee	zagwarantowywać
grumble	kwękać
grumble	gderać
pH	odczyn
dispel	odczyniać
captivate	urzec
irrigate	nawodnić
irrigate	nawadniać
ballsy	kozacki
ballsily	kozacko
quick	szybkostrzelny
caustic	żrący
caustic	kaustyczny
here and there	tu i ówdzie
here and there	tam i siam
here and there	to tu, to tam
each	wszem i wobec
here and there	tędy i owędy
complain	pogderać
be fussy	kaprysić
groan	pojękiwać
sniff	wybrzydzać
disgust	brzydzić
gross out	obrzydzić
gross out	obrzydzać
soil	paskudzić
grumble	sarknąć
rustle	szemrać
whisper	szepnąć
go over	przestudiować
go over	przestudiowywać
redden	czerwienić
blacken	czernić
Calla	czermień
Xanthosoma	żółtosocza
corm	bulwocebula
swollen	opuchły
drop off	wysadzić
drop off	wysadzać
line	obsadzić
line	obsadzać
plover	siewka
sit	obsiąść
sit	obsiadać
sit	zasiąść
sit	zasiadać
presidium	prezydium
Livonia	Inflanty
shabby	zapyziały
barren	jałowieć
barren	wyjałowieć
barren	wyjałowić
barren	wyjaławiać
disinfect	odkazić
disinfect	odkażać
plant	zasadzić
plant	zasadzać
exaggeration	bez przesady
toil	krwawica
hack	hakować
hack	zhakować
saw	piłować
clasp	przygarnąć
clasp	przygarniać
plant	nasadzić
plant	nasadzać
get out	wysiadać
bedouin	beduinka
dab	muskać
small hours	nad ranem
tightly	ciasno
cease	zaprzestać
cease	zaprzestawać
record collection	płytoteka
tape collection	taśmoteka
catalogue	skatalogować
catalogue	katalogować
development	rozbudowa
-ština	-yzna
develop	rozbudować
develop	rozbudowywać
place	plasować
place	uplasować
pin	przyszpilić
pin	przyszpilać
nest	zagnieżdżać
place	lokować
place	ulokować
wall	przygwoździć
wall	przygważdżać
place	sadowić
discuss	rozmówić
enunciable	wymawialny
swollen	opuchnięty
swollen	spuchnięty
let oneself go	zapyzieć
ischemia	niedokrwienie
ischemic	niedokrwienny
hemorrhage	krwotoczny
pulmonary embolism	zatorowość płucna
heart attack	atak serca
heart attack	zawał serca
so far	do tej pory
brush up on	podszkolić
brush up on	podszkalać
beginner	szkółka
trial field	rozsadnik
education	szkolnictwo
circulatory	krwionośny
free distribution	rozdawnictwo
manage	gospodarzyć
manage	gospodarować
manlet	karakan
suffice	starczać
crossbreed	pokurcz
disconnect	rozłączać
disconnect	rozłączyć
stoning	ukamienowanie
appointment	umówiony
obscurant	wstecznik
educate	doszkolić
educate	doszkalać
train	wyszkolić
train	wyszkalać
tuft	pędzelek
roll	stoczyć
roll	staczać
roll upwards	wtoczyć
roll upwards	wtaczać
lose	zatracać
roll	wytoczyć
roll	wytaczać
roll	potoczyć
magician	magiczka
shell	gilza
reel	nawinąć
reel	nawijać
winder	nawijarka
chat	nawijka
wind	nakręcić
wind	nakręcać
curlpaper	papilot
tidbit	nowinka
screw	przykręcić
screw	przykręcać
knob	pokrętło
preserve	kultywować
turn	pokręcić
turn	pokręcać
anxious	niespokojny
anxiously	niespokojnie
convoluted	pokrętny
convolutedly	pokrętnie
convoluted	powikłany
tangle	powikłać
complication	powikłanie
coronary	wieńcowy
bouquet	wiązanka
śmiać się do rozpuk	śmiać się do rozpuku
burst	rozpuk
reel	rolka
like	zalajkować
convoluted	zagmatwany
convoluted	pogmatwany
convoluted	zawikłany
turn up	podkręcić
turn up	podkręcać
eyelash curler	zalotka
flirtatious	zalotny
flirtatiously	zalotnie
wooer	zalotnica
seductress	uwodzicielka
temptress	kusicielka
schemer	intrygant
plotter	intrygantka
schemer	kombinatorka
provocateur	prowokator
provocateur	prowokatorka
flirt	flirciarz
flirt	flirciarka
philanderer	bałamut
philanderer	bałamutka
troublemaker	mącicielka
have on	bałamucić
have on	zbałamucić
idler	leserka
idler	próżniaczka
by then	do tego czasu
on time	o czasie
all the time	przez cały czas
high time	najwyższy czas
celebrate	świętować
cannot be done	nie lza
playful	filuterny
playfulness	filuteria
playfully	filuternie
playful	figlarny
playfully	figlarnie
mischievous	psotny
mischievously	psotnie
playful	swawolny
playfully	swawolnie
mischievous	łobuzerski
mischievously	łobuzersko
hooliganish	chuligański
clip	przesterowywać
clip	przesterować
yobbish	hultajski
yobbishly	hultajsko
yobbishly	chuligańsko
hatch	wykluć
hatch	wykluwać
crime	kryminalny
criminal	przestępczy
wickedly	nikczemnie
hooliganism	chuligaństwo
mark out	wytyczyć
mark out	wytyczać
delving	dociekanie
evaporate	wyparować
evaporate	wyparowywać
kick someone when they are down	kopać leżącego
generic	nieszczególny
następny	następnym razem
generically	nieszczególnie
imprecise	nieprecyzyjny
rough around the edges	niedopracowany
callow	niedoświadczony
fruit	owocować
fruit	zaowocować
agenda	porządek dzienny
soprano	dyszkant
soprano	dyszkantowy
school trip	zimowisko
gawk	lampić
heat	hajcować
irreversible	nieodwołalny
reversible	odwołalny
unauthenticated	niepotwierdzony
irrecoverable	niepowetowany
sluggish	niewydolny
inefficient	niewydajny
countless	nieprzeliczony
countless	niezliczony
countless	nieprzebrany
desolate	niepocieszony
desolate	nieukojony
desolate	nieutulony
fulfilled	zaspokojony
tire	zmordować
funest	nieodżałowany
disrupt	zakłócić
roll	utoczyć
roll	utaczać
bring	przytoczyć
bring	przytaczać
quote	zacytować
quotation	przytoczenie
excerpt	urywek
roll	przetoczyć
roll	przetaczać
orphan	osierocić
hoist	windować
hoist	wywindować
screw	śrubować
indecisive	niezdecydowany
speak	rajcować
dzielić włos na czworo	dzielić włos na czworo
gurgle	bulgotać
irrepressible	niepowstrzymany
excite	ekscytować
excite	podniecić
come to someone's rescue	przychodzić z pomocą
come to someone's rescue	przyjść z pomocą
oh so	ale to
discuss	dyskutować
bathe	skąpać
shine light through	prześwietlić
shine light through	prześwietlać
specialize	wyspecjalizować
specialize	specjalizować
squirt	strzykać
gush	tryskać
crackle	trzeszczeć
incarcerate	inkarcerować
cellmate	współwięźniarka
light-sensitive	światłoczuły
gush	trysnąć
belch	buchnąć
squirt	strzyknąć
be famous	zasłynąć
apprehend	pojmać
catch	imać
grab hold of	pochwycić
rozum i godność człowieka	RiGCz
leer	łypać
in someone's black books	podpadać
in someone's black books	podpaść
nuance	niuansować
nuance	zniuansować
doubt	zwątpić
semidesert	półpustynia
wind	wichrowy
fish	wędkować
fish	powędkować
start	na dzień dobry
disgust	zniesmaczyć
disgust	zniesmaczać
disgusted	zniesmaczony
Croesus	krezus
headstrong	uwziąć
whale	wielorybi
friend	druhna
tall	chłopisko
far	dalece
recommend	raić
moose	łosza
transfer	przepompować
transfer	przepompowywać
pumping station	przepompownia
enticing	zachęcający
roll	przeturlać
founder	założycielka
lathe	tokarnia
inject	wstrzyknąć
inject	wstrzykiwać
coat	obtoczyć
coat	obtaczać
roll	odtoczyć
roll	odtaczać
roll	dotoczyć
roll	dotaczać
peel	wyłuszczyć
peel	wyłuszczać
clarify	sklarować
cheer	wypogodzić
cheer	wypogadzać
cheer	rozchmurzyć
cheer	rozchmurzać
brighten	przejaśnić
brighten	przejaśniać
conviction	przeświadczenie
bright	rozwidnić
bright	rozwidniać
fork	rozwidlić
fork	rozwidlać
deflower	rozdziewiczyć
deflower	rozprawiczyć
whiten	wybielić
rub	potrzeć
rub	pocierać
amuse	zabawiać
amuse	zabawić
twist	skręcać
hard-boiled egg	jajko na twardo
soft-boiled egg	jajko na miękko
expert	fachowiec
mięso armatni	mięso armatnie
obsolete	starzyzna
vortex mixer	wytrząsarka
inspire	inspirować
inspire	zainspirować
excrete	wydalić
old hand	rutyniarz
savanna	sawanna
hunt down	upolować
left-handed	leworęki
right-handed	praworęki
transitional period	tranzycja
belch	buzować
make a point	omieszkać
gripe	bolączka
enigmatic	zagadkowy
inscrutability	zagadkowość
enigmatically	zagadkowo
inventor	wynalazczyni
scavenge	żerować
a lot	nad wyraz
bez wyraz	bez wyrazu
no way	nie sposób
disproportionate	niewspółmierny
commensurable	współmierny
commensurable	proporcjonalny
disproportionate	nieproporcjonalny
local	nietutejszy
nie na żart	nie na żarty
build	budowa ciała
beat	skuwać
beat	skuć
cluster	jagodnik
spin	buksować
box	boksować
gross out	odstręczać
gross out	odstręczyć
ring	obrożny
Lipaugus	bławatowiec
Haematoderus	kruczyniec
umbrellabird	strojnoczub
bare	nagoszyi
hear	wyspowiadać
grill	brać na spytki
grill	wziąć na spytki
grill	wypytać
grill	wypytywać
Carpodectes	wawrzynowiec
Xipholena	palmożer
ask	zapytywać
Cotinga	bławatnik
get	napytać
ask after	rozpytać
ask after	rozpytywać
annex	anektować
annex	zaanektować
leer	łypnąć
report	referować
ambiguous	niejednoznaczny
brute	bezrozumny
brute	nierozumny
aubergine	oberżyna
financial security	wycug
decay	uwiąd
wet blanket	malkontentka
Tarsiidae	wyrak
lying	zarzeczny
bellower	krzykacz
bellower	krzykaczka
Scelorchilus	krytonos
attack	zaatakować
noose	stryczek
Polish	polakożerstwo
by mistake	przez pomyłkę
roar	zaryczeć
roar	ryknąć
thunder	zagrzmieć
shout	zakrzyczeć
shout	zakrzyknąć
shout	zakrzykiwać
shout over	przekrzyczeć
shout over	przekrzykiwać
drown out	zagłuszyć
drown out	zagłuszać
shout	wykrzyczeć
excessive	zbytkowny
excessively	zbytkownie
lavishly	wystawnie
shout	pokrzyczeć
broadcast	rozkrzyczeć
raucous	rozkrzyczany
call names	nawymyślać
scold	połajać
upbraid	wyłajać
scold	zgromić
scold	gromić
rout	rozgromić
rout	rozgramiać
bemuddle	dezorientować
bemuddle	zdezorientować
cuss out	sobaczyć
curse	złorzeczyć
curse	złorzeczenie
scold	sztorcować
scold	obsztorcować
angrily	gniewnie
furiously	wściekle
formidably	groźnie
reproachful	karcący
reproachfully	karcąco
stopień równy	stopień równy
strike	piorunować
electrifying	piorunujący
electrifyingly	piorunująco
shock	porazić
shock	porażać
paralysis	bezwład
inertly	bezwładnie
inertness	bezwładność
connotation	skojarzenie
giant clam	przydacznia
pushchair	spacerówka
scatter	kidać
trample	tratować
trample	stratować
negotiate	rokować
war	marsowy
dourly	marsowo
for a song	za bezcen
for a song	za grosze
for a song	za półdarmo
arcane	nieprzenikniony
impenetrable	nieprzenikliwy
impenetrably	nieprzenikliwie
impenetrability	nieprzenikliwość
arcaneness	nieprzeniknioność
rigour	surowość
raw material	surowcowy
rawly	surowo
weakling	wymoczek
inoperability	niedowład
ciliate	orzęsek
Orthodox Church	cerkiewny
severely	srodze
severely	srogo
softish	miękkawy
hardish	twardawy
jacket	wdzianko
mercilessly	bezlitośnie
mercilessness	bezlitosność
cruelty	okrutność
brutality	brutalność
barbarically	barbarzyńsko
bestially	bestialsko
bestiality	zezwierzęcenie
bestiality	bestialstwo
cruelly	bezwzględnie
harshness	bezwzględność
impartiality	bezstronność
impartially	bezstronnie
unpardoning	bezpardonowy
unforgivingly	bezpardonowo
severity	srogość
callously	nieczule
callousness	nieczułość
indifferently	obojętnie
rigorous	rygorystyczny
rigorously	rygorystycznie
rigorist	rygorysta
merciless	nielitościwy
mercilessly	nielitościwie
Eurasian hobby	kobuz
confirmation	zatwierdzenie
pulsate	pulsować
negotiate	pertraktować
accompany	wtórować
repeat	powtórka
ominously	złowrogo
cool	oziębić
cool	oziębiać
colouring	kolorystyka
colouring	zabarwienie
tint	zabarwić
tint	zabarwiać
cool	ostudzać
chill	wyziębić
cool	wyziębiać
give	zaziębić
give	zaziębiać
cold	zaziębienie
cause	nabawić
cause	nabawiać
cool	wychłodzić
cool	wychładzać
cool	wystudzić
cool	wystudzać
dance	tańcować
obstreperous	zaczepny
ready, set, go	na miejsca, gotowi, start
