free	gratis
law of nature	naturlov
visit	visitt
Huguenot	hugenott
haircut	hårklipp
Muslim	muslimsk
Northern Ireland	Nord-Irland
unregistered	uregistrert
public transport	kollektivtrafikk
underground	tunnelbane
selection	utval
naturleg	naturleg utval
apocalypse	apokalypse
Nazi	nazistisk
meeting place	møteplass
centre	midtlinje
midtlinje	midt
midst	midte
stretch	strekk
really	gjerne
Old Norse	elfenbein
control tower	kontrolltårn
welding	sveising
belly dancing	magedans
shoe shop	skobutikk
florist's	blomsterbutikk
flowerpot	blomsterpotte
chamber pot	nattpotte
limestone	kalkstein
sedimentary	sedimentær
ceramic	keramisk
ceramics	keramikk
garfish	horngjel
felt-tip pen	tusjpenn
Indian ink	tusj
angler	breiflabb
mortar	mørtel
building material	byggemateriale
computer game	dataspel
origin	opphav
colour pencil	fargeblyant
sign of spring	vårteikn
commode	kommode
slit	splitt
nib	pennesplitt
lie	ljugast
lie	lygast
comfortable	behageleg
substitute	erstatning
bacteriological	bakteriologisk
American	amerikanar
relative	slektning
lesson	lærepenge
careful	forsiktig
once	eingong
good lord	herregud
back	bakside
approval	godkjenning
spark plug	tennplugg
notebook	notisbok
notebook	notatbok
block	steinblokk
rockfall	steinras
landslide	jordras
great tit	kjøtmeis
blue tit	blåmeis
willow tit	granmeis
school	grunnskole
ocean sunfish	månefisk
derailment	avsporing
case	tilfelle
petulant	atal
policewoman	politikvinne
Nepalese	nepalsk
great-aunt	grandtante
great-uncle	grandonkel
terrorist	terroråtak
terrorist	terrorangrep
grandparent	besteforelder
European plaice	raudspette
horrible	frykteleg
for	år og dag
recreation	rekreasjon
barge	lekter
refinery	raffineri
expectation	forventning
fall	undergang
date of birth	fødselsdato
undramatic	udramatisk
inner	indre
emperor penguin	keisarpingvin
pilgrim	pilegrim
crucifix	krusifiks
blasphemous	blasfemisk
atheistic	ateistisk
punishable	straffbar
black grouse	orrfugl
blackcock	orrhane
greyhen	orrhøne
ceremony	seremoni
receiver	mottakar
Semitic	semittisk
triangular	triangulær
heavy water	tungtvatn
three-dimensional	tredimensjonal
surroundings	omgjevnad
decimal point	desimalkomma
decimal fraction	desimal
hundredth	hundredel
thousandth	tusendel
reciprocal	resiprok
down	nedover
New Year's Day	nyttårsdag
glamorous	glamorøs
programming	programmering
firewall	brannmur
air	luftsirkulasjon
modification	modifikasjon
guideline	retningslinje
hostage taker	gisseltakar
Good Friday	langfredag
Easter Sunday	påskedag
Easter egg	påskeegg
relaxation	avslapping
biblical	bibelsk
gearbox	girkasse
steering column	rattstamme
semi-automatic	halvautomatisk
torque	dreiemoment
Nynorsk	målmann
stocking	strømpe
over	over bord
asexual	aseksuell
sodium chloride	natriumklorid
mudflat	mudderflate
wading bird	vadefugl
sandbank	sandbanke
fog	tåke
wetland	våtmark
hazy	disen
hazy	disig
lorry driver	lastebilsjåfør
seat belt	bilbelte
seat belt	setebelte
forestry	skogbruk
contour	kontur
south-west	sørvest
sawmill	sagbruk
winter	vintertid
standard time	normaltid
rainy season	regntid
dry season	tørketid
polar night	mørketid
hemisphere	halvkule
astrological	astrologisk
sideways	sidelengs
centrifugal force	sentrifugalkraft
centrifugal	sentrifugal
invent	finne opp
nymphomaniac	nymfoman
nymphomania	nymfomani
understate	underdrive
compression	kompresjon
stopcock	stoppekran
stopwatch	stoppeklokke
sugar beet	sukkerbete
sugar beet	sukkerroe
variety	varietet
discharge	utløp
restoration	restaurering
nomadic	nomadisk
attraction	attraksjon
day trip	dagstur
tights	strømpebukse
fit	passform
no man's land	ingenmannsland
overseas	oversjøisk
Atlantic Ocean	Atlanterhavet
mainland	fastland
subcontinent	subkontinent
travel	reisemål
crystal clear	krystallklar
crystal	krystall
south	sørende
boarding school	internatskole
soloist	solist
routine	rutine
bedtime	sengetid
gå	gå til sengs
relation	relasjon
concubine	konkubine
ironing	stryking
raw material	råmateriale
administer	administrere
degenerate	degenerere
deprive	depravere
elevate	elevere
football	fotballag
resist	motstå
session	sesjon
Christmas time	juletid
second	andreplass
newly	nygift
hospitable	gjestfri
famous	berømt
celebrity	kjendis
Allium sativum	kvitlauk
Maori	maorisk
menstrual cycle	menstruasjonssyklus
chimpanzee	sjimpanse
lump	klump
painful	smertefull
hopeful	håpefull
tactful	taktfull
thoughtful	tankefull
stormy	stormfull
mouthful	munnfull
half	halvfull
stylish	stilfull
tasteful	smakfull
deficient	mangelfull
hope	forhåpning
grimace	grimase
perfection	perfeksjon
reflexive	refleksiv
father-in-law	svigerfar
-in-law	sviger-
brother-in-law	svigerbror
sister-in-law	svigerinne
birthday cake	bursdagskake
inflate	blåse
rightful	rettmessig
under age	umyndig
spare wheel	reservehjul
kingdom	kongedømme
hydraulic	hydraulisk
hydraulics	hydraulikk
icy	iskald
degree	minusgrad
fluid mechanics	fluidmekanikk
rule of thumb	tommelfingerregel
caricature	karikatur
humorous	humoristisk
cliché	klisjé
explanation	forklaring
stock	varelager
half	halvtom
comical	komisk
satirical	satirisk
ordinary	ordinær
order	bestilling
despatch	utsending
electric motor	elmotor
suspicion	mistanke
clothes brush	klesbørste
garment	klesplagg
wardrobe	klesskap
Cup Final	cupfinale
battery-powered	batteridriven
gazelle	gasell
climacterium	klimakterium
bleach	bleike
bleach	bleika
kneed	knea
weaken	davre
fish	fiskebutikk
plastic	plastfolie
daily	dagsavis
out of order	uorden
especially	især
lov	lov og orden
fastidiousness	kresne
airport	flyterminal
fotografere	fotografert
lipoma	lipom
Faroe Islands	Færøyane
beg	tigge
trinn	trinn for trinn
feverish	hektisk
optimistic	tidsoptimist
warmonger	krigshissar
peace dove	fredsdue
inconsiderate	omsynslaus
honour killing	æresdrap
mass murder	massemord
sweater	genser
agreement	husfred
marzipan	marsipan
couch potato	sofagris
bargain	røvarkjøp
robber	røvar
rain	hølja
toothbrush	tannkost
failure	svikt
scientific	vitskapleg
unscientific	uvitskapleg
disagreement	usemje
disagreement	usamd
disagreement	ueinig
wealthy	velståande
also	dessutan
welcome	velkomen
plough	pløye
driving	drivkraft
house of cards	korthus
peace	fredsavtale
Fuchsia	fuksia
halve	halvere
on	fastsette
basic	grunnlønn
peel	skrella
flashing	blinklys
discussion	kollokvium
manpower	arbeidskraft
tømde	tømme
truce	våpenkvile
Larix	lerk
for	for det meste
system	klimaanlegg
children	barnebok
Chechen	tsjetsjensk
Chechen	tsjetsjenar
probable	sannsynleg
tourist	turistattraksjon
unbeliever	vantru
dirty	driten
court	rettssak
puffball	røyksopp
flowers	blomstra
sulfate	sulfat
skate	skeise
ticket	billettkontroll
term	skjellsord
secular	sekulær
swordfish	sverdfisk
hammerhead shark	hamarhai
priority	prioritere
International Phonetic Alphabet	det internasjonale fonetiske alfabetet
inspect	vêre
blood	blø
rub	gni
dwarf planet	dvergplanet
reduction	skattelette
head start	føremon
period	tidsperiode
mix	mikse
through	gjennomgangstrafikk
hotel	hotellrom
visit	heimsøkja
haunted	heimsøkt
i	i det siste
Haliaeetus albicilla	havørn
på	på langs
abdisere	abdisert
chop	hogga
dragonfly	augestikkar
acute	falkeblikk
steel	vaier
submarine	sjøkabel
cloth	bleie
shaving brush	barberkost
purpose	føremål
force	gerilja
maritime	havklima
first	førsteplass
third	tredjeplass
heat	varmetap
buck	bukk
air	luftrom
authentic	uekte
Columba palumbus	ringdue
soil	jorderosjon
leap year	skotår
Dahlia	georgine
keyboard	klaviatur
north	nordkyst
look	vike
government	embetsmann
Northern Ireland	nordirsk
diphtheria	difteri
bird	fugletrekk
blackcurrant	solbær
palm	lóve
walnut	valnøtt
journey	reisetid
vidare	inntil
local	lokalsamfunn
goods train	passasjertog
passenger train	godstog
headed	-hovda
envious	sjalu
lack of sleep	søvnmangel
kind	kjekk
quick	kvik
health	helsemessig
Finnmark	finnmarking
octagonal	oktogon
pain	smertelindring
surrounding	omland
Earth	jordakse
Pastinaca sativa	pastinakk
etymology	ordsoge
ear	maiskolbe
kernel	maiskorn
Glycine max	soyabønne
anchovy	ansjos
HCl	saltsyre
HCl	hydrogenklorid
retrospective	tilbakeblikk
point	punktvis
solar	solvarme
Orchidaceae	orkidé
shake	fillerista
blood	blodsirkulasjon
chest	brystsmerte
strew	strøya
cod liver oil	tran
cloven hoof	klauv
thicket	kratt
moped	mopedist
mouse	museklikk
estimate	anslagsvis
to death	i hel
U-sving	sving
Pacific	stillehavsøy
radiation	varmestråling
deviate	avvike
roof	hustak
satellite	satellittbilde
walk	gå sin veg
occupy	okkupere
kWh	kilowattime
hourglass	timeglas
Happy New Year	godt nytt år
border	grensestolpe
hilt	hjalt
art form	kunstform
yew	barlind
immigrant	innvandrar
immigration	innvandring
human	menneskekropp
sport	idrettsklubb
gaming	dataspeling
close	familiemedlem
four	fireåring
three	treåring
wet	tårevåt
group	øygruppe
mischief	fanteri
common	fellestrekk
destination	ferdamål
inexperienced	uerfaren
painlessly	smertefritt
matter	smakssak
Europa	Nord-Europa
tense	preteritum
word	visdomsord
task	verv
shelf	hylleplass
women	dameundertøy
clothes	tørkestativ
in	innelåst
out	utelåst
overnight	overnatting
starry	stjernehimmel
side	sidestykke
fishing	fiskeflåte
ready-made	ferdigmat
car	bildekk
onshore	pålandsvind
environmental	miljøkatastrofe
grapnel	dregg
reliable	sætande
incest	blodskam
shopping	handletur
breath	vindpust
lay	kable
clink	klirre
clink	klirr
elastic	strikk
fragile	skøyr
rubber	gummijolle
food	matbutikk
west	vestavind
rotation	jordrotasjon
open-air	friluftskonsert
north	nordside
lack	pengemangel
writing	skrivefeil
posterity	ettertid
flexitime	flekse
change	klesskift
loss	vekttap
long	langbukse
delivery	leveringstid
probability	sannsyn
royal	kongepar
war	krigsreporter
neighbouring	naboby
inferiority	mindreverd
sunrise	solrenning
storm	stormvarsel
registration	registreringsnummer
city state	bystat
så	så langt, så godt
training	treningsleir
erection	ereksjon
caring	omsorgsfull
outside	utekran
bus	busstur
great	kjempejobb
bright	knallblå
south	sørside
edge	sjøkant
lookout	utsiktspunkt
holiday	ferieby
can	ølboks
minimum	minstepris
express	ekspressbuss
thatched	halmtak
meeting	landsmøte
surprising	overraskande
immigrate	innvandra
settle	busette
canned	boksøl
and so on	osb.
envy	misunne
train	togtur
international	landegrense
boathouse	båthus
studded tire	piggdekk
ready	sjøklar
mental hospital	mentalsjukehus
distress	nødrakett
passport	passfoto
passport	passbilde
tinnitus	øyresus
from	frå topp til tå
tinned	boksemat
tinned	hermetikk
hand net	håv
reading	leselampe
war	stridsvogn
wind	vindretning
distance	i det fjerne
uniform	raudruss
stamp	frimerkesamling
stamp	frimerkealbum
dog	hundeskål
Norway	Christiania
merit	meritt
death	dødstrussel
life insurance	livsforsikring
Dianthus	nellik
Urtica dioica	brennesle
ornamental	prydplante
fight	slåst
rheumatism	revmatisme
rheumatism	reumatisme
Christmas	julemiddag
Christmas	julestemning
outer	ytterkant
telephone	telefonsamtale
taxi	taxitur
cab	taxipris
torrential	styrtregn
cooling	kjølevifte
Christmas	julemat
ability	tilpassingsevne
ferry	ferjeterminal
football	fotballklubb
luxury	luksusgjenstand
rhinoceros	nashorn
Byzantium	bysantinsk
surround	omgi
average	middeltemperatur
life	sjøliv
health	helserisiko
back	ryggproblem
way	tankegang
school	skolegang
thickness	tjukn
business	forretningsmessig
newspaper	avisartikkel
unicorn	einhyrning
mermaid	havfru
together	samvær
cruelty to animals	dyreplageri
soft serve	softis
parking	parkeringsbot
equation	likning
kvitte	kvitte
Amerika	Latin-Amerika
oligarchy	oligarki
optician	optikar
right	stemmerett
flail	slegel
hypha	hyfe
towards	bakover
copyright	opphavsrett
quick	lynrask
stage	sceneshow
evening	kveldstur
without	heilskinna
make	offentleggjere
electrical	brytar
bongo drum	bongotromme
lundehund	lundehund
steel	stålkabel
police	politiarrest
lack	plassmangel
invention	oppfinning
colour	vassfarge
watermelon	vassmelon
dog food	hundemat
classmate	klassekamerat
laziness	latskap
mouse	datamus
drainage system	vassdrag
sandblåser	sandblåse
scallop	musling
bees	bisverm
shellfish	skaldyr
ew	æsj
bright	knalloransje
dummy	dumming
tabular	tabellform
Ulva lactuca	havsalat
thrush	trost
death	martyrdød
valuable	verdisak
circus	sirkusdyr
britiske	Dei britiske øyane
engelske	Den engelske kanalen
satellite	satellittbilete
bad	uår
much	omdiskutert
blister	blemme
year	dødsår
fast food restaurant	gatekjøkken
fast food restaurant	gatekjøken
kitchen	kjøken
newly	nysnø
fellow	medarbeidar
steel	stålnett
pulling	trekkraft
mill	mylne
miller	mylnar
Passeridae	sporv
saliva	sikl
Austrian	austerriksk
humble	audmjuk
playing card	spelkort
water tower	vasstårn
water pipe	vasspipe
collective	samleomgrep
mother	morsside
father	farsside
very	ovleg
market	salsbu
standard	mynteining
morning	morgonraude
anteater	maurslukar
Caucasus	Tsjetsjenia
attempted	kuppforsøk
caretaker	vaktmeister
greeting	helsing
comfort	trivnad
close-up	nærbilete
Holy Communion	altargang
police	politimeister
warden	fangevaktar
prow	framstamn
guerrilla	geriljakrig
guerrilla	geriljataktikk
act	valdshandling
assassination	attentatforsøk
Burkina Faso	burkinsk
opinion	innstilling
sloth	dovendyr
Guinea-Bissau	bissauguineansk
intermediate	mellomstasjon
light	lysebrun
heal	lækje
denial	benektelse
arsenal	våpenarsenal
just	idet
a	a-moll
town	Bodø
Saint Vincent	Saint Vincent og Grenadinane
bar chart	søylediagram
San Marino	sanmarinsk
Timor	Aust-Timor
Maud	Dronning Maud Land
local	lokalavis
acute accent	akutt
legally	lovmessig
conception	oppfatning
Jesuit	jesuittprest
record	rekordmange
ladies	dametoalett
gents	herretoalett
cm2	kvadratcentimeter
jerk	fjompenisse
jerk	fjomp
raccoon	vaskebjørn
desire	lidenskap
low tide	fjære
interwar	mellomkrigstid
mouth	kjeft
non-socialist	borgarleg
Norwegian	fårikål
sad	sørgmodig
Aquila chrysaetos	kongeørn
newly	nyfødd
farm	småbruk
FeCl3	jernklorid
animal	dyreart
hydroelectric	vasskraft
sewerage	kloakkanlegg
whisper	kviskre
eraser	viskelêr
work	funke
green	grøntområde
packed lunch	matpakke
coastal	kystområde
coastal	kyststripe
train	togreise
sheep	sauebruk
east side	austside
dairy	mjølkebruk
tourist	turistbuss
close	stengje
depopulation	avfolking
national	landesorg
wonder	vedunderleg
evening	kveldssol
time	tidsrom
vehicle	brøytebil
sports field	kunstgrasbane
photo	fotoalbum
patient	tolig
graphic	grafikk
spruce	typograf
fresh	ferskvare
fennec	ørkenrev
Vulpes lagopus	fjellrev
meat	sjy
printed	trykksak
declaration of war	krigserklæring
ball	dott
broadcasting	kringkasting
weatherbound	vêrfast
minimum	minimumskrav
crowbar	brekkjern
right	eigedomsrett
down	sakke
deck	lyfting
tomato	tomatsuppe
front	framhjul
back	bakhjul
quantum physics	kvantefysikk
further	vidareutvikle
compound	samansetting
sulphur	svovelinnhald
fly	fyka
peikar	peike
spoken	talespråk
easy	tydeleg
dog	hundeeigar
professional	yrkesgruppe
deaf	døvblind
Meles meles	grevling
Mustela nivalis	snømus
Dama dama	dåhjort
Dama dama	dådyr
Ovibos moschatus	moskusfe
natural	naturkraft
Rattus rattus	svartrotte
Apodemus flavicollis	skogmus
Apodemus sylvaticus	småskogmus
Apodemus flavicollis	storskogmus
Microtus agrestis	markmus
Microtus oeconomus	fjellmarkmus
Microtus levis	austmarkmus
average	gjennomsnittsfart
light year	ljosår
Myopus schisticolor	skoglemen
Myodes glareolus	klatremus
Myodes rufocanus	gråsidemus
Myodes rutilus	raudmus
Sicista betulina	bjørkemus
Soricidae	spissmus
Sorex araneus	krattspissmus
Sorex minutus	dvergspissmus
Sorex minutissimus	knøttspissmus
Sorex caecutiens	lappspissmus
Sorex isodon	taigaspissmus
Neomys fodiens	vasspissmus
Phoca vitulina	steinkobbe
Pusa hispida	ringsel
Pagophilus groenlandicus	grønlandssel
Erignathus barbatus	storkobbe
Halichoerus grypus	havert
Delphinapterus leucas	kvitkval
Physeter catodon	spermkval
Hyperoodon ampullatus	nebbkval
Mesoplodon bidens	nordspisskval
Stenella coeruleoalba	stripedelfin
Delphinus delphis	gulflankedelfin
Lagenorhynchus acutus	kvitskjeving
Lagenorhynchus albirostris	kvitnos
Grampus griseus	arrdelfin
Eubalaena glacialis	nordkaper
Balaenidae	rettkval
Balaena mysticetus	grønlandskval
Balaenoptera acutorostrata	vågekval
Balaenoptera borealis	seikval
Balaenoptera physalus	finnkval
Balaenoptera musculus	blåkval
Megaptera novaeangliae	knølkval
service	tenest
Larus fuscus	sildemåke
natural	naturarv
greatest	størstepart
oil	oljeselskap
pill bug	pilleskrukketroll
advertising	annonsekampanje
drøftar	drøfte
protection	personvern
Nyctereutes procyonoides	mårhund
Agder	egd
cement	sementfabrikk
coat	frakk
Vaccinium vitis-idaea	tytebær
redden	rodne
gram	mikrogram
exhaust	avgass
plastic	plastflaske
incineration	forbrenningsanlegg
area	bruksområde
domestic	hushaldsavfall
sea	havoverflate
crank	sveiv
area	landområde
emergency	nødkanal
Bubo bubo	hubro
Corvus monedula	kaie
Rissa	krykkje
administrative	administrasjonssenter
common murre	lomvi
passenger	passasjerfly
Scolopax rusticola	rugde
supernatural	hulder
nix	nykk
innvigd	innvie
consecrate	innvia
go	ryggja
husband	ektefelle
blue	asurblå
monster	udyr
bachelor	ungkar
main	hovudinngang
body	hovuddel
monochrome	monokrom
wheelbarrow	trillebår
bad	kjip
drøftar	drøfta
homosexuality	homofili
teenage	tenår
hammer	hammar
Svalbard	sysselmann
Norwegian	nordnorsk
catch up	innhente
arm	lovens lange arm
Alaskan	alaskar
Alaskan	alaskisk
touchy	hårsår
bitch	tispe
excess	overvekt
traffic	trafikkåre
break	sprekkje
elbow	olboge
loge	losje
poor	fåtøk
tympanum	tympanon
parchment	pergament
expire	gå ut
aport	bakbord
shedding	hamskifte
language	språknemnd
wolffish	steinbit
linguistics	språkforsking
unfortunately	diverre
Svalbard reindeer	svalbardrein
quite	temmeleg
chortle	humra
play truant	skulka
suffix	suffigera
debatable	diskutabel
seed	såd
bluen	blåne
barely	snautt
freshwater	ferskvatn
naval	sjøkrig
car	bilmotor
weight	papirvekt
leisure	fritidsaktivitet
face	fjes
football	fotballkamp
at	til bords
run	terrengløp
generative	generativ
silly season	agurktid
troll	trollheim
mountainous	fjellheim
fumble	fomme
year	forfjor
year	i forfjor
mining	gruvedrift
reindeer	reindrift
burden of proof	bevisbyrde
mausoleum	mausolé
embers	glør
lukewarm	lunka
ivory	filsbein
alive	i live
pea	ertestuing
uframkommelig	uframkomeleg
tennessine	tenness
Anabaptist	anabaptist
session	fotografering
newly	nybygd
viewing	synsvinkel
everyday	kvardagsliv
Marxist	marxistisk
animal	dyreliv
-phobic	-fob
mining	gruveindustri
birdnest	fuglereir
conquer	hærta
warm	varmluft
tvekjønna	hermafroditt
very	syltynn
ande	Den heilage ande
lobster	hummar
dialect	målføre
maiden	møy
topping	pålegg
knee	knes
gå	gå og legge seg
gå til sengs med	gå til sengs med fienden
go to bed with	gå til sengs med
half	halvliter
football	fotballpøbel
football	fotballsko
hand	handkrem
grinder	kvern
brain	hjerneskade
duel	holmgang
whirlpool	boblebad
trauma	traume
word order	ordstilling
winter	vinternatt
board	fjøl
piece	trestykke
strandflat	strandflate
west	vestafjells
bush	solbærbusk
ninth	nidel
carom	kurong
advertising	reklamekampanje
wolf	gråtass
gathering	veitsle
whip	svepe
speed	drekt
top	toppetasje
glacial	breerosjon
warning	varslingssystem
great	mengd
old	alderspensjonist
avalanche	fjellskred
off	utløyse
great	kjempesuksess
plan	plankart
street	blindgate
transitional	overgangsfase
draught animal	seletøy
occupational	yrkesskade
insurance	forsikringspremie
kabellengd	kabellengda
Stone Age	steinaldermann
waiting	ventetid
Regulus regulus	fuglekonge
underground	gangtunnel
bløffe	bløffar
departmental	vesen
poisonous	giftslange
healthy	triven
zigzag	sikksakkmønster
dirty	skittentøy
Christmas time	joletid
college	høgskule
fellow	medmenneske
extreme	uhorveleg
shuttle	skytteltrafikk
state-owned	pensjonsfond
residential	bustadområde
industrial	industriområde
planning	planarbeid
plant	planteliv
chief	sjefingeniør
hundred-year-old	hundreåring
chief	maskinsjef
bird	fuglereservat
Mosjøen	mosjøværing
Nordland	Mosjøen
leie	leiast
elected	tillitsperson
athletic	idrettslag
rich	tradisjonsrik
tourist	turistmål
naval	sjøslag
coastal	kystslette
ferry	ferjeforbindelse
ferry	ferjesamband
ferry	ferjekai
streetcar	sporveg
fylle	fyllast
vekse	veksande
street	renovasjon
refuse	renovasjonsbil
refuse	søppelbil
requiem	rekviemmesse
observation	utsiktsplattform
souvenir	suvenirbutikk
heat	varmeopptak
contemporary	samtidskunst
outdoor	friluftsliv
proprietary	merkevare
high-speed	hurtigbåt
indoor	svømmehall
crime	krimroman
royal	resolusjon
Northern Norway	tromsøværing
little	gatestump
passenger	medpassasjer
print	opplag
young	jentunge
medieval literature	middelalderlitteratur
antidote	motgift
agricultural	jordbruksland
hope	vone
fishing	fiskeindustri
forklare	forklarast
joint	medeigar
collective	tariffavtale
learning	læreprosess
administration	rettspleie
completely	totalskadd
gondola	gondolbane
aerial	taubane
føretrekke	føretrekk
efficient	effektivisere
in	etappevis
chain	Lofoten
fully	fullasta
undisturbed	usjenert
siesta	middagskvil
siesta	middagskvild
honorary	æresdoktor
honorary	æresdoktorgrad
supplementary	supplementsbind
absolution	skriftemål
Fosen	Indre Fosen
lakseelvar	lakseelv
town	bystatus
border	grenseområde
arm	fjordarm
alien	romvesen
routine	rutinekontroll
transport	transportfly
unincorporated	bygdeby
kerosene	parafinlykt
at	i siste liten
which	kva for ein
hunting	jaktrifle
scrap	matrest
deep	djupraud
ministerial	taburett
potato	jordeple
sea	sjøutsikt
kill	døyda
record	rekordforsøk
email	e-brev
language	språkbruk
Ash Wednesday	langfaste
skiing	skitur
equestrian	hestesport
stop	stoppsignal
paratrooper	fallskjermjeger
free	ufri
set	regelverk
freedom	ufridom
sincere	hjartans
name day	namnedag
artificial	kunstgjødsel
surface	hudoverflate
gold	gullbarre
last	jumboplass
rich	rikmann
imaginative	skjønnlitteratur
big	storindustri
melancholy	sorgfull
colour	fargefoto
melancholy	hugsjuk
nursing home	sjukeheim
nursing home	pleieheim
nursing home	kvileheim
nursing home	aldersheim
nursing home	gamleheim
joint	samvirke
growth	tilvekst
growth	tilvokster
fiddle	felemusikk
basic	grunnform
distinctive	særtrekk
baroque	barokkmusikk
record	plateselskap
stopping	stoppestad
cutting	skjering
vitne	Jehovas vitne
exposure	eksponeringstid
zebu	sebu
half	todel
stepchild	stebarn
peripheral vision	sidesyn
sacrifice	blóta
pardon	benåde
stykk	stk.
divide	sære
receive	odle
local	nærområde
military	militærleir
øyremerke	øyremerkte
corpse	nåe
half-moon	halvmåneforma
rail	jernbanenett
busybody	nysgjerrigper
daily	dagslønn
electrical current	straumstyrke
idiolect	idiolekt
time	krisetid
close	nærkamp
Pistacia vera	pistasj
opening	glugge
sun	solkrem
defence	forsvarsstyrke
tall	heving
promise	ekteskapsløfte
national	statsbudsjett
sea	sjøtransport
military	militærbase
gladiator	gladiatorkamp
giant	tuss
breach	lovbrot
quarry	steinbrot
in	i vente
rubber	gummihanske
bear	bjørnepels
fake	fuskepels
deformed	vanskapning
Santa Claus	julenissen
Carex	storr
edge	skogkant
teeth marks	tannmerke
female	kvinnebryst
criminal	straffesak
small	småstein
physical	kroppsarbeid
railway	jernbanebru
indicator	indikatorart
harmony	harmonere
winter	vinterføre
joke	fleipa
pine	furutømmer
building	byggekostnad
skeleton	skjelettaktig
lower	underleppe
pedicure	pedikyr
train	lokførar
ski	skiløype
prioritere	prioriterast
natural	naturfiber
roof	takterrasse
knife	knivblad
re-election	attval
kitchen	kjøkkenstol
audio	lydanlegg
Lycosa tarantula	tarantell
give	skvette
fallen	nedfallstre
car	bilpanser
bad	uvesen
folk	spelemann
roof	takluke
learn	pugge
triumphal	triumfferd
dissekere	dissekerer
railway carriage	kupé
night	nattog
coupling	svingskive
stabbing	knivstikk
fishing	fisketur
deep	havfiske
family	familietur
in	nødsfall
tourist	turistsesong
light	lysegrå
given	lattermild
calender	kalander
bunker	bunkersolje
oil	oljeavfall
entrance	inngangsdør
rule	ordensregel
extra	ekstraarbeid
county	fylkesveg
reverie	sverme
tell	skrøne
angle	skakke
boom	drønn
poor	næringsfattig
cliff	klippevegg
wooden	treboks
elder	hyllebær
wash	maskinvask
inhabitant	bygdefolk
lacking	evnelaus
principle	prinsipplaus
mountain	fjellhylle
old	kjerringsnakk
sea	havside
house	hushjørne
stony	steingrunn
cut	snauklipt
clip	snauklippe
prize	lodd
business	forretningsfolk
family	barnefamilie
family	familieferie
vekkarklokke	alarmklokke
miracle	mirakelkur
honey	honningbrød
retail	varehus
vanilla	vaniljeis
rough	rufsete
moss	mosekledd
adorned	gullbeslått
horse	hestehov
climbing	klatreplante
light	lysegul
least	livskraftig
national	nasjonalhelt
press	pressetalsmann
diamond	diamantgruve
left	venstreside
peace	fredsmarsj
hoe	krafse
female	kvinnestemme
Achillea millefolium	ryllik
hormonal	hormonbalanse
blow	snyte
crust	skorpe
dry	steingjerde
roar	døn
yellow	gulbrun
shower	regnskur
drop	ølskvett
groan	stønn
ureinslig	ureinsleg
orphans	foreldrelaus
endure	utstå
national	folkehelt
enemy	folkefiende
professional	yrkestittel
transitional	overgangsperiode
new	nyord
mark	distinksjon
body	kroppsvev
sexual	kjønnsorgan
blue	turkisblå
Earth	jordskorpe
cirrus	cirrussky
tens	titusenvis
quarterly	kvartalsrapport
modest	blygsam
algal	algevekst
upon	bestråle
radiation	strålebehandling
cancer	kreftcelle
Mediterranean	middelhavsland
free trade	frihandelsavtale
day	aksjonsdag
head	avdelingssjef
price	prisauke
A4	A4-ark
make-up	sminkepensel
make-up	sminkekost
make-up	sminkebørste
make-up	sminkepung
make-up	sminkeveske
nuclear	kjernekraftverk
bike	sykkeltur
grass	alfagras
uranium	uranmalm
corrosion	korrosjonsbestandig
engineer	sivilingeniør
measuring	måleinstrument
mining	gruveby
Pomor	pomor
mountain	fjelluft
lung	lungeskade
producer	produsentland
cause	tilføye
vision	sjon
vision	sjun
warning	varsellampe
cultural	kulturminne
welding	sveiseelektrode
powder	pulverform
bluish	blågrå
fire	brannskade
fungal	soppinfeksjon
time	inkubasjonstid
legal	rettsspørsmål
wax	vokslys
heat	varmemotstand
yellow card	gult kort
car	biltrafikk
walk	sneie
at	borti
support	støttebjelke
paddling	padletur
characteristic	karakteristikum
traffic	ferdselsåre
municipal	kommunegrense
contrasting	kontrastfarge
human	menneskehår
yellow	gulfarge
up	oppunder
sound	lydfrekvens
sound	lydstudio
degree	breiddegrad
Guinea	Ny-Guinea
land	landareal
Caledonia	Ny-Caledonia
north	nordende
Geotrupes	tordivel
Polynesia	Fransk Polynesia
annual	årsnedbør
environmental	miljøtrussel
hostage	gisseldrama
average	gjennomsnittstemperatur
naval	marinefartøy
maximum	maksfart
passenger	rutebåt
local	lokalbefolkning
application	vippse
terror	terrorregime
direct	direkterute
queen	gemalinne
neighbouring	naboøy
tropical	tropeklima
clothing	klesindustri
dialling	telefonkode
consumer	konsumpris
communist	kommunistregime
volcanic	vulkanøy
giant	kjempefisk
mountain	fjellrygg
Swedish	svenskegrense
national	riksgrense
border	grenseovergang
course	elveløp
Norway	Oslofjorden
mountain	fjellvidde
long	dalføre
mountainous	fjellområde
mountain	fjellbygd
local	lokaltog
town	kjøpstad
coastal	kyststi
coastal	kystby
direction	retningsskilt
town	Brekstad
town	Brevik
town	Brumunddal
town	Bryne
town	Drøbak
town	Egersund
town	Fagernes
town	Finnsnes
town	Florø
town	Fosnavåg
town	Hokksund
town	Honningsvåg
town	Hønefoss
town	Jessheim
town	Jørpeland
town	Kolvereid
town	Kopervik
town	Langesund
town	Leknes
town	Lillestrøm
town	Mo i Rana
town	Moelv
town	Mysen
town	Måløy
