deir siad	abraid
nausea	adhascaid
nausea	adhascaideach
halter	adhastrach
lapwing	adhaircín
lascivious	adharcachán
laryngoscope	laraingeascóp
-itis	-íteas
laryngitis	laraingíteas
laryngeal	laraingeach
igniter	adhainteoir
inflammation	adhaint
kindle	adhain
ignitable	so-adhainte
adamant	adhmaint
adulterate	adhaltranaigh
novelty	adhnua
igneous	adhantach
oil-fired	ola-adhainte
ignitable	inadhainte
woody	adhmadach
ligneous	adhmadúil
magnetism	adhmainteas
magnetic	adhmainteach
early morning	adhmhaidin
destruction	adhmhilleadh
matutinal	maidiniúil
destroy utterly	adhmhill
extol	adhmhol
eulogy	adhmholadh
eulogist	adhmholtóir
eulogistic	adhmholtach
adorer	adhraitheoir
easy	aosáideach
odd	corr-
breathnaíonn	breathnaigh ó
rest	lig do scíth
goodbye	go ngnóthaí Dia duit
defamation	aithisiú
petitioner	iarrthóir
dysgeogenous	disgeoiginiúil
eugeogenous	eoigeoiginiúil
canonization	naomhainmniú
fine needle	snáthaid bheag
coarse needle	snáthaid ramhar
fine needle	snáthaid chaol
darn	dearnáil
fine	míndearnáil
fine	míndearnálaí
affectionate	bách
can	ceaintín
oatbread	arán coirce
cockle	sruán
axiomatic	aicsímiteach
axiom	soiléirse
axiomatic	soiléirseach
axiom	aicsím
action	aicsean
acquisition	aicseam
coal	aibhleog
vehicular	feithicleach
motor vehicle	feithicil mhótair
immensity	aibhse
riverain	aibhneoir
electricity	aibhléis
scintillate	aibhligh
mischievous	aibéiseach
in	in aibéis
quickness	aibéil
lemon sole	leith bhallánach
tiny	ballánach
great	aibhseach
immensity	aibhseacht
fop	aibhseoir
foolishness	baothántacht
scorcher	scóitséir
light	fóill
brittle	aibrisc
ripen	aibigh
ember	aibhleog dhearg
cinder	aibhleog dhóite
love	armacas
aperiodic	aipeiriadach
periodic table	tábla peiriadach
appendix	aipindic
appendiceal	aipindiceach
purport	airbheartaigh
fence	airbhe
bed	airéal
areca	airéic
arena	airéine
caretaker	airíoch
appearance	araíocht
lukewarm	alabhog
distress	anacróir
weakness	anacmhainn
loving	armacach
backward step	aischéim
step back	aischéimnigh
regression	aischéimniú
regressive	aischéimnitheach
halberd	halbard
halibut	haileabó
piebald	alabhreac
aliphatic	alafatach
alanine	alainín
big strong	alaisceach
incoherent speech	alamais
alkaloid	alcalóideach
rack	alchaing
Alpine	Alpach
voracious	alpach
voracious eating	alpadh
aldolase	aldóláis
aldol	aldól
aldosterone	aldaistéarón
voracious eater	alpaire
lump	alpán
bolting food	alpaireacht
remissness	amaoile
spoonwort	amarach
acephalous	aiceifealach
fortieth	ceathrachadú
hackler	haicléir
acentric	aiceintreach
acyl	aicil
rime	aicill
beseech	aitim
habitation	aicíocht
acinus	aicíneas
disease	aicíd
acetylene	aicéitiléin
acetal	aicéatal
acetone	aicéatón
acetic	aicéiteach
achene	aicéin
acetamide	aicéataimíd
acoelomate	aicéalómach
acoelous	aicéalach
classification	aicmiú
akinete	aicinéit
cliquishness	aicmíocht
acetaldehyde	aicéataildéad
aldehyde	aildéad
sharp	aichear
alb	ailb
alveolus	ailbheolas
aileron	ailearán
alembic	ailimic
aleurone	aileorón
breeze	aithleá
alignment	ailíniú
align	ailínigh
alum	ailím
allergy	ailléirge
allergic	ailléirgeach
allude	ailléidigh
allusion	ailléideach
adrenal	aidréineach
adrenaline	aidréanailín
adrenaline	aidréanailíneach
acidolysis	aigéadalú
acid radical	aigéadfhréamh
oceanographic	aigéaneolaíoch
acid-fast	aigéadobach
watertight	uisce-obach
enclosure	bábhún
compound word	comhfhocal
psychologist	aigneolaí
psychology	aigneolaíocht
woven fabric	uige
plummet	aigeach
tag	aigilín
carbolic acid	aigéad carbólach
glacial acid	aigéad gloiniúil
aigéad prúiseach	aigéad prúiseach
fatty acid	aigéad sailleach
overcuriosity	ainfhiosracht
untruth	ainfhírinne
unpunctual	ainfhéichiúnta
unrighteousness	ainfhíréantacht
unjust	ainfhíréanta
discordant	ainfhreagrach
answer	ainfhreagra
cedilla	straithín
devilry	áibhirseoireacht
ghostly	taibhsiúil
showy	taibhseach
aye	aidhe
rack	aidhleann
exaggerating	áibhéil
reluctant	aimhleasc
attachment	aidhlicí
fuse	aidhnín
gunpowder	púdar gunna
nitroglycerine	nítriglicrín
bolt rope	aighre
submit	aighnigh
argumentative	aighneasóir
argumentativeness	aighneasacht
malapropism	mífheilteachas
metaphor	meafar
briseann siad	brisid
amusement	áibhéar
alchemist	ailceimiceoir
hermetic	ailceimiceach
alchemy	ailceimic
hermetic	heirméiteach
voracious eating	ailpínteacht
unattractive	mítharraingteach
displeasing	míthaitneamhach
ill-favored	míghnaíúil
ugly	míofar
halcyon	ailcín
alginate	ailgionáit
bichromate	déchrómáit
chromate	crómáit
chromium	cróimiam
algebraic	ailgéabrach
algebra	ailgéabar
alkyl	ailcil
gripes	aileacó
alginic	ailgineach
algin	ailgin
alligator	ailigéadar
alimony	ailiúnas
alleluia	aililiú
precancerous	réamhailseach
sweaty	allasúil
magnificence	ollás
magnificent	ollásach
knuckle blow	ailtín
ravine	ailteán
alumina	alúmana
aluminous	alúmanach
architectonic	ailtireachtúil
alternate	ailtéarnach
alternation	ailtéarnú
alternator	ailtéarnóir
darling	ainsín
reproaching	oirbhire
anise	ainís
ill-usage	ainíde
anaesthetic	ainéistéiseach
anesthesia	ainéistéise
tattered	ainéide
dressed	ainéidithe
slow	ainéasca
anneal	ainéal
anemometer	ainéimiméadar
ascetic	aiséiteach
ascetic	aiséitiúil
rise again	aiséirigh
repayment	aisíocaíocht
repay	aisíoc
involuntary	ainneonach
imprudence	aimhghliceas
imprudent	aimhghlic
le	le haimhleacht
misguided	aimhleasta
meaningless	gan chiall
reluctant	aimhleisciúil
harmful	aimhleasach
crooked	claon-
sidelong look	claonamharc
sidelong glance	claonfhéachaint
clinograph	claonghraf
perverse judgment	claonbhreith
negative	claonchló
ogling eye	claondearc
ogling eye	claonsúil
indirect speech	claoninsint
paralogism	claonloighic
partisan	claonpháirteach
ogling eye	claonrosc
oblique case	claontuiseal
binse na	binse na nAirí
want	aimhneart
lacking	aimhneartach
skilligalee	scileagailí
distal	aimhneasach
irregular	aimhrialta
unbridled	ainrianta
anomaly	aimhrialtacht
disobedient	aimhriarach
disobedience	aimhriar
untamed	ainriata
sterilization	aimridiú
barren	aimridigh
amniotic	aimníneach
amnion	aimnín
amnesia	aimnéise
amnesiac	aimnéiseach
forgetfulness	díchuimhne
wretch	aimleoir
wretchedness	aimlíocht
ammeter	aimpmhéadar
amplify	aimpligh
amplifying	aimplitheach
amplifier	aimplitheoir
amplitude	aimplitiúid
amplification	aimpliú
troublesomeness	aimpléiseacht
troublesome	aimpléiseach
ampere	aimpéar
ampere-turn	aimpéarlúb
ampere-hour	aimpéaruair
amperage	aimpéaras
admiral	aimiréal
admiralty	aimiréalacht
amyl	aimil
amyl	aimileach
amitosis	aimiotóis
mitosis	miotóis
aim	aimsiú
craving	aimirne
ravenous	aimirneach
amethyst	aimitis
temporal	aimseartha
marksman	aimsitheoir
marksmanship	aimsitheoireacht
water diviner	aimsitheoir uisce
irrational	aingiallta
malignancy	aincis
malignant	ainciseach
toward them	chucusan
from	dhíom
repugnant	aimhréireach
despotic lord	aintiarna
tyrant	anlaith
bloodless	neamhfholach
bloodlessness	neamhfholacht
antennular	aintéiníneach
antennal	aintéineach
antenna	aintéine
antennule	aintéinín
anthem	aintiún
to	dhóibh
to	dhúinn
to	dhaoibh
opportune moment	ailí a fháil ar rud
malignant	aingí
peevish	ainciseoir
angina	aingíne
angina pectoris	aingíne chléibh
malignancy	aingíocht
angelical	ainglíocht
angelic	ainglí
goitrous	aingliseach
goitre	ainglis
angelica	ainglice
unreason	aingiall
guide	ainligh
arsine	airsín
artesian	airtéiseach
arterial	artaireach
alpenstock	alpastaic
thanksgiving	altú
selfie	féinín
antiphon	ainteafan
antiphonal	ainteafanúil
tyrannical	aintiarnúil
tyranny	aintiarnas
violent	aintréan
enquiry	fiosrúchán
stabbing	ropaireacht
storm	spéirling
tyranny	tíorántacht
overweening	ainteann
excessive	ainteas
office	ainteirt
false witness	ainteastach
Japanese	Seapáinis
derangement	ainghléas
evil deed	ainghníomh
noun clause	ainmchlásal
catalogue	ainmliosta
nomination	ainmniú
makeshift	ainmniúchas
nomination	ainmniúchán
nominalism	ainmníochas
subjective	ainmníoch
feed	cothaigh
wild	ainscianta
wildness	ainsciantacht
wildness	ainscian
anchovy	ainseabhaí
grotesqueness	ainspiantacht
grotesque	ainspianta
unbeliever	ainchríostaí
unchristian	ainchríostúil
unchristian	neamhchríostúil
unchristian	míchríostúil
unchristian	ainchríostúlacht
discomfort	aineascaireacht
uncomfortable	aineascair
unruliness	ainriantacht
Christianity	Críostaíocht
Christianity	Críostúlacht
Christian	Críostúil
obdurate	aindiúideach
obduracy	aindiúid
uncared-for orphan	aindílleachta
unlawful	aindílis
disfigured	ainimheach
blemish	ainimh
unknown	aineoil
aneuploid	aineoplóideach
aneurysm	aineoras
aneurin	aineoirin
silvery	airgeadúil
familiar	aithnidiúil
lively	anamúil
unsmiling	anaoibhiúil
pleasant	aoibhiúil
senate	seanad
senatorial	seanadóiriúil
imprudent	ainchríonna
unbelief	ainchreideamh
disloyalty	mídhílseacht
unbelieving	ainchreidmheach
illegality	aindleathacht
illegal	aindleathach
silvering	airgeadú
silver	airgeadaigh
heavy artillery	airtléire throm
light artillery	airtléire éadrom
artillery	airtléire
agrimony	airgeadán
silver thread	airgeadsnáithe
currency	airgeadra
monetary policy	airgeadaíocht
finance	airgeadas
ignorant	ainbhiosán
inexact	ainbheacht
destitute	ainbhleitheach
stormy	anfach
froth	ainbhlinn
foolhardiness	ainbheocht
monster	ainbheithíoch
chattel	airnéis
tick	ceartán
habit	ainbhéas
vicious	ainbhéasach
reverberate	aisfhuaimnigh
reverberation	aisfhuaimniú
impudent	aisfhreagrach
back answer	aisfhreagra
retroactive	aisghníomhach
retroaction	aisghníomhú
revolute	aischasta
feedback	aischothú
retake	aisghabh
abrogation	aisghairm
abrogate	aisghair
frugality	baileachas
precision balance	cruinnmheá
round	cruinneog
globule	cruinnín
round	cruinneán
rotunda	cruinnteach
round mass	cruinnmheall
stool	stóilín
perverse	ainbhreitheach
unjust judgment	ainbhreith
lazy-bed	ainneor
miserable	ainnis
miserable	ainniseoir
chronic	ainsealach
chronicity	ainseal
handsel	ainsile
spring balance	ainsiléad
trickery	aisiléireacht
trickster	aisiléir
astigmatism	aistiogmatacht
astigmatic	aistiogmatach
stigma	stiogma
well-wrought	ceardúil
enchanter	asarlaí
dark magic	asarlaíocht
acting	aisteoireacht
azeotrope	aiseotróp
azeotropic	aiseotrópach
doubt	aincheas
grievous offence	ainchion
inexperience	ainchleachtadh
metrical composition	aircheadal
hereditary steward	airchinneach
approach	araicis
harpy	airp
sharp	aithrinneach
de	de ghréas
ornamented	gréasta
mac	mac airmis
pupil	mac imrisc
ornament	oirnimint
ornament	ornáid
handmade boot	gréasaithe
sloe	airneog
shoemaking	gréasaíocht
fond	airneánach
night	airneán
aspergillum	aisréad
swooning	aisnéalach
swoon	aisnéal
recoil	aisléimeach
recoil	aisléim
lease back	aisléasaigh
erysipelas	arasaipil
failing	meath-
metonymic	meatonaimeach
metonymy	meatonaime
mermaid	murúch
merman	murúch fir
maidenlike	maighdeanúil
whimsical	meonúil
well-disposed	méiniúil
sympathetic	báúil
foolish ambition	aindréim
androecium	aindréiciam
rough	aindreanta
paternoster	Ár nAthair
Paidre	Paidir
associative algebra	ailgéabar comhthiomsaitheach
associativity	comhthiomsaitheacht
associative	comhthiomsaitheach
acrylic acid	aigéad aicrileach
nitrous acid	aigéad nítriúil
nitric acid	aigéad nítreach
lactic acid	aigéad lachtach
acetic acid	aigéad aicéiteach
benzoic acid	aigéad beinséancarbocsaileach
benzoic acid	aigéad beansóch
gastric acid	aigéad goile
hydrochloric acid	aigéad hidreaclórach
folic acid	aigéad fólach
citric acid	aigéad citreach
carbonic acid	aigéad carbónach
oleic acid	aigéad óileach
oleic	oiléach
protect	ainic
anion	ainian
anionic	ainianach
integrity	ainionraic
lack	ainionracas
animal nature	ainmhíocht
animal	ainmhíoch
hugeness	ainmhéid
infrequent	ainmhinic
passionate	ainmhianach
passion	ainmhian
excess	ainmheasarthacht
immoderate	ainmheasartha
evil consequence	ainiarmhartach
result	iarmhairt
evil consequence	ainiarmhairt
anisogamy	ainiseagamacht
evil consequence	ainiarsma
cruelty	ainiocht
cruel	ainiochtach
anisotropic	ainiseatrópach
anisogamous	ainiseagamach
conceited	ainiontach
too much	ainiomad
conceit	ainionadh
sorry plight	ainriochtach
sorry	ainriochtán
evil	ainriocht
unbridled	ainrianaí
undisciplined	ainrialta
blood money	airgead fola
destroyer	argthóir
stricken	millteán
princely	prionsúil
noble	aireaghdha
clearly visible	airdhirc
archenteron	airceintrean
voracious	airceach
voracious eater	airceachán
haughtiness	airdiúlacht
honour	oirmhidin
reverend	oirmhinneach
epicentre	airmheán
preparing	oirchill
faculty	aireag
oratory	aireagal
invention	aireagán
atrium	aitriam
fine spell	aiteall
clearing	aitealladh
furze	aiteannach
pleasantness	aiteas
pleasant	aiteasach
ammonia	amóinia
ammonium	amóiniam
embassy	ambasáid
ammonite	amóinít
ammonal	amónal
anabolism	anabalacht
anabolic	anabalach
foster	altramaigh
alum	alúm
contention	amarrán
amatol	amatól
high ground	airdeacht
alertness	airdeall
alert	airdeallach
aseptic	aiseipteach
without	aneachtair
storminess	anfacht
hour	anoíche
unbecoming treatment	anoircheas
anoxia	anocsacht
terrified	anfúil
grabber	antlachán
dislike	antoil
extreme	antoisceach
anthropic	antrapach
interferometer	trasnamhéadar
fooling	airleacánacht
harlequin	airleacán
bounding	airleogach
bound	airleog
destruction	eirleach
aryl	airil
hurricane	hairicín
perceptive	airitheach
percipient	airitheoir
consulting	airle
fosterage	altramas
fosterage	altramú
altruism	altrúchas
sidereal time	am na réaltaí
out	amachaigí
two days after tomorrow	amainiris
ammonite	amainít
misfortune	amaróid
charging	amasach
loutish	gamalach
loutishness	gamalacht
bedtime	am luí
ill-tempered	anglán
quarrelsomeness	anglántacht
ill-tempered	anglánta
blessed	beannachtach
effusively grateful	buíoch beannachtach
commercial firm	gnólacht
margarine	buíoc
margarine	margairín
butterfat	saill ime
patchouli	paitsiúlaí
stove	sornóg
blast	soinneán
castor oil	ola ricne
remover	aistritheoir
journeying	aistreach
picture	pictiúrlann
claimant	éilitheoir
merchant	ceannaí
earning	tuilleamh
dignified	maorga
poor	daibhir
windowsill	leac fuinneoige
windowed	fuinneogach
windowsill	tairseach fuinneoige
windowsill	urlár fuinneoige
surrealist	osréalach
ambulance	otharcharr
smoking car	carráiste tobac
slip-carriage	cóiste inscoite
printer's devil	giolla clódóra
court attendant	giolla cúirte
lad	giollúil
horseboy	giolla capaill
horse boy	giolla eich
gillaroo	giolla rua
posy	pósae
increase	méadaigh
preamble	réamhghiotán
joyless	dúchroíoch
bit	giota
piece of paper	giota páipéir
piece of paper	píosa páipéir
threatening	boirbeáil
angry	borbaigh
toilet roll	rolla leithris
toilet paper	páipéar leithris
water closet	leithreas uisce
in writing	ar pháipéar
paper money	airgead páipéir
sheet of paper	bileog pháipéir
sheet of paper	leathán páipéir
sheet of paper	liarlóg pháipéir
scribbler	breacaire páipéir
hive	coirceogach
conicity	coirceogacht
conical	coirceog
beehive	coirceog bheach
honey bee	beach mheala
clip	fáiscín
honey bee	seileán
leafy	bileogach
leaflet	duilleachán
docket	duillín
foliose	duilliúil
dock	bileog shráide
graph paper	grafpháipéar
rice paper	ríspháipéar
scamall a naoi	scamall a naoi
out-of-the-way	aistreán
out of the way	aistreánach
asbestos	aispeist
asbestos	aispeiste
visionary	aislingeach
dreaminess	aislingeacht
yellow clay	alúin bhuí
sharp knife	altán scine
hit	smiot
blastula	blastúl
hungry	ocrach
blastopore	blastapór
stiff	stalc
blastomere	blastaimír
blastoderm	blastaideirm
blastocyst	blastaicist
blastocoel	blastaicéal
stressed syllable	rinn agus airdrinn
b’fhearr	b'fhearr
d’fhan	d'fhan
d’fhanadh	d'fhanadh
d’fhanfadh	d'fhanfadh
dallying	manaoiseach
middle-aged	meánaosta
fairly old	breacaosta
youthful	anaosta
fairly old	bunaosta
fairly old	scothaosta
nit	sniodh
advanced	cnagaosta
old	foraosta
long-lived	cianaosta
age	comhaosta
old	críonaosta
full	lánaosta
oldness	aostacht
old	aostach
penitent	aithríoch
readminister	athriar
queerness	aisteachas
acting strange	aistíl
printing paper	páipéar héalagrafach
past paper	seanpháipéar scrúdaithe
turbine-driven	tuirbínghluaiste
silver paper	airgeadpháipéar
bond paper	banna-pháipéar
loathsome	urghráiniúil
steam turbine	tuirbín gaile
bromide paper	páipéar bróimíde
bromide	bróimíd
rag	páipéar suarach
non-luminous	neamhlonrach
document	luathscríbhinn
shorthand	luathscríobhaí
scribe	scríobhaí
bald	maolaigh
Ursuline	Ursalach
Vincentian	Uinseannach
U-bend	U-lúb
tSean-Tiomna	Sean-Tiomna
confectionery	milseogra
confection	sócamas
object	ula mhagaidh
object	eala mhagaidh
object	dóigh magaidh
alms	dóigh déirce
charity	déirc
human	duiniúil
Bactrian	baictriach
coffee grounds	dríodar caife
prickly	drisíneach
prickliness	drisíneacht
guanaco	guanacó
fanciful	guanach
Bactrian camel	camall Baictriach
woody nightshade	dréimire gorm
woody nightshade	fuath gorm
step ladder	dréimire taca
rope ladder	dréimire rópa
accommodation ladder	dréimire teile
scaling ladder	dréimire dreapadóireachta
stepped	dréimreach
tall thin	dréimire fir
strip	stráice
flamboyant	stráiciúil
centaury	dréimire Mhuire
centaury	dréimire buí
centaury	deagha
gentian	ceadharlach
lees	dríodar
Tiomna Nua	Tiomna Nua
coca	cóca
guano	guanó
quinine	cuinín
incurability	anfhortacht
aid	fortacht
aid	fortaigh
measure	miosúr
balcony	balcóin
strong	balcánta
balcánta	bulcánta balcánta
strong	balcán
puffball	bolg béice
yelling	béiceach
garfish	ronnach Spáinneach
sweet potato	práta milis
Spanish potato	práta Spáinneach
membranous	scannánach
feature film	scannán lánfhada
full-length	lánfhada
mucous membrane	scannán ronnach
wall	almóir
far country	alltar
beyond	alltarach
wild	alltathír
craggy	alltrach
eyebright	roisnín
eyebright	líon radhairc
eyebright	rinn roisc
teasel	liost
creeping thistle	feochadán reatha
carline thistle	feochadán mín
carline thistle	feochadán baineann
heifer	seafaid
blite	blide
saw	sábh
slight	griog
waterwheel	uas-scairde
waterwheel	íos-scairde
lady	bean uasal
lady	bean choimhdeachta
aging spinster	puisbhean
kitten	piscín
hateful	fuafar
grumbling	clamhsán
henceforth	uaidh seo amach
from now on	as seo amach
churlishness	bodúlacht
currency	airgead reatha
sprint	aga reatha
Chilean	Sileach
Orion	Bodach
Andes	Aindéis
Andean	Aindéiseach
inversion	aisiompú
retrogressive	aisiompaitheach
reverse	aisiompaigh
suppliant	aisceánach
axial	aiseach
restorer	aiseagthóir
feedback	aiseolas
gruaige	aisiríoch gruaige
withdraw	aistarraing
withdrawal	aistarraingt
transfer	aistreog
movable	aistritheach
movability	aistritheacht
rent	aitheach
acquainted	aitheantach
acquaintance	aitheantas
thane	taen
recognizer	aitheantóir
rediscover	athaimsigh
rediscovery	athaimsiú
reimport	athallmhairigh
renewal	athaithne
blasphemy	dia-aithis
rename	athainmnigh
God the Son	Dia an Mac
Dia an	Dia an tAthair
God the Holy Ghost	Dia an Spiorad Naomh
eternal	síoraí
Eternal Father	Athair Síoraí
Athar Naofa	Athair Naofa
father confessor	athair faoistine
confession	faoistin
father confessor	oide faoistine
grandfather	athair críonna
grandfather	athair mór
regular priest	athair naofa
bán	cóta bán
greatcoat	cóta mór
father	athair muintire
oracle	aitheascal
frequent	taithigh
defamer	aithiseoir
acquaintance	aithnid
frost	aithreo
rekindle	athadhain
reinter	athadhlaic
reinterment	athadhlacadh
hurt	gortaigh
mutual discourse	imagallamh
dramatist	drámadóir
dramatize	drámaigh
drama	drámaíocht
envy	tnúth
going	imeachtach
outer	imeachtrach
outer part	imeachtar
catechu	caitsiú
balsamic vinegar	fínéagar balsamach
sensitive plant	lus cigilteach
dill	lus mín
laudanum	ládanam
ticklish	cigilteach
gum arabic	guma arabach
Luxembourgish	Lucsamburgach
Catholicism	Caitliceachas
Aphrodite	Afradaíté
Japanese	Seapánach
analogous	analógach
suitable	feiliúnach
almost	dóbair
hello	Dia dhaoibh
cén chaoi a bhfuil tú	cén chaoi a bhfuil tú
anticlimax	frithdhígeann
anticlimax	frithbhuaic
antifreeze	frithreo
strike against	frithbhuail
resonance	athshondas
antibody	frithábhar
antibody	frithchoirpín
antibiotic	antaibheathach
antibiotic	frithbheathach
counterpleading	frithagra
counterscarp	frithbhalla
counteraction	frithbheart
electromotive force	fórsa leictreaghluaisneach
counterforce	frithfhórsa
counter-attack	frithionsaigh
antipodal	antapódach
antimony	antamón
antiseptic	antaiseipteán
antiseptic	antaiseipteach
anticoagulant	antaithéachtach
antheridium	antairidiam
antirrhinum	antairíneam
counter-attack	frithionsaí
countermarch	frithmháirseáil
counterweight	frithmheáchan
antilogarithm	frithlogartam
antidote	frithnimh
mutual	frithpháirteach
countermand	frithordú
return angle	frithuillinn
must	ní foláir
sheet	braillín
anastomosis	anastamóis
allowance	liúntas
allantois	allantóis
mischief	anmhailís
wrangler	clampróir
analysis	anailís
prohibitive	toirmeascach
capacity	fulaingt
hip flask	fleasc póca
pocket handkerchief	naipcín póca
kerchief	ciarsúr
vest	veist
Saturnalia	Féile Satairn
deafness	allaíre
bundle	allatán
sweat	allasaigh
bloody sweat	allas fola
quarter of an hour	ceathrú uaire
crock	gliogar
pillow	piliúr
blanket	pluid
boarding school	scoil chónaithe
nonsense	seafóid
arachnoid	aracnóideach
female slave	cumhal
rout	scanraigh
scared	scanraithe
booking	áirithint
volumetric analysis	anailís thoirtomhaiseach
lazy	anábhailleach
needy	anásta
direct current	sruth díreach
alternating current	sruth ailtéarnach
input	ionchur
cancel	cealaigh
smoky	toiteach
smog	toitcheo
chimney	simléar
Norwegian	Ioruais
Norwegian	Ioruach
cock stonechat	Donncha an chaipín
cock stonechat	caislín dearg
Máirín an triúis	Máirín an triúis
chimney	toiteachán
frizz	caisnigh
stonechat	caislín cloch
whinchat	caislín aitinn
overbearing	anúdarásach
anuran	anúra
anuran	anúrach
apocrypha	apacrafa
Apocrypha	Apacrafa
apocryphal	apacrafúil
apocarpous	apacarpach
apatite	apaitít
apogee	apaigí
apogamy	apagamacht
apothecium	apaitéiciam
cardinal	cairdinéalta
cardinal	cairdinéalach
cardinalate	cairdinéalacht
annuity	anáid
anodic	anóideach
anode	anóid
uncomfortable	anóiteach
need	anás
young	anársa
respirator	análaitheoir
well-to-do	brabachúil
borage	borráiste
borage	borráiste gorm
purse	bosán
pennyroyal	borógach
growth	borrúlacht
rich	borrúil
bun	borróg
benzene	beinséin
benzine	beinsín
bar	beár
squeaking	bíogarnach
quick-eye	beoshúileach
tinned food	bia stáin
dietetics	bia-eolaíocht
snood	losna
mangel-wurzel	meaingeal
municipality	baile bardais
budgetary	cáinaisnéiseach
birds of a feather flock together	is bách iad lucht aon cheirde
a leopard cannot change its spots	is treise dúchas ná oiliúint
air guitar	aerghiotár
allopatric	allapatrach
abaxial	allaiseach
talk	allagar
pneumonia	aicíd na scamhóg
echo	allabhair
hardship	anró
severity	anróiteacht
severe	anróiteach
foreign	allúrach
abcauline	allchálach
aboral	allbhéalach
import	allmhairigh
import	allmhairiú
imported article	allmhaire
importer	allmhaireoir
argumentation	argóinteacht
argumentative	argóinteach
deed	ardéacht
elevation	ardú
height	ardán
China aster	astar síneach
bubo	scairt ascaille
oarsman	fear ascaille
oarsman	ascaill rámha
oar	rámh
doughnut	taoschnó
arrange	socraigh
arrangement	socrú
clean-cut	pointeáilte
afterwards	ina dhiaidh sin
either	ceachtar
déanann ar	déan ar
outside	taobh amuigh de
anastrophe	anastróf
violent	anbhás
great	anbháil
fearful	anbhách
consternation	anbhá
boorish	amhlánta
boorishness	amhlántacht
boor	amhlán
monster	anchúinse
monstrous	anchúinseach
abnormality	anchúinseacht
officious	anchúramach
solicitude	anchúram
gap	bearna
farter	bromaire
windiness	bromaireacht
gap of danger	bearna bhaoil
antrum	antúr
anthocyanin	antóiciainin
antho-	antó-
day after tomorrow	anóirthear
arguer	argónaí
archegonium	arcagóiniam
satirist	aorthóir
arrowroot	ararút
quarrelsome	argánta
rank	ardchéim
tribute	ardchíos
head clerk	ardchléireach
archesporial	arcaspórach
arbitrage	arbatráiste
ease	aosáid
youthfulness	aosántacht
restrained	araíonach
crisis	aothú
kraft paper	craftpháipéar
eagle ray	roc iolair
electric ray	roc nimhe
analgesic	anailgéiseach
excellent man	ardfhear
noble blood	ardfhuil
archbishopric	ardeaspagóideacht
magnum opus	ardsaothar
grandeur	ardnós
high-ranking officer	ardoifigeach
senior class	ardrang
load	ardualach
haughty	arduallach
form	aoibh
gladness	aogall
inflammation	aodh
pleasantness	aoibhiúlacht
adsorb	asúigh
azalea	asáilia
adsorption	asúchán
aspirator	asúire
adsorbate	asúiteán
azo dye	asóruaim
azoic	asóch
dislodgement	asáitiú
dislodge	asáitigh
bogberry	mónóg
Oileáin Úir	Oileán Úr
replant	athphlandáil
reopen	athoscail
reclasp	athnasc
reinforcement	athneartú
renew	athnuaigh
renewal	athnuachan
reordering	athord
rearrange	athordaigh
rearrangement	athordú
re-export	athonnmhairigh
reawaken	athmhúscail
reflection	athmhachnamh
lithogenesis	litigineas
electrology	leictreolaíocht
electromotive	leictreaghluaisneach
electroscope	leictreascóp
higher mathematics	ardmhatamaitic
higher animal	ardainmhí
metropolis	ardchathair
overlordship	ardtiarnas
Leaving Certificate	Ardteistiméireacht
Lord Mayor	Ardmhéara
lae	ardmheán lae
esteem	ardmheas
chief steward	ardmhaor
chief town	ardbhaile
advanced studies	ardléann
excellent day	ardlá
prancing	ardimrim
loud	ardghlórach
generalissimo	ardghinearál
sovereignty	ardfhlaitheas
principal chieftain	ardfhlaith
high executive	ardfheidhmeannach
supreme council	ardchomhairle
erect	ardcheannach
superior	ardcheann
uppishness	ardaíocht
adjutant general	ardaidiúnach
patriarch	ardathair
lifter	ardaitheoir
ascendant	ardaitheach
raise	ardaigh
high-spirited	ardaigeanta
high-spiritedness	ardaigeantacht
strange	anaithnid
seed potato	práta póir
prune	prúna
rumour	ráfla
tá’s ag	tá's ag
crude oil	amhola
love	carthain
love	carthanacht
hard	arnaidh
arsenic	arsanaic
arsenical	arsanach
arsenious	arsanúil
trigonometry	triantánacht
triangular	triantánach
trigonometric	triantánúil
isosceles triangle	triantán comhchosach
right-angled triangle	triantán dronuilleach
scalene triangle	triantán scailéanach
scalene triangle	triantán corrshleasach
love triangle	triantán suthain
fumbling	útamáil
fumbled	útamáilte
fumbling	útamálach
androgen	andraigin
Araucaria araucana	arócar
boron	bórón
plan	plean
vacuum cleaner	folúsghlantóir
clumsy	anastán
unpleasantness	anaiteas
anatomist	anatamaí
anatomy	anatamaíocht
transmigration	anamimirce
anemone	anamóine
liveliness	anamúlacht
spiritual adviser	anamchara
spiritual guidance	anamchairdeas
animism	anamachas
annalist	annálaí
rareness	annamhacht
annular	annalach
annulus	annalas
foundation church	annóid
annals	annáil
chaotic	anordúil
chaos	anord
irrational order	anordú
armada	armáid
arability	arúlacht
fertile	arúil
ammunition	armlón
armour	armúr
armoured	armúrtha
harmonization	armónú
retread	atrácht
another time	atráth
arm	armáil
beardless	amhulchach
phantom	amhailt
sharpness	amhainse
sharp	amhainseach
singing	amhránaíocht
lees	amhaisc
seascape	amharc mara
chance	amhantar
venturesome	amhantrach
speculation	amhantraíocht
cur	amhsán
wild	amhsach
bark	amhastraigh
hireling	amhas
bark	amhastrach
