code,name
nmw,rifao
nmx,nama (papua new guinea)
nmy,namuyi
nmz,nawdm
nna,nyangumart
nnb,nand
nnc,nancer
nnd,west amb
nne,ngandyer
nnf,ngai
nng,maring
nnh,ngiemboo
nni,north
nnj,nyangatom
nnk,nanki
nnl,northern rengma
nnm,nami
nnn,nget
nno,norwegian nynorsk
nnp,wancho
nnq,ngindo
nnr,nar
nns,ningy
nnt,nanticok
nnu,dw
nnv,nugunu (australia)
nnw,southern nuni
nny,ny
nnz,nda'nda'
noa,woun m
nob,norwegian bokmå
noc,nuk
nod,northern thai
noe,nimadi
nof,nom
nog,nogai
noh,nom
noi,noiri
noj,nonuy
nok,nooksack
nol,nomlaki
nom,nocamá
non,old nors
nop,num
noq,ngongo
nor,norwegi
nos,eastern nis
not,nomatsi
nou,ewage-not
nov,novi
now,nyambo
noy,noy
noz,nayi
npa,nar ph
npb,nupbikh
npg,ponyo-gongwang
nph,phom
npi,nepali (individual language)
npl,southeastern puebla nahuat
npn,mondropolo
npo,pochuri
nps,nips
npu,puimei
npx,noipx
npy,nap
nqg,southern nago
nqk,kura ede nago
nql,ngendelengo
nqm,ndom
nqo,n'ko
nqq,kyan-karyaw
nqy,akyaung ari
nra,ngom
nrb,nar
nrc,noric
nre,southern rengma
nrf,guernésiais
nrf,jèrriais
nrg,narango
nri,chokri
nrk,ngar
nrl,ngarlum
nrm,narom
nrn,nor
nrp,north pic
nrr,nor
nrr,norr
nrt,northern kalapuy
nru,nar
nrx,ngurmbur
nsa,sangtam
nsc,nshi
nsd,southern nis
nse,ns
nsf,northwestern nis
nsg,ngas
nsh,ngoshi
nsi,nigerian sign
nsk,naskapi
nsl,norwegian sign
nsm,sumi
nsn,neh
nso,northern sotho
nso,pedi
nso,sepedi
nsp,nepalese sign
nsq,northern sierra miwok
nsr,maritime sign
nss,nali
nst,tase
nsu,sierra negra nahuat
nsv,southwestern nis
nsw,navut
nsx,nsongo
nsy,nas
nsz,nis
ntd,northern tid
nte,nathembo
ntg,ngantangarr
nti,natioro
ntj,ngaanyatjarr
ntk,ikoma-nata-iseny
ntm,nateni
nto,ntomb
ntp,northern tepeh
ntr,delo language|delo
ntu,natü
ntw,nottoway
ntx,tangkhul naga (myanmar)
nty,mantsi
ntz,natanzi
nua,y
nuc,nukuini
nue,ngund
nuf,nus
nug,nungali
nuh,ndund
nui,ngumbi
nuj,nyo
nuk,nuuchahnulth
nuk,nuu-chah-nulth
nul,nusa laut
num,niuafo'o
nun,ano
nuo,nguô
nup,nupe-nupe-tako
nuq,nukum
nur,nukuri
nus,nuer
nut,nung (viet nam)
nuu,ngbund
nuv,northern nuni
nuw,nguluw
nux,mehek
nuy,nunggubuy
nuz,tlamacazapa nahuat
nvh,nasari
nvm,nami
nvo,nyoko
nwa,nawathineh
nwb,nyabw
nwc,classical nepal bhas
nwc,classical newari
nwc,old newari
nwe,ngw
nwg,ngayaw
nwi,southwest t
nwm,nyamusa-molo
nwo,nauo
nwr,nawar
nwx,middle newar
nwy,nottoway-meherri
nxa,nauet
nxd,ngando (democratic republic of congo)
nxg,ngad'
nxi,nindi
nxk,koki
nxl,south
nxm,numidi
nxn,ngaw
nxo,ndambomo
nxq,naxi
nxr,ninggerum
nxu,nar
nxx,nafri
nya,chew
nya,chichew
nya,nyanj
nyb,nyangbo
nyc,nyanga-li
nyd,nyor
nyd,olunyo
nye,nyengo
nyf,giryam
nyf,kigiryam
nyg,nyind
nyh,nyigi
nyi,ama (sudan)
nyj,ny
nyk,nyanek
nyl,ny
nym,nyamwezi
nyn,nyanko
nyo,nyoro
nyp,nyang'i
nyq,nayini
nyr,nyiha (malawi)
nys,ny
nyt,nyawaygi
nyu,nyungw
nyv,nyulny
nyw,nyaw
nyx,nganyayw
nyy,nyakyusa-ngond
nza,tigon mbemb
nzb,njebi
nzd,nzadi
nzi,nzim
nzk,nzakar
nzm,zeme
nzs,new zealand sign
nzu,teke-nziko
nzy,nzakambay
nzz,nanga dama dogo
oaa,orok
oac,oroch
oar,ancient aramaic (up to 700 bce)
oar,old aramaic (up to 700 bce)
oav,old avar
obi,obispeño
obk,southern bontok
obl,oblo
obm,moabit
obo,obo manobo
obr,old burmes
obt,old breto
obu,obulom
oca,ocai
och,old chines
oci,occitan (post 1500)
oco,old cornish
ocu,atzingo matlatzinc
oda,odut
odk,od
odt,old dutch
odu,od
ofo,ofo
ofs,old frisi
ofu,efutop
ogb,ogbi
ogc,ogbah
oge,old georgi
ogg,ogbogolo
ogo,kh
ogu,ogbronuagum
oht,old hittit
ohu,old hungari
oia,oirat
oin,inebu o
ojb,northwestern ojibw
ojc,central ojibw
ojg,eastern ojibw
oji,ojibw
ojp,old japanes
ojs,severn ojibw
ojv,ontong jav
ojw,western ojibw
oka,ok
okb,okobo
okd,okodi
oke,okpe (southwestern edo)
okg,koko babangk
okh,koresh-e rostam
oki,okiek
okj,oko-juwoi
okk,kwamtim o
okl,old kentish sign
okm,middle korean (10th-16th cent.)
okn,oki-no-erab
oko,old korean (3rd-9th cent.)
okr,kirik
oks,oko-eni-osay
oku,ok
okv,orokaiv
okx,okpe (northwestern edo)
ola,w
old,mochi
ole,olekh
olk,olko
olm,olom
olo,livvi
olr,olrat
olt,old lithuani
olu,kuv
oma,omaha-ponc
omb,east amb
omc,mochic
omg,om
omi,omi
omk,omok
oml,ombo
omn,mino
omo,utarmb
omp,old manipuri
omr,old marathi
omt,omotik
omu,omurano
omw,south tairor
omx,old mo
ona,o
onb,lingao
one,oneid
ong,olo
oni,oni
onj,onjob
onk,kabore o
onn,onobas
ono,onond
onp,sart
onr,northern o
ons,ono
ont,ont
onw,old nubi
onx,onin based pidgi
ood,tohono o'odham
oog,o
oon,ö
oor,oorlams
oos,old ossetic
opa,okpamheri
opk,kopkak
opm,oksapmi
opo,opao
opt,opat
opy,ofayé
ora,oroh
orc,orm
ore,orejó
org,ori
orh,oroq
ori,oriya (macrolanguage)
orm,oromo
orn,orang kanaq
oro,orokolo
orr,orum
ors,orang seletar
ort,adivasi oriy
oru,ormuri
orv,old russi
orw,oro wi
orx,oro
ory,odi
ory,oriya (individual language)
orz,orm
osa,os
osc,osc
osi,osi
oso,ososo
osp,old spanish
oss,osseti
oss,ossetic
ost,osat
osu,southern o
osx,old saxo
ota,ottoman turkish (1500-1928)
otb,old tibet
otd,ot danum
ote,mezquital otomi
oti,oti
otk,old turkish
otl,tilapa otomi
otm,eastern highland otomi
otn,tenango otomi
otq,querétaro otomi
otr,otoro
ots,estado de méxico otomi
ott,temoaya otomi
otu,otuk
otw,ottaw
otx,texcatepec otomi
oty,old tami
otz,ixtenco otomi
oua,tagargrent
oub,glio-oubi
oue,o
oui,old uighur
oum,oum
ovd,elfdali
ovd,övdali
owi,owini
owl,old welsh
oyb,oy
oyd,oyd
oym,wayampi
oyy,oya'oy
ozm,koonzim
pab,parecís
pac,pacoh
pad,paumarí
pae,pagibet
paf,paranawát
pag,pangasinan
pah,tenharim
pai,p
pak,parakanã
pal,pahlavi
pam,kapamp
pam,pamp
pan,panjabi
pan,punjabi
pao,northern paiut
pap,papiamento
paq,pary
par,panamint
par,timbish
pas,papas
pat,papitalai
pau,p
pav,pakaásnovos
paw,paw
pax,pankararé
pay,pech
paz,pankararú
pbb,páez
pbc,patamo
pbe,mezontla popoloc
pbf,coyotepec popoloc
pbg,paraujano
pbh,e'ñapa woromaip
pbi,parkw
pbl,mak (nigeria)
pbm,puebla mazatec
pbn,kpasam
pbo,pap
pbp,badyar
pbr,pangw
pbs,central pam
pbt,southern pashto
pbu,northern pashto
pbv,pnar
pby,pyu (papua new guinea)
pca,santa inés ahuatempan popoloc
pcb,pear
pcc,bouyei
pcd,picard
pce,ruching p
pcf,paliy
pcg,paniy
pch,pardh
pci,duruw
pcj,par
pck,paite chi
pcl,pardhi
pcm,nigerian pidgi
pcn,piti
pcp,pacahuar
pcw,pyap
pda,anam
pdc,pennsylvania germ
pdi,pa di
pdn,fed
pdn,pod
pdo,pado
pdt,plautdietsch
pdu,kay
pea,peranakan indonesi
peb,eastern pomo
ped,mala (papua new guinea)
pee,taj
pef,northeastern pomo
peg,pengo
peh,bo
pei,chichimeca-jonaz
pej,northern pomo
pek,pench
pel,pek
pem,phend
peo,old persian (ca. 600-400 b.c.)
pep,kunj
peq,southern pomo
pes,iranian persi
pev,pémono
pex,petats
pey,petjo
pez,eastern p
pfa,pááf
pfe,peer
pfl,pfaelzisch
pga,sudanese creole arabic
pgd,gāndhārī
pgg,pangwali
pgi,pagi
pgk,rerep
pgl,primitive irish
pgn,paeligni
pgs,pangs
pgu,p
pgz,papua new guinean sign
pha,pa-h
phd,phudagi
phg,phuo
phh,phukh
phk,phak
phl,p
phl,phalur
phm,phimbi
phn,phoenici
pho,phunoi
phq,phana'
phr,pahari-potwari
pht,phu thai
phu,ph
phv,pahlavani
phw,phangduwali
pia,pima bajo
pib,yi
pic,pinji
pid,piaro
pie,piro
pif,pingelapes
pig,pisabo
pih,pitcairn-norfolk
pii,pini
pij,pijao
pil,yom
pim,powhat
pin,piam
pio,piapoco
pip,pero
pir,piratapuyo
pis,piji
pit,pitta pitt
piu,pintupi-luritj
piv,pileni
piv,vaeakau-taumako
piw,pimbw
pix,pi
piy,piya-kwonci
piz,pij
pjt,pitjantjatjar
pka,ardhamāgadhī prākrit
pkb,kipfokomo
pkb,pokomo
pkc,paekch
pkg,pak-to
pkh,pankh
pkn,pakanh
pko,pökoot
pkp,pukapuk
pkr,attapady kurumb
pks,pakistan sign
pkt,m
pku,pak
pla,miani
plb,polonombauk
plc,central palawano
pld,polari
ple,palu'
plg,pilagá
plh,paulohi
pli,pali
plj,polci
plk,kohistani shi
pll,shwe p
pln,palenquero
plo,oluta popoluc
plp,palp
plq,palaic
plr,palaka senoufo
pls,san marcos tlacoyalco popoloc
pls,san marcos tlalcoyalco popoloc
plt,plateau malagasy
plu,palikúr
plv,southwest palawano
plw,brooke's point palawano
ply,boly
plz,p
pma,paam
pmb,pambi
pmd,pallanganmidd
pme,pwaamei
pmf,pamo
pmh,māhārāṣṭri prākrit
pmi,northern pumi
pmj,southern pumi
pmk,pamlico
pml,lingua franc
pmm,pomo
pmn,pam
pmo,pom
pmq,northern pam
pmr,paynamar
pms,piemontes
pmt,tuamot
pmw,plains miwok
pmx,poumei
pmy,papuan malay
pmz,southern pam
pna,punan bah-bi
pnb,western panjabi
pnc,pannei
pne,western p
png,po
pnh,penrhy
pni,aoh
pnj,pinjarup
pnk,paunak
pnl,paleni
pnm,punan batu 1
pnn,pinai-hagahai
pno,panobo
pnp,panc
pnq,pana (burkina faso)
pnr,panim
pns,ponosak
pnt,pontic
pnu,jiongnai b
pnv,pinigur
pnw,panytyim
pnx,phong-kni
pny,pinyi
pnz,pana (central african republic)
poc,poqomam
poe,san juan atzingo popoloc
pof,pok
pog,potiguár
poh,poqomchi'
poi,highland popoluc
pok,pokangá
pol,polish
pom,southeastern pomo
pon,pohnpei
poo,central pomo
pop,pwapwâ
poq,texistepec popoluc
por,portugues
pos,sayula popoluc
pot,potawatomi
pov,upper guinea crioulo
pow,san felipe otlaltepec popoloc
pox,polabi
poy,pogolo
ppe,papi
ppi,paipai
ppk,um
ppl,nicarao
ppl,pipi
ppm,papum
ppn,papap
ppo,folop
ppp,pelend
ppq,pei
pps,san luís temalacayuca popoloc
ppt,par
ppu,papor
pqa,pa'
pqm,malecite-passamaquoddy
prc,parachi
prd,parsi-dari
pre,principens
prf,par
prg,prussi
prh,porohano
pri,paicî
prk,parauk
prl,peruvian sign
prm,kibiri
prn,prasuni
pro,old occitan (to 1500)
pro,old provençal (to 1500)
prp,parsi
prq,ashéninka perené
prr,puri
prs,afghan persi
prs,dari
prt,phai
pru,puragi
prw,paraw
prx,purik
prz,providencia sign
psa,asue awy
psc,persian sign
psd,plains indian sign
pse,central malay
psg,penang sign
psh,southwest pashai
psh,southwest pashayi
psi,southeast pashai
psi,southeast pashayi
psl,puerto rican sign
psm,pauser
psn,panas
pso,polish sign
psp,philippine sign
psq,pasi
psr,portuguese sign
pss,kaulo
pst,central pashto
psu,sauraseni prākrit
psw,port sandwich
psy,piscataway
pta,pai tavyter
pth,pataxó hã-ha-hã
pti,pintiini
ptn,patani
pto,zo'é
ptp,patep
ptq,pattap
ptr,piamatsi
ptt,enrek
ptu,bambam
ptv,port vato
ptw,pentlatch
pty,pathiy
pua,western highland purepech
pub,purum
puc,punan merap
pud,punan aput
pue,puelch
puf,punan merah
pug,phui
pui,puinav
puj,punan tub
pum,pum
puo,puoc
pup,pulab
puq,puqui
pur,puruborá
pus,pashto
pus,pushto
put,putoh
puu,p
puw,puluwates
pux,puar
puy,purisimeño
pwa,pawai
pwb,panaw
pwg,gapapaiw
pwi,patwi
pwm,molbo
pwn,paiw
pwo,pwo western kar
pwr,powari
pww,pwo northern kar
pxm,quetzaltepec mix
pye,pye krum
pym,fyam
pyn,poyanáw
pys,lengua de señas del paraguay
pys,paraguayan sign
pyu,puyum
pyx,pyu (myanmar)
pyy,py
pzn,para
qua,quapaw
qub,huallaga huánuco quech
quc,k'iche'
quc,quiché
qud,calderón highland quich
que,quech
quf,lambayeque quech
qug,chimborazo highland quich
quh,south bolivian quech
qui,quileut
quk,chachapoyas quech
qul,north bolivian quech
qum,sipacapens
qun,quinault
qup,southern pastaza quech
quq,quinqui
qur,yanahuanca pasco quech
qus,santiago del estero quich
quv,sacapulteco
quw,tena lowland quich
qux,yauyos quech
quy,ayacucho quech
quz,cusco quech
qva,ambo-pasco quech
qvc,cajamarca quech
qve,eastern apurímac quech
qvh,huamalíes-dos de mayo huánuco quech
qvi,imbabura highland quich
qvj,loja highland quich
qvl,cajatambo north lima quech
qvm,margos-yarowilca-lauricocha quech
qvn,north junín quech
qvo,napo lowland quech
qvp,pacaraos quech
qvs,san martín quech
qvw,huaylla wanca quech
qvy,quey
qvz,northern pastaza quich
qwa,corongo ancash quech
qwc,classical quech
qwh,huaylas ancash quech
qwm,kuman (russia)
qws,sihuas ancash quech
qwt,kwalhioqua-tlatskanai
qxa,chiquián ancash quech
qxc,chincha quech
qxh,panao huánuco quech
qxl,salasaca highland quich
qxn,northern conchucos ancash quech
qxo,southern conchucos ancash quech
qxp,puno quech
qxq,qashqa'i
qxr,cañar highland quich
qxs,southern qi
qxt,santa ana de tusi pasco quech
qxu,arequipa-la unión quech
qxw,jauja wanca quech
qya,queny
qyp,quiripi
raa,dungmali
rab,camli
rac,rasaw
rad,rad
raf,western meoh
rag,logooli
rag,lulogooli
rah,rabh
rai,ramoaai
raj,rajasthani
rak,tulu-bohuai
ral,ralt
ram,c
ran,riant
rao,rao
rap,rapanui
raq,saam
rar,cook islands maori
rar,raroto
ras,tegali
rat,razajerdi
rau,raut
rav,samp
raw,raw
rax,r
ray,rap
raz,rahamb
rbb,rumai p
rbk,northern bontok
rbl,miraya biko
rbp,barababarab
rcf,réunion creole french
rdb,rudbari
rea,rer
reb,rembo
ree,rejang kay
reg,kara (tanzania)
rei,reli
rej,rej
rel,rendi
rem,remo
ren,rengao
rer,rer bar
res,resh
ret,rett
rey,reyesano
rga,rori
rge,romano-greek
rgk,rangkas
rgn,romagno
rgr,resígaro
rgs,southern roglai
rgu,ringgo
rhg,rohingy
rhp,yah
ria,riang (india)
rif,tarifit
ril,riang (myanmar)
rim,nyatur
rir,rib
rit,ritarungo
riu,ri
rjg,rajo
rji,raji
rjs,rajbanshi
rka,krao
rkb,rikbakts
rkh,rakahanga-manihiki
rki,rakhi
rkm,mark
rkt,kamt
rkt,rangpuri
rkw,arakw
rma,ram
rmb,rembar
rmc,carpathian romani
rmd,traveller danish
rme,angloromani
rmf,kalo finnish romani
rmg,traveller norwegi
rmh,murkim
rmi,lomavr
rmk,romk
rml,baltic romani
rmm,rom
rmn,balkan romani
rmo,sinte romani
rmp,rempi
rmq,caló
rms,romanian sign
rmt,domari
rmu,tavringer romani
rmv,romanov
rmw,welsh romani
rmx,romam
rmy,vlax romani
rmz,marm
rnd,ruund
rng,ro
rnl,ranglo
rnn,roo
rnp,rongpo
rnr,nari nari
rnw,rungw
rob,tae'
roc,cacgia roglai
rod,rogo
roe,ronji
rof,rombo
rog,northern roglai
roh,romansh
rol,romblomano
rom,romany
ron,moldavi
ron,moldov
ron,romani
roo,rotokas
rop,krio
ror,ro
rou,r
row,dela-o
rpn,repanbitip
rpt,rapti
rri,ririo
rro,waim
rrt,arritinngithigh
rsb,romano-serbi
rsl,russian sign
rsm,miriwoong sign
rtc,rungtu chi
rth,ratah
rtm,rotum
rts,yurats
rtw,rathawi
ruc,ruuli
rue,rusy
ruf,lugur
rug,rovi
ruh,r
rui,rufiji
ruk,ch
run,rundi
ruo,istro romani
rup,aromani
rup,arumani
rup,macedo-romani
ruq,megleno romani
rus,russi
rut,rut
ruu,lanas lob
ruy,mala (nigeria)
ruz,rum
rwa,rawo
rwk,rw
rwm,amba (uganda)
rwo,raw
rwr,marwari (india)
rxd,ngardi
rxw,karuwali
ryn,northern amami-oshim
rys,yaeyam
ryu,central okinaw
rzh,rāziḥī
saa,sab
sab,bugler
sac,meskwaki
sad,sandaw
sae,sabanê
saf,safalib
sag,sango
sah,yakut
saj,sah
sak,sak
sam,samaritan aramaic
san,sanskrit
sao,saus
saq,sambur
sar,saravec
sas,sasak
sat,santali
sau,salem
sav,saafi-saafi
saw,sawi
sax,s
say,say
saz,saurashtr
sba,ngambay
sbb,simbo
sbc,kele (papua new guinea)
sbd,southern samo
sbe,salib
sbf,chab
sbf,shabo
sbg,seget
sbh,sori-har
sbi,seti
sbj,surbakh
sbk,safw
sbl,botolan samb
sbm,s
sbn,sindhi bhi
sbo,sabüm
sbp,sangu (tanzania)
sbq,sileibi
sbr,sembakung murut
sbs,subiy
sbt,kimki
sbu,stod bhoti
sbv,sabi
sbw,simb
sbx,seber
sby,soli
sbz,sara kab
scb,chut
sce,dongxi
scf,san miguel creole french
scg,s
sch,sakachep
sci,sri lankan creole malay
sck,sadri
scl,shi
scn,sicili
sco,scots
scp,helambu sherp
scp,hyolmo
scq,sa'och
scs,north slavey
sct,southern kat
scu,shumcho
scv,sheni
scw,sh
scx,sic
sda,toraja-sa'd
sdb,shabak
sdc,sassarese sardini
sde,surub
sdf,sarli
sdg,savi
sdh,southern kurdish
sdj,suundi
sdk,sos kundi
sdl,saudi arabian sign
sdm,semand
sdn,gallurese sardini
sdo,bukar-sadung bidayuh
sdp,sherdukp
sdr,oraon sadri
sds,sened
sdt,shuadit
sdu,sarud
sdx,sibu m
sdz,sallands
sea,semai
seb,shempire senoufo
sec,sechelt
sed,sed
see,senec
sef,cebaara senoufo
seg,segej
seh,s
sei,seri
sej,s
sek,sekani
sel,selkup
sen,nanerigé sénoufo
seo,suarmi
sep,sìcìté sénoufo
seq,senara sénoufo
ser,serrano
ses,koyraboro senni songhai
set,sentani
seu,serui-laut
sev,nyarafolo senoufo
sew,sewa bay
sey,secoy
sez,senthang chi
sfb,french belgian sign
sfb,langue des signes de belgique francopho
sfe,eastern sub
sfm,small flowery miao
sfs,south african sign
sfw,sehwi
sga,old irish (to 900)
sgb,mag-antsi ayt
sgc,kipsigis
sgd,surigaono
sge,segai
sgg,swiss-german sign
sgh,shughni
sgi,s
sgj,surguji
sgk,sangko
sgm,si
sgp,singpho
sgr,sangisari
sgs,samogiti
sgt,brokpak
sgu,salas
sgw,sebat bet gur
sgx,sierra leone sign
sgy,sanglechi
sgz,sursur
sha,shall-zw
shb,ninam
shc,sond
shd,kundal shahi
she,sheko
shg,sh
shh,shoshoni
shi,tachelhit
shj,shatt
shk,shilluk
shl,shend
shm,shahrudi
shn,sh
sho,sh
shp,shipibo-conibo
shq,s
shr,shi
shs,shuswap
sht,shast
shu,chadian arabic
shv,shehri
shw,shwai
shx,sh
shy,tachawit
shz,syenara senoufo
sia,akkala sami
sib,sebop
sid,sidamo
sie,sim
sif,siamo
sig,paas
sih,sîshëë
sih,zir
sii,shom p
sij,numbami
sik,siki
sil,tumulung sis
sim,mende (papua new guinea)
sin,sinh
sin,sinhales
sip,sikkimes
siq,soni
sir,siri
sis,siuslaw
siu,si
siv,sumariup
siw,siwai
six,sum
siy,sivandi
siz,siwi
sja,ep
sjb,sajau basap
sjd,kildin sami
sje,pite sami
sjg,assangori
sjk,kemi sami
sjl,miji
sjl,sajalo
sjm,map
sjn,sindari
sjo,xib
sjp,surjapuri
sjr,siar-lak
sjs,senhaja de srair
sjt,ter sami
sju,ume sami
sjw,shaw
ska,skagit
skb,saek
skc,ma mand
skd,southern sierra miwok
ske,seke (vanuatu)
skf,sakirabiá
skg,sakalava malagasy
skh,sik
ski,sik
skj,seke (nepal)
skm,kuto
skn,kolibugan subano
sko,seko tengah
skp,sekap
skq,sininker
skr,saraiki
skr,seraiki
sks,mai
skt,sakat
sku,sakao
skv,sko
skw,skepi creole dutch
skx,seko pad
sky,sikai
skz,sekar
slc,sálib
sld,siss
sle,sho
slf,swiss-italian sign
slg,selungai murut
slh,southern puget sound salish
sli,lower silesi
slj,salumá
slk,slovak
sll,salt-yui
slm,pangutaran sam
sln,sali
slp,lamaholot
slq,salchuq
slr,salar
sls,singapore sign
slt,si
slu,selar
slv,sloveni
slw,sialum
slx,salampas
sly,selayar
slz,ma'y
sma,southern sami
smb,simbari
smc,som
smd,sam
sme,northern sami
smf,auw
smg,simbali
smh,samei
smj,lule sami
smk,bolinao
sml,central sam
smm,musas
smn,inari sami
smo,samo
smp,samarit
smq,samo
smr,sim
sms,skolt sami
smt,simt
smu,somray
smv,samvedi
smw,sumbaw
smx,samb
smy,semnani
smz,simek
sna,sho
snb,sebuy
snc,sinaugoro
snd,sindhi
sne,bau bidayuh
snf,noo
sng,sanga (democratic republic of congo)
sni,sensi
snj,riverain sango
snk,sonink
snl,sangi
snm,southern ma'di
snn,sio
sno,snohomish
snp,si
snq,sangu (gabon)
snr,sih
sns,nahavaq
sns,south west bay
snu,senggi
snu,viid
snv,sa'b
snw,s
snx,sam
sny,saniyo-hiyew
snz,sinsaur
soa,thai so
sob,sobei
soc,so (democratic republic of congo)
sod,songoor
soe,songomeno
sog,sogdi
soh,ak
soi,sonh
soj,soi
sok,sokoro
sol,solos
som,somali
soo,songo
sop,so
soq,kanasi
sor,somrai
sos,seek
sot,southern sotho
sou,southern thai
sov,sonsoro
sow,sowand
sox,swo
soy,miyob
soz,temi
spa,castili
spa,spanish
spb,sepa (indonesia)
spc,sapé
spd,saep
spe,sepa (papua new guinea)
spg,si
spi,saponi
spk,sengo
spl,selepet
spm,akukem
spn,sanapaná
spo,spok
spp,supyire senoufo
spq,loreto-ucayali spanish
spr,sapar
sps,sapos
spt,spiti bhoti
spu,sap
spv,kosli
spv,sambalpuri
spx,south pic
spy,sabaot
sqa,shama-samb
sqh,sh
sqi,albani
sqk,albanian sign
sqm,sum
sqn,susquehannock
sqo,sorkhei
sqq,so
sqr,siculo arabic
sqs,sri lankan sign
sqt,soqotri
squ,squamish
sra,sar
srb,sor
src,logudorese sardini
srd,sardini
sre,sar
srf,nafi
srg,sulod
srh,sarikoli
sri,siriano
srk,serudung murut
srl,isiraw
srm,saramacc
srn,sranan tongo
sro,campidanese sardini
srp,serbi
srq,sirionó
srr,serer
srs,sarsi
srt,sauri
sru,suruí
srv,southern sorsogano
srw,ser
srx,sirmauri
sry,ser
srz,shahmirzadi
ssb,southern sam
ssc,suba-simbiti
ssd,siroi
sse,balangingi
sse,bangingih sam
ssf,thao
ssg,seimat
ssh,shihhi arabic
ssi,sansi
ssj,sausi
ssk,sunam
ssl,western sis
ssm,semnam
ssn,waat
sso,sissano
ssp,spanish sign
ssq,so'
ssr,swiss-french sign
sss,sô
sst,sinasi
ssu,susuami
ssv,shark bay
ssw,swati
ssx,samberigi
ssy,saho
ssz,sengs
sta,sett
stb,northern sub
std,senti
ste,liana-seti
stf,set
stg,tri
sth,shelt
sti,bulo sti
stj,matya samo
stk,arammb
stl,stellingwerfs
stm,setam
stn,ow
sto,stoney
stp,southeastern tepeh
stq,saterfriesisch
str,straits salish
sts,shumashti
stt,budeh sti
stu,samtao
stv,silt'
stw,satawales
sty,siberian tatar
sua,sulk
sub,suk
suc,western subano
sue,s
sug,s
sui,suki
suj,shubi
suk,sukum
sun,sundanes
suq,suri
sur,mwaghav
sus,sus
sut,subtiab
suv,puroik
suw,sumbw
sux,sumeri
suy,suyá
suz,sunwar
sva,sv
svb,ulau-suai
svc,vincentian creole english
sve,serili
svk,slovakian sign
svm,slavomolisano
svs,savosavo
svx,skalvi
swa,swahili (macrolanguage)
swb,maore comori
swc,congo swahili
swe,swedish
swf,ser
swg,swabi
swh,kiswahili
swh,swahili (individual language)
swi,sui language|sui
swj,sir
swk,malawi s
swl,swedish sign
swm,samos
swn,sawknah
swo,shanenaw
swp,s
swq,sharw
swr,sawer
sws,seluwas
swt,sawi
swu,suwaw
swv,shekhawati
sww,sow
swx,suruahá
swy,sar
sxb,sub
sxc,sicani
sxe,sigh
sxg,shixi
sxg,shuhi
sxk,southern kalapuy
sxl,seli
sxm,samr
sxn,sangir
sxo,sorothaptic
sxr,saaro
sxs,sasar
sxu,upper saxo
sxw,saxwe gb
sya,si
syb,central sub
syc,classical syriac
syi,seki
syk,sukur
syl,sylheti
sym,maya samo
syn,senay
syo,suoy
syr,syriac
sys,sinyar
syw,kagat
syx,samay
syy,al-sayyid bedouin sign
sza,semelai
szb,ngalum
szc,semaq beri
szd,ser
sze,sez
szg,s
szl,silesi
szn,s
szp,suabo
szs,solomon islands sign
szv,isu (fako division)
szw,sawai
taa,lower t
tab,tabassar
tac,lowland tarahumar
tad,taus
tae,tari
taf,tapirapé
tag,tagoi
tah,tahiti
taj,eastern tam
tak,t
tal,t
tam,tami
tan,t
tao,yami
tap,taabw
taq,tamasheq
tar,central tarahumar
tas,tay boi
tat,tatar
tau,upper t
tav,tatuyo
taw,tai
tax,tamki
tay,atay
taz,tocho
tba,aikanã
tbb,tapeb
tbc,taki
tbd,kaki
tbe,tanimbili
tbf,mandar
tbg,north tairor
tbh,thuraw
tbi,gaam
tbj,ti
tbk,calamian tagbanw
tbl,tboli
tbm,tagb
tbn,barro negro tunebo
tbo,taw
tbp,diebroud
tbp,tawort
tbr,tumtum
tbs,tanguat
tbt,tembo (kitembo)
tbu,tubar
tbv,tobo
tbw,tagbanw
tbx,kapi
tby,tabar
tbz,ditammari
tca,tic
tcb,tanacross
tcc,datoo
tcd,tafi
tce,southern tutcho
tcf,malinaltepec me'ph
tcf,malinaltepec tlapanec
tcg,tamagario
tch,turks and caicos creole english
tci,wár
tck,tchitch
tcl,taman (myanmar)
tcm,tanahmerah
tcn,tichuro
tco,taungyo
tcp,tawr chi
tcq,kaiy
tcs,torres strait creo
tct,t'
tcu,southeastern tarahumar
tcw,tecpatlán totonac
tcx,tod
tcy,t
tcz,thado chi
tda,tagd
tdb,panchpargani
tdc,emberá-tadó
tdd,tai nü
tde,tiranige diga dogo
tdf,tali
tdg,western tam
tdh,th
tdi,tomadino
tdj,tajio
tdk,tambas
tdl,sur
tdm,tarum
tdn,tondano
tdo,tem
tdq,tit
tdr,todrah
tds,doutai
tdt,tetun dili
tdv,toro
tdx,tandroy-mahafaly malagasy
tdy,tadyaw
tea,temiar
teb,tetet
tec,terik
ted,tepo krum
tee,huehuetla tepeh
tef,teress
teg,teke-t
teh,tehuelch
tei,torricelli
tek,ibali tek
tel,t
tem,tim
ten,tama (colombia)
teo,teso
tep,tepecano
teq,temei
ter,tereno
tes,tengger
tet,tetum
teu,soo
tev,teor
tew,tewa (usa)
tex,tennet
tey,tulishi
tez,tetserret
tfi,tofin gb
tfn,tanai
tfo,tefaro
tfr,terib
tft,ternat
tga,s
tgb,tobi
tgc,tigak
tgd,ciwogai
tge,eastern gorkha tam
